ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
2943,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/1/2003,12/1/2003,,0,0,7.8,,,,
2944,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/1/2003,12/1/2003,,0,0,0,,,,
2945,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/1/2003,12/1/2003,,2.7,0,0,,,,
2946,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/1/2003,12/1/2003,,12,10.4,3.3,,,,
2947,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/1/2003,12/1/2003,,3.8,0,0,,,,
2948,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/1/2003,12/1/2003,,6.7,7.1,4.9,,,,
2949,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/1/2003,12/1/2003,,8.4,5.6,2,,,,
2950,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/1/2003,12/1/2003,,,,,,,,
2951,R19,Val Vista WTP treated water,srp,val vista-treated,12/1/2003,12/1/2003,,,,,,,,
2952,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/1/2003,12/1/2003,,13.3,9.5,4.1,,,,
2953,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/1/2003,12/1/2003,,16.2,9.1,0,,,,
2954,R25,verde river at beeline highway,verde,verde @ beeline,12/1/2003,12/1/2003,,0,0,3.5,,,,
2955,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/1/2003,12/1/2003,,5.2,2.1,0,,,,
2956,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/1/2003,12/1/2003,,10.8,7.9,0,,,,
2957,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/1/2003,12/1/2003,,0,0,0,,,,
2958,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/1/2003,12/1/2003,,0,0,0,,,,
2959,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/1/2003,12/1/2003,,9.5,7.8,0,,,,
2960,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/1/2003,12/1/2003,,0,0,0,,,,
2961,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/1/2003,12/1/2003,,,,,,,,
2962,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/1/2003,12/1/2003,,,,,,,,
2963,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/1/2003,12/1/2003,,,,,,,,
2964,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/1/2003,12/1/2003,,,,,,,,
2965,Green In,Greenway WTP Inlet,srp,Green In,12/1/2003,12/1/2003,,0,0,7.2,,,,
2966,Green Out,Greenway WTP Outlet,srp,Green Out,12/1/2003,12/1/2003,,0,0,0,,,,
2967,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/1/2003,12/1/2003,,0,0,4,,,,
2968,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/1/2003,12/1/2003,,0,0,0,,,,
2969,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/1/2003,12/1/2003,,0,0,0,,,,
2970,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/1/2003,12/1/2003,,0,0,0,,,,
2971,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/1/2003,12/1/2003,,0,0,6.6,,,,
2972,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/1/2003,12/1/2003,,0,0,11.1,,,,
2973,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/1/2003,12/1/2003,,0,0,8.5,,,,
2974,R20,Verde River at Tangle,verde,verde abv horseshoe,12/1/2003,12/1/2003,,0,0,0,,,,
2975,Havasu 1,Havasu lake Sample,,Havasu 1,12/1/2003,12/1/2003,,,,,,,,
2976,Havasu 2,Havasu lake Sample,,Havasu 2,12/1/2003,12/1/2003,,,,,,,,
2977,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,12/1/2003,12/1/2003,,,,,,,,
2978,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/1/2003,12/1/2003,,,,,,,,
2979,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/1/2003,12/1/2003,,,,,,,,
2980,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,12/1/2003,12/1/2003,,,,,,,,
2981,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/1/2003,12/1/2003,,,,,,,,
2982,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/1/2003,12/1/2003,,,,,,,,
2983,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/1/2003,12/1/2003,,,,,,,,
2984,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/1/2003,12/1/2003,,,,,,,,
2985,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/1/2003,12/1/2003,,,,,,,,
2986,R3,Waddell Canal,cap,waddell canal,12/15/2003,12/15/2003,,,,,,,,
2987,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/15/2003,12/15/2003,,0,0,3.8,,,,
2988,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/15/2003,12/15/2003,,0,0,5.9,,,,
2989,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/15/2003,12/15/2003,,0,0,14,,,,
2990,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/15/2003,12/15/2003,,0,0,7.4,,,,
2991,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/15/2003,12/15/2003,,17.3,7.5,0,,,,
2992,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/15/2003,12/15/2003,,3.8,2.6,0,,,,
2993,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/15/2003,12/15/2003,,9,6.9,7.8,,,,
2994,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/15/2003,12/15/2003,,10.3,4.6,0,,,,
2995,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/15/2003,12/15/2003,,3.2,0,4.5,,,,
2996,R19,Val Vista WTP treated water,srp,val vista-treated,12/15/2003,12/15/2003,,,,,,,,
2997,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/15/2003,12/15/2003,,9.8,6.4,5.8,,,,
2998,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/15/2003,12/15/2003,,10.1,9.7,8.2,,,,
2999,R25,verde river at beeline highway,verde,verde @ beeline,12/15/2003,12/15/2003,,0,5.5,0,,,,
3000,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/15/2003,12/15/2003,,6.3,2.4,2.4,,,,
3001,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/15/2003,12/15/2003,,3.6,5.4,6.7,,,,
3002,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/15/2003,12/15/2003,,0,0,0,,,,
3003,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/15/2003,12/15/2003,,0,0,0,,,,
3004,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/15/2003,12/15/2003,,5.6,7.1,6.9,,,,
3005,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/15/2003,12/15/2003,,8.7,10.1,9.5,,,,
3006,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/15/2003,12/15/2003,,,,,,,,
3007,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/15/2003,12/15/2003,,,,,,,,
3008,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/15/2003,12/15/2003,,,,,,,,
3009,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/15/2003,12/15/2003,,,,,,,,
3010,Green In,Greenway WTP Inlet,srp,Green In,12/15/2003,12/15/2003,,6.9,3.5,0,,,,
3011,Green Out,Greenway WTP Outlet,srp,Green Out,12/15/2003,12/15/2003,,0,0,0,,,,
3012,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/15/2003,12/15/2003,,,,,,,,
3013,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/15/2003,12/15/2003,,,,,,,,
3014,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/15/2003,12/15/2003,,,,,,,,
3015,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/15/2003,12/15/2003,,,,,,,,
3016,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/15/2003,12/15/2003,,,,,,,,
3017,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/15/2003,12/15/2003,,,,,,,,
3018,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/15/2003,12/15/2003,,,,,,,,
3019,R20,Verde River at Tangle,verde,verde abv horseshoe,12/15/2003,12/15/2003,,0,10.1,0,,,,
3020,Havasu 1,Havasu lake Sample,,Havasu 1,12/15/2003,12/15/2003,,0,0,0,,,,
3021,Havasu 2,Havasu lake Sample,,Havasu 2,12/15/2003,12/15/2003,,0,0,0,,,,
3022,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,12/15/2003,12/15/2003,,,,,,,,
3023,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/15/2003,12/15/2003,,,,,,,,
3024,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/15/2003,12/15/2003,,,,,,,,
3025,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,12/15/2003,12/15/2003,,,,,,,,
3026,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/15/2003,12/15/2003,,,,,,,,
3027,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/15/2003,12/15/2003,,,,,,,,
3028,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/15/2003,12/15/2003,,,,,,,,
3029,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/15/2003,12/15/2003,,,,,,,,
3030,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/15/2003,12/15/2003,,,,,,,,
3031,R3,Waddell Canal,cap,waddell canal,1/20/2004,1/20/2004,,,,,,,,
3032,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/20/2004,1/20/2004,,0,0,0,,,,
3033,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/20/2004,1/20/2004,,0,0,3.8,,,,
3034,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/20/2004,1/20/2004,,2.1,0,5,,,,
3035,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/20/2004,1/20/2004,,2.1,0,4.9,,,,
3036,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/20/2004,1/20/2004,,6.8,7.1,5.8,,,,
3037,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/20/2004,1/20/2004,,7.8,7.5,4.1,,,,
3038,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/20/2004,1/20/2004,,7.9,7.3,5.8,,,,
3039,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/20/2004,1/20/2004,,4.3,3.5,0,,,,
3040,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/20/2004,1/20/2004,,2.6,0,2.7,,,,
3041,R19,Val Vista WTP treated water,srp,val vista-treated,1/20/2004,1/20/2004,,,,,,,,
3042,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/20/2004,1/20/2004,,5.8,6.1,3.4,,,,
3043,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/20/2004,1/20/2004,,6.9,5.9,4,,,,
3044,R25,verde river at beeline highway,verde,verde @ beeline,1/20/2004,1/20/2004,,0,0,4,,,,
3045,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/20/2004,1/20/2004,,3.3,2.1,3.8,,,,
3046,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/20/2004,1/20/2004,,4.6,3.4,4.5,,,,
3047,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/20/2004,1/20/2004,,0,0,4.5,,,,
3048,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/20/2004,1/20/2004,,0,0,0,,,,
3049,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/20/2004,1/20/2004,,5.3,14.3,0,,,,
3050,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/20/2004,1/20/2004,,,,,,,,
3051,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/20/2004,1/20/2004,,,,,,,,
3052,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/20/2004,1/20/2004,,0,3.3,2.7,,,,
3053,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/20/2004,1/20/2004,,0,0,5.8,,,,
3054,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/20/2004,1/20/2004,,0,0,0,,,,
3055,Green In,Greenway WTP Inlet,srp,Green In,1/20/2004,1/20/2004,,,,,,,,
3056,Green Out,Greenway WTP Outlet,srp,Green Out,1/20/2004,1/20/2004,,,,,,,,
3057,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/20/2004,1/20/2004,,,,,,,,
3058,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/20/2004,1/20/2004,,,,,,,,
3059,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/20/2004,1/20/2004,,,,,,,,
3060,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/20/2004,1/20/2004,,,,,,,,
3061,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/20/2004,1/20/2004,,0,0,2.8,,,,
3062,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/20/2004,1/20/2004,,0,0,0,,,,
3063,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/20/2004,1/20/2004,,0,0,0,,,,
3064,R20,Verde River at Tangle,verde,verde abv horseshoe,1/20/2004,1/20/2004,,,,,,,,
3065,Havasu 1,Havasu lake Sample,,Havasu 1,1/20/2004,1/20/2004,,0,3.4,4.8,,,,
3066,Havasu 2,Havasu lake Sample,,Havasu 2,1/20/2004,1/20/2004,,0,2.4,0,,,,
3067,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,1/20/2004,1/20/2004,,,,,,,,
3068,R1,CAP canal above Waddell Canal,cap,cap-siphon,1/20/2004,1/20/2004,,,,,,,,
3069,R4,Cap Canal at 7th St.,cap,cap @ 7th st,1/20/2004,1/20/2004,,,,,,,,
3070,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,1/20/2004,1/20/2004,,,,,,,,
3071,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,1/20/2004,1/20/2004,,,,,,,,
3072,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,1/20/2004,1/20/2004,,,,,,,,
3073,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,1/20/2004,1/20/2004,,,,,,,,
3074,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,1/20/2004,1/20/2004,,,,,,,,
3075,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,1/20/2004,1/20/2004,,,,,,,,
3076,R3,Waddell Canal,cap,waddell canal,2/17/2004,2/17/2004,,0,0,2.1,,,,
3077,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/17/2004,2/17/2004,,0,0,3,,,,
3078,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/17/2004,2/17/2004,,0,0,0,,,,
3079,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/17/2004,2/17/2004,,0,0,6.3,,,,
3080,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/17/2004,2/17/2004,,0,0,2.9,,,,
3133,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/16/2004,3/16/2004,,6.8,6.5,6.2,,,,
3134,R25,verde river at beeline highway,verde,verde @ beeline,3/16/2004,3/16/2004,,0,2.2,4.6,,,,
3135,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/16/2004,3/16/2004,,0,0,4.8,,,,
3136,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/16/2004,3/16/2004,,0,2.2,8.4,,,,
3137,UH In,Union Hills Inlet,cap,Union Hills Inlet,3/16/2004,3/16/2004,,0,0,5.2,,,,
3138,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,3/16/2004,3/16/2004,,0,0,0,,,,
3139,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/16/2004,3/16/2004,,5.9,12.7,4.1,,,,
3140,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,3/16/2004,3/16/2004,,4.8,3.8,3.4,,,,
3141,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/16/2004,3/16/2004,,0,0,3,,,,
3142,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/16/2004,3/16/2004,,,,,,,,
3143,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/16/2004,3/16/2004,,,,,,,,
3144,SPT Out,Tempe's South Plant treated water,tempe,STP Out,3/16/2004,3/16/2004,,,,,,,,
3145,Green In,Greenway WTP Inlet,srp,Green In,3/16/2004,3/16/2004,,3,3.5,7.2,,,,
3146,Green Out,Greenway WTP Outlet,srp,Green Out,3/16/2004,3/16/2004,,,,,,,,
3147,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/16/2004,3/16/2004,,,,,,,,
3148,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/16/2004,3/16/2004,,,,,,,,
3149,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/16/2004,3/16/2004,,0,0,3.2,,,,
3150,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/16/2004,3/16/2004,,0,0,0,,,,
3151,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/16/2004,3/16/2004,,0,0,3.7,,,,
3152,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,3/16/2004,3/16/2004,,0,0,2.6,,,,
3153,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/16/2004,3/16/2004,,0,0,0,,,,
3154,R20,Verde River at Tangle,verde,verde abv horseshoe,3/29/2004,3/29/2004,,0,3,4.6,,,,
3155,Havasu 1,Havasu lake Sample,,Havasu 1,3/16/2004,3/16/2004,,0,0,0,,,,
3156,Havasu 2,Havasu lake Sample,,Havasu 2,3/16/2004,3/16/2004,,0,2.5,0,,,,
3157,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,3/16/2004,3/16/2004,,,,,,,,
3158,R1,CAP canal above Waddell Canal,cap,cap-siphon,3/16/2004,3/16/2004,,,,,,,,
3159,R4,Cap Canal at 7th St.,cap,cap @ 7th st,3/16/2004,3/16/2004,,,,,,,,
4804,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/30/2005,8/30/2005,,14,4.3,3.4,,,,
4805,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/30/2005,8/30/2005,,13.9,4.3,0,,,,
4806,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/30/2005,8/30/2005,,16.2,2.6,0,,,,
4807,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/30/2005,8/30/2005,,15.2,2.6,0,,,,
4808,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/30/2005,8/30/2005,,8.8,0,0,,,,
4809,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/30/2005,8/30/2005,,5.1,0,0,,,,
4810,Green In,Greenway WTP Inlet,srp,Green In,8/30/2005,8/30/2005,,16,3.9,0,,,,
4811,Green Out,Greenway WTP Outlet,srp,Green Out,8/30/2005,8/30/2005,,0,0,0,,,,
4812,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/30/2005,8/30/2005,,2.4,0,0,,,,
4813,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/30/2005,8/30/2005,,0,0,0,,,,
4814,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/30/2005,8/30/2005,,,,,,,,
4815,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/30/2005,8/30/2005,,,,,,,,
4816,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/30/2005,8/30/2005,,,,,,,,
4817,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,8/30/2005,8/30/2005,,,,,,,,
4818,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/30/2005,8/30/2005,,,,,,,,
4819,R20,Verde River at Tangle,verde,verde abv horseshoe,8/30/2005,8/30/2005,,,,,,,,
4820,Havasu 1,Havasu lake Sample,,Havasu 1,8/30/2005,8/30/2005,,,,,,,,
4821,Havasu 2,Havasu lake Sample,,Havasu 2,8/30/2005,8/30/2005,,,,,,,,
4822,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,8/30/2005,8/30/2005,,,,,,,,
4823,R1,CAP canal above Waddell Canal,cap,cap-siphon,8/30/2005,8/30/2005,,,,,,,,
4824,R4,Cap Canal at 7th St.,cap,cap @ 7th st,8/30/2005,8/30/2005,,,,,,,,
4825,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,8/30/2005,8/30/2005,,,,,,,,
4826,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,8/30/2005,8/30/2005,,,,,,,,
4827,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/30/2005,8/30/2005,,,,,,,,
4828,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,8/30/2005,8/30/2005,,,,,,,,
4829,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,8/30/2005,8/30/2005,,,,,,,,
4830,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,8/30/2005,8/30/2005,,,,,,,,
4831,R3,Waddell Canal,cap,waddell canal,9/13/2005,9/13/2005,,0,0,0,,,,
4832,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/13/2005,9/13/2005,,11.2,0,6.8,,,,
4833,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/13/2005,9/13/2005,,4.4,9.7,8,,,,
4834,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/13/2005,9/13/2005,,9.1,0,4.1,,,,
4835,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/13/2005,9/13/2005,,9.8,3.2,6.2,,,,
4836,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/13/2005,9/13/2005,,11.1,4.5,3,,,,
4837,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/13/2005,9/13/2005,,6.2,0,0,,,,
4838,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/13/2005,9/13/2005,,13,4.7,4.1,,,,
4839,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/13/2005,9/13/2005,,7.7,0,0,,,,
4840,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/13/2005,9/13/2005,,11.2,2.3,3.6,,,,
4841,R19,Val Vista WTP treated water,srp,val vista-treated,9/13/2005,9/13/2005,,9.8,2.1,2.3,,,,
4842,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/13/2005,9/13/2005,,13.4,6.2,4.7,,,,
4843,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/13/2005,9/13/2005,,11,3.2,2.6,,,,
4844,R25,verde river at beeline highway,verde,verde @ beeline,9/13/2005,9/13/2005,,8.9,0,4.6,,,,
4845,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/13/2005,9/13/2005,,10.5,4.4,6.2,,,,
3160,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,3/16/2004,3/16/2004,,,,,,,,
3161,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,3/16/2004,3/16/2004,,,,,,,,
3162,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,3/16/2004,3/16/2004,,,,,,,,
3163,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,3/16/2004,3/16/2004,,,,,,,,
3164,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,3/16/2004,3/16/2004,,,,,,,,
3165,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,3/16/2004,3/16/2004,,,,,,,,
3166,R3,Waddell Canal,cap,waddell canal,4/13/2004,4/13/2004,,0,0,5,,,,
3167,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/13/2004,4/13/2004,,0,0,,,,,
3168,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/13/2004,4/13/2004,,0,0,4,,,,
3169,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/13/2004,4/13/2004,,6.3,3.7,9.1,,,,
3170,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/13/2004,4/13/2004,,2.3,2.6,5.7,,,,
3171,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/13/2004,4/13/2004,,3.1,3.4,8.1,,,,
3172,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/13/2004,4/13/2004,,,,,,,,
3173,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/13/2004,4/13/2004,,3,2.9,4.9,,,,
3174,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/13/2004,4/13/2004,,0,0,0,,,,
3175,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/13/2004,4/13/2004,,0,2,3.2,,,,
3176,R19,Val Vista WTP treated water,srp,val vista-treated,4/13/2004,4/13/2004,,0,0,3,,,,
3177,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/13/2004,4/13/2004,,2.9,3.2,8.6,,,,
3178,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/13/2004,4/13/2004,,3.5,3.3,7.9,,,,
3179,R25,verde river at beeline highway,verde,verde @ beeline,4/13/2004,4/13/2004,,,,,,,,
3180,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/13/2004,4/13/2004,,2.6,2.2,5.8,,,,
3181,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/13/2004,4/13/2004,,2.2,3.2,4.9,,,,
3182,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/13/2004,4/13/2004,,0,0,4.4,,,,
3183,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/13/2004,4/13/2004,,0,0,0,,,,
3184,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/13/2004,4/13/2004,,2.6,3.2,5,,,,
3185,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/13/2004,4/13/2004,,0,0,3.4,,,,
3186,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/13/2004,4/13/2004,,0,2,3.5,,,,
3187,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/13/2004,4/13/2004,,,,,,,,
3188,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/13/2004,4/13/2004,,,,,,,,
