ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
8641,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/2/2011,5/2/2011,,0,0,0,,,,
8642,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/2/2011,5/2/2011,,0,0,0,,,,
8643,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/2/2011,5/2/2011,,2.3,6,0,,,,
8644,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/2/2011,5/2/2011,,0,0,0,,,,
8645,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,5/2/2011,5/2/2011,,2.3,4.2,0,,,,
8646,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/2/2011,5/2/2011,,,,,,,,
8647,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,5/2/2011,5/2/2011,,,,,,,,
8648,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/2/2011,5/2/2011,,,,,,,,
8649,R9C,Saguaro Lake near dock,salt,saguaro-hypo,5/2/2011,5/2/2011,,13,0,0,,,,
8650,R20,Verde River at Tangle,verde,verde abv horseshoe,5/2/2011,5/2/2011,,0,2.2,0,,,,
8651,AN In,Anthem Inlet,,Anthem In,5/2/2011,5/2/2011,,,,,,,,
8652,AN Out,Anthem Outlet,,Anthem Out,5/2/2011,5/2/2011,,,,,,,,
8653,Havasu 1,Havasu lake Sample,,Havasu 1,5/2/2011,5/2/2011,,0,0,0,,,,
8654,Havasu 2,Havasu lake Sample,,Havasu 2,5/2/2011,5/2/2011,,,,,,,,
8655,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,5/2/2011,5/2/2011,,,,,,,,
8656,R1,CAP canal above Waddell Canal,cap,cap-siphon,5/2/2011,5/2/2011,,,,,,,,
8657,R4,Cap Canal at 7th St.,cap,cap @ 7th st,5/2/2011,5/2/2011,,,,,,,,
8658,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,5/2/2011,5/2/2011,,,,,,,,
8659,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,5/2/2011,5/2/2011,,,,,,,,
8660,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,5/2/2011,5/2/2011,,,,,,,,
8661,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,5/2/2011,5/2/2011,,,,,,,,
8662,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,5/2/2011,5/2/2011,,,,,,,,
8663,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,5/2/2011,5/2/2011,,,,,,,,
8664,R3,Waddell Canal,cap,waddell canal,6/6/2011,6/6/2011,,0,0,0,,,,
8665,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/6/2011,6/6/2011,,,,,,,,
8666,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/6/2011,6/6/2011,,0,0,3.4,,,,
8667,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/6/2011,6/6/2011,,3.4,0,5,,,,
8668,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/6/2011,6/6/2011,,0,0,7.1,,,,
8669,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/6/2011,6/6/2011,,,,,,,,
8670,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/6/2011,6/6/2011,,,,,,,,
8671,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/6/2011,6/6/2011,,,,,,,,
8672,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/6/2011,6/6/2011,,,,,,,,
8673,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/6/2011,6/6/2011,,,,,,,,
8674,R19,Val Vista WTP treated water,srp,val vista-treated,6/6/2011,6/6/2011,,,,,,,,
8675,VV west,Val Vista west,srp,val-vista west,6/6/2011,6/6/2011,,,,,,,,
8676,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/6/2011,6/6/2011,,0,4,5.1,,,,
8677,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/6/2011,6/6/2011,,2.2,0,6.6,,,,
8678,R25,verde river at beeline highway,verde,verde @ beeline,6/6/2011,6/6/2011,,,,,,,,
8679,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/6/2011,6/6/2011,,2.2,0,12.2,,,,
8680,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/6/2011,6/6/2011,,2.5,0,6.3,,,,
8681,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/6/2011,6/6/2011,,,,,,,,
8682,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/6/2011,6/6/2011,,0,0,0,,,,
8683,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/6/2011,6/6/2011,,0,0,4.4,,,,
8684,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/6/2011,6/6/2011,,0,0,0,,,,
8685,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/6/2011,6/6/2011,,2.4,0,6.7,,,,
8686,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/6/2011,6/6/2011,,2,0,4.2,,,,
8687,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/6/2011,6/6/2011,,0,0,0,,,,
8688,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/6/2011,6/6/2011,,0,0,0,,,,
8689,Glen In,Glendale WTP Inlet,srp,Glen In,6/6/2011,6/6/2011,,0,0,0,,,,
8690,Glen Out,Glendale WTP Outlet,srp,Glen Out,6/6/2011,6/6/2011,,2.5,3.1,0,,,,
8691,GR In,Greenway WTP Inlet,srp,Green In,6/6/2011,6/6/2011,,0,0,0,,,,
8692,GR Out,Greenway WTP Outlet,srp,Green Out,6/6/2011,6/6/2011,,0,0,4.6,,,,
8693,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,6/6/2011,6/6/2011,,,,,,,,
8694,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,6/6/2011,6/6/2011,,,,,,,,
8695,CH In,Chandler Inlet,,Chandler Inlet,6/6/2011,6/6/2011,,,,,,,,
8696,CH Out,Chandler Treated,,Chandler Treated,6/6/2011,6/6/2011,,,,,,,,
8697,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/6/2011,6/6/2011,,0,0,0,,,,
8698,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/6/2011,6/6/2011,,0,0,0,,,,
8699,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/6/2011,6/6/2011,,9,3.3,0,,,,
8700,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/6/2011,6/6/2011,,6.9,2.6,0,,,,
8701,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,6/6/2011,6/6/2011,,0,0,0,,,,
8702,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/6/2011,6/6/2011,,9.4,4.5,0,,,,
8703,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,6/6/2011,6/6/2011,,9,4.2,0,,,,
8704,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/6/2011,6/6/2011,,7,3.4,0,,,,
8705,R9C,Saguaro Lake near dock,salt,saguaro-hypo,6/6/2011,6/6/2011,,2.8,0,0,,,,
8706,R20,Verde River at Tangle,verde,verde abv horseshoe,6/6/2011,6/6/2011,,,,,,,,
8707,AN In,Anthem Inlet,,Anthem In,6/6/2011,6/6/2011,,,,,,,,
8708,AN Out,Anthem Outlet,,Anthem Out,6/6/2011,6/6/2011,,,,,,,,
8709,Havasu 1,Havasu lake Sample,,Havasu 1,6/6/2011,6/6/2011,,0,0,0,,,,
8710,Havasu 2,Havasu lake Sample,,Havasu 2,6/6/2011,6/6/2011,,,,,,,,
8711,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,6/6/2011,6/6/2011,,,,,,,,
8712,R1,CAP canal above Waddell Canal,cap,cap-siphon,6/6/2011,6/6/2011,,,,,,,,
8713,R4,Cap Canal at 7th St.,cap,cap @ 7th st,6/6/2011,6/6/2011,,,,,,,,
8714,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,6/6/2011,6/6/2011,,,,,,,,
8715,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,6/6/2011,6/6/2011,,,,,,,,
8716,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,6/6/2011,6/6/2011,,,,,,,,
8717,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,6/6/2011,6/6/2011,,,,,,,,
8718,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,6/6/2011,6/6/2011,,,,,,,,
8719,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,6/6/2011,6/6/2011,,,,,,,,
8720,R3,Waddell Canal,cap,waddell canal,7/11/2011,7/11/2011,,0,0,0,,,,
8721,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/11/2011,7/11/2011,,2.2,0,2.5,,,,
8722,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/11/2011,7/11/2011,,,,,,,,
8723,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/11/2011,7/11/2011,,3.4,2.4,2.6,,,,
8724,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/11/2011,7/11/2011,,3.5,2.3,2.9,,,,
8725,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/11/2011,7/11/2011,,,,,,,,
8726,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/11/2011,7/11/2011,,,,,,,,
8727,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/11/2011,7/11/2011,,,,,,,,
8728,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/11/2011,7/11/2011,,,,,,,,
8729,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/11/2011,7/11/2011,,,,,,,,
8730,R19,Val Vista WTP treated water,srp,val vista-treated,7/11/2011,7/11/2011,,,,,,,,
8731,VV west,Val Vista west,srp,val-vista west,7/11/2011,7/11/2011,,,,,,,,
8732,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/11/2011,7/11/2011,,3.3,4.5,2.5,,,,
8733,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/11/2011,7/11/2011,,2.6,3.3,0,,,,
8734,R25,verde river at beeline highway,verde,verde @ beeline,7/11/2011,7/11/2011,,,,,,,,
8735,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/11/2011,7/11/2011,,3.1,2.6,2.7,,,,
8736,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/11/2011,7/11/2011,,2.4,2.4,0,,,,
8737,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/11/2011,7/11/2011,,,,,,,,
8738,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/11/2011,7/11/2011,,0,0,0,,,,
8739,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/11/2011,7/11/2011,,2.8,2.9,0,,,,
8740,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/11/2011,7/11/2011,,2.5,0,4.8,,,,
8741,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/11/2011,7/11/2011,,2,2.4,4.1,,,,
8742,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/11/2011,7/11/2011,,4.4,2.3,6.3,,,,
8743,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/11/2011,7/11/2011,,0,0,0,,,,
8744,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/11/2011,7/11/2011,,0,0,0,,,,
8745,Glen In,Glendale WTP Inlet,srp,Glen In,7/11/2011,7/11/2011,,3.7,3.2,0,,,,
8746,Glen Out,Glendale WTP Outlet,srp,Glen Out,7/11/2011,7/11/2011,,0,0,0,,,,
8747,GR In,Greenway WTP Inlet,srp,Green In,7/11/2011,7/11/2011,,4.8,3.5,0,,,,
8748,GR Out,Greenway WTP Outlet,srp,Green Out,7/11/2011,7/11/2011,,0,0,0,,,,
8749,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,7/11/2011,7/11/2011,,3,2.2,2.3,,,,
8750,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,7/11/2011,7/11/2011,,2.3,2.4,0,,,,
8751,CH In,Chandler Inlet,,Chandler Inlet,7/11/2011,7/11/2011,,2,2.1,0,,,,
8752,CH Out,Chandler Treated,,Chandler Treated,7/11/2011,7/11/2011,,0,3.7,0,,,,
8753,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/11/2011,7/11/2011,,0,0,2.6,,,,
8754,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/11/2011,7/11/2011,,0,0,10.5,,,,
8755,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/11/2011,7/11/2011,,0,2.2,0,,,,
8756,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/11/2011,7/11/2011,,0,0,0,,,,
8757,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,7/11/2011,7/11/2011,,0,2.3,0,,,,
8758,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/11/2011,7/11/2011,,20.3,2.4,0,,,,
8759,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,7/11/2011,7/11/2011,,,,,,,,
8760,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/11/2011,7/11/2011,,3.7,0,0,,,,
8761,R9C,Saguaro Lake near dock,salt,saguaro-hypo,7/11/2011,7/11/2011,,11.3,2.1,5.9,,,,
8762,R20,Verde River at Tangle,verde,verde abv horseshoe,7/11/2011,7/11/2011,,21.1,2,0,,,,
8763,AN In,Anthem Inlet,,Anthem In,7/11/2011,7/11/2011,,0,0,0,,,,
8764,AN Out,Anthem Outlet,,Anthem Out,7/11/2011,7/11/2011,,0,0,0,,,,
8765,Havasu 1,Havasu lake Sample,,Havasu 1,7/11/2011,7/11/2011,,0,3.5,5,,,,
8766,Havasu 2,Havasu lake Sample,,Havasu 2,7/11/2011,7/11/2011,,,,,,,,
8767,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,7/11/2011,7/11/2011,,,,,,,,
8768,R1,CAP canal above Waddell Canal,cap,cap-siphon,7/11/2011,7/11/2011,,,,,,,,
8769,R4,Cap Canal at 7th St.,cap,cap @ 7th st,7/11/2011,7/11/2011,,,,,,,,
8770,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,7/11/2011,7/11/2011,,,,,,,,
8771,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,7/11/2011,7/11/2011,,,,,,,,
8772,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,7/11/2011,7/11/2011,,,,,,,,
8773,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,7/11/2011,7/11/2011,,,,,,,,
8774,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,7/11/2011,7/11/2011,,,,,,,,
8775,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,7/11/2011,7/11/2011,,,,,,,,
8776,R3,Waddell Canal,cap,waddell canal,8/2/2011,8/2/2011,,0,0,0,,,,
8777,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/2/2011,8/2/2011,,5.8,2.8,5.6,,,,
8778,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/2/2011,8/2/2011,,0,0,0,,,,
8779,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/2/2011,8/2/2011,,8.2,4.5,3,,,,
8780,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/2/2011,8/2/2011,,6.4,3.7,0,,,,
8781,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/2/2011,8/2/2011,,,,,,,,
8782,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/2/2011,8/2/2011,,,,,,,,
8783,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/2/2011,8/2/2011,,,,,,,,
8784,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/2/2011,8/2/2011,,,,,,,,
8785,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/2/2011,8/2/2011,,,,,,,,
8786,R19,Val Vista WTP treated water,srp,val vista-treated,8/2/2011,8/2/2011,,,,,,,,
8787,VV west,Val Vista west,srp,val-vista west,8/2/2011,8/2/2011,,,,,,,,
8788,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/2/2011,8/2/2011,,7.9,8.9,7.5,,,,
8789,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/2/2011,8/2/2011,,4.5,5.5,3.4,,,,
8790,R25,verde river at beeline highway,verde,verde @ beeline,8/2/2011,8/2/2011,,,,,,,,
8791,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/2/2011,8/2/2011,,9,3.7,8.3,,,,
8792,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/2/2011,8/2/2011,,5.4,4.6,5.3,,,,
8793,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/2/2011,8/2/2011,,0,0,0,,,,
8794,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/2/2011,8/2/2011,,0,0,0,,,,
8795,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/2/2011,8/2/2011,,6.5,5.6,3.5,,,,
8796,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/2/2011,8/2/2011,,3.2,0,0,,,,
8797,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/2/2011,8/2/2011,,7.1,4.2,7.4,,,,
8798,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/2/2011,8/2/2011,,4.8,3.6,5,,,,
8799,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/2/2011,8/2/2011,,0,3,0,,,,
8800,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/2/2011,8/2/2011,,0,0,0,,,,
8801,Glen In,Glendale WTP Inlet,srp,Glen In,8/2/2011,8/2/2011,,5.4,7.1,0,,,,
8802,Glen Out,Glendale WTP Outlet,srp,Glen Out,8/2/2011,8/2/2011,,0,0,0,,,,
8803,GR In,Greenway WTP Inlet,srp,Green In,8/2/2011,8/2/2011,,0,3.6,0,,,,
8804,GR Out,Greenway WTP Outlet,srp,Green Out,8/2/2011,8/2/2011,,0,2.8,0,,,,
8805,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,8/2/2011,8/2/2011,,5.3,0,2,,,,
8806,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,8/2/2011,8/2/2011,,3.7,4,0,,,,
8807,CH In,Chandler Inlet,,Chandler Inlet,8/2/2011,8/2/2011,,4.4,0,0,,,,
8808,CH Out,Chandler Treated,,Chandler Treated,8/2/2011,8/2/2011,,3,3.7,0,,,,
8809,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/2/2011,8/2/2011,,0,0,0,,,,
8810,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/2/2011,8/2/2011,,2.6,0,0,,,,
8811,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/2/2011,8/2/2011,,2.5,0,0,,,,
8812,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/2/2011,8/2/2011,,0,0,0,,,,
8813,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,8/2/2011,8/2/2011,,11.2,0,2,,,,
8814,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/2/2011,8/2/2011,,121.5,2.7,2.6,,,,
8815,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,8/2/2011,8/2/2011,,143.9,0,2.3,,,,
8816,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/2/2011,8/2/2011,,11.3,0,0,,,,
8817,R9C,Saguaro Lake near dock,salt,saguaro-hypo,8/2/2011,8/2/2011,,38.3,0,0,,,,
8818,R20,Verde River at Tangle,verde,verde abv horseshoe,8/2/2011,8/2/2011,,,,,,,,
8819,AN In,Anthem Inlet,,Anthem In,8/2/2011,8/2/2011,,0,0,0,,,,
8820,AN Out,Anthem Outlet,,Anthem Out,8/2/2011,8/2/2011,,0,0,0,,,,
8821,Havasu 1,Havasu lake Sample,,Havasu 1,8/2/2011,8/2/2011,,0,0,2.7,,,,
8822,Havasu 2,Havasu lake Sample,,Havasu 2,8/2/2011,8/2/2011,,,,,,,,
8823,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,8/2/2011,8/2/2011,,,,,,,,
8824,R1,CAP canal above Waddell Canal,cap,cap-siphon,8/2/2011,8/2/2011,,,,,,,,
8825,R4,Cap Canal at 7th St.,cap,cap @ 7th st,8/2/2011,8/2/2011,,,,,,,,
8826,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,8/2/2011,8/2/2011,,,,,,,,
8827,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,8/2/2011,8/2/2011,,,,,,,,
8828,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/2/2011,8/2/2011,,,,,,,,
8829,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,8/2/2011,8/2/2011,,,,,,,,
8830,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,8/2/2011,8/2/2011,,,,,,,,
8831,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,8/2/2011,8/2/2011,,,,,,,,
8832,R3,Waddell Canal,cap,waddell canal,8/15/2011,8/15/2011,,,,,,,,
8833,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/15/2011,8/15/2011,,,,,,,,
8834,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/15/2011,8/15/2011,,,,,,,,
8835,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/15/2011,8/15/2011,,,,,,,,
8836,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/15/2011,8/15/2011,,36.2,0,2.9,,,,
8837,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/15/2011,8/15/2011,,,,,,,,
8838,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/15/2011,8/15/2011,,,,,,,,
8839,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/15/2011,8/15/2011,,,,,,,,
8840,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/15/2011,8/15/2011,,,,,,,,
8841,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/15/2011,8/15/2011,,,,,,,,
8842,R19,Val Vista WTP treated water,srp,val vista-treated,8/15/2011,8/15/2011,,,,,,,,
8843,VV west,Val Vista west,srp,val-vista west,8/15/2011,8/15/2011,,,,,,,,
8844,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/15/2011,8/15/2011,,,,,,,,
8845,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/15/2011,8/15/2011,,,,,,,,
8846,R25,verde river at beeline highway,verde,verde @ beeline,8/15/2011,8/15/2011,,,,,,,,
8847,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/15/2011,8/15/2011,,,,,,,,
8848,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/15/2011,8/15/2011,,31.5,4,2,,,,
8849,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/15/2011,8/15/2011,,,,,,,,
8850,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/15/2011,8/15/2011,,,,,,,,
8851,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/15/2011,8/15/2011,,,,,,,,
8852,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/15/2011,8/15/2011,,,,,,,,
8853,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/15/2011,8/15/2011,,43.5,2.1,3.2,,,,
8854,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/15/2011,8/15/2011,,40.3,0,7.9,,,,
8855,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/15/2011,8/15/2011,,,,,,,,
8856,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/15/2011,8/15/2011,,,,,,,,
8857,Glen In,Glendale WTP Inlet,srp,Glen In,8/15/2011,8/15/2011,,,,,,,,
8858,Glen Out,Glendale WTP Outlet,srp,Glen Out,8/15/2011,8/15/2011,,,,,,,,
8859,GR In,Greenway WTP Inlet,srp,Green In,8/15/2011,8/15/2011,,,,,,,,
8860,GR Out,Greenway WTP Outlet,srp,Green Out,8/15/2011,8/15/2011,,,,,,,,
8861,HOC,Head of the Consolidated Canal,srp,Head of the Consolidated Canal,8/15/2011,8/15/2011,,40.4,0,1.5,,,,
8862,MOC,Middle of the Consolidated Canal,srp,Middle of the Consolidated Canal,8/15/2011,8/15/2011,,,,,,,,
8863,CH In,Chandler Inlet,,Chandler Inlet,8/15/2011,8/15/2011,,8,0,6.5,,,,
8864,CH Out,Chandler Treated,,Chandler Treated,8/15/2011,8/15/2011,,,,,,,,
8865,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/15/2011,8/15/2011,,,,,,,,
8866,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/15/2011,8/15/2011,,,,,,,,
8867,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/15/2011,8/15/2011,,,,,,,,
8868,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/15/2011,8/15/2011,,,,,,,,
8869,R6C,Bartlett Reservoir near dock,verde,bartlett-hypo,8/15/2011,8/15/2011,,,,,,,,
8870,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/15/2011,8/15/2011,,,,,,,,
8871,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,8/15/2011,8/15/2011,,,,,,,,
8872,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/15/2011,8/15/2011,,,,,,,,
8873,R9C,Saguaro Lake near dock,salt,saguaro-hypo,8/15/2011,8/15/2011,,,,,,,,
8874,R20,Verde River at Tangle,verde,verde abv horseshoe,8/15/2011,8/15/2011,,,,,,,,
8875,AN In,Anthem Inlet,,Anthem In,8/15/2011,8/15/2011,,,,,,,,
8876,AN Out,Anthem Outlet,,Anthem Out,8/15/2011,8/15/2011,,,,,,,,
8877,Havasu 1,Havasu lake Sample,,Havasu 1,8/15/2011,8/15/2011,,,,,,,,
8878,Havasu 2,Havasu lake Sample,,Havasu 2,8/15/2011,8/15/2011,,,,,,,,
8879,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,8/15/2011,8/15/2011,,,,,,,,
8880,R1,CAP canal above Waddell Canal,cap,cap-siphon,8/15/2011,8/15/2011,,,,,,,,
8881,R4,Cap Canal at 7th St.,cap,cap @ 7th st,8/15/2011,8/15/2011,,,,,,,,
8882,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,8/15/2011,8/15/2011,,,,,,,,
8883,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,8/15/2011,8/15/2011,,,,,,,,
8884,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/15/2011,8/15/2011,,,,,,,,
