ID,site number,site location,cluster name,site acronym,date,month,sample type,Tot N (mg/L (0<mdl)),Diss N (mg/L (0<mdl)),Tot P (ug/L (0<mdl)),Diss P (ug/L (0<mdl)),nitrate_nitrogen,ammonium_nitrogen,dissolved_organic_nitrogen,nutrient comments
1.0436000000000000e+04,"GR IN","Greenway WTP Inlet","srp","Green In","04/02/18 00:00:00","04/02/18 00:00:00",,,3.5780000000000001e+01,,,,,,
1.0437000000000000e+04,"GR OUT","Greenway WTP Outlet","srp","Green Out","04/02/18 00:00:00","04/02/18 00:00:00",,,2.0079999999999998e+01,,,,,,
1.0438000000000000e+04,"GL IN","Glendale WTP Inlet",,"Glen In","04/02/18 00:00:00","04/02/18 00:00:00",,,7.4279999999999999e+00,,,,,,
1.0439000000000000e+04,"GL OUT","Glendale WTP Outlet",,"Glen Out","04/02/18 00:00:00","04/02/18 00:00:00",,,-4.5929999999999999e-01,,,,,,
1.0440000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","04/02/18 00:00:00","04/02/18 00:00:00",,,6.6710000000000003e+00,,,,,,
1.0441000000000000e+04,"AN OUT","Anthem WTP outlet",,"anthem","04/02/18 00:00:00","04/02/18 00:00:00",,,,,,,,,
1.0442000000000000e+04,"R14","24th St. WTP Inlet","srp","24th In","04/02/18 00:00:00","04/02/18 00:00:00",,,4.4740000000000002e-01,,,,,,
1.0443000000000000e+04,"R15","24th St. WTP Outlet","srp","24th Out","04/02/18 00:00:00","04/02/18 00:00:00",,,-5.2759999999999996e-01,,,,,,
1.0444000000000000e+04,"CH IN","Chandler WTP inlet",,"chandler","04/02/18 00:00:00","04/02/18 00:00:00",,,4.0799999999999997e+01,,,,,,
1.0445000000000000e+04,"CH OUT","Chandler WTP outlet",,"chandler","04/02/18 00:00:00","04/02/18 00:00:00",,,1.2199999999999999e+01,,,,,,
1.0446000000000000e+04,"R3","Waddell Canal","cap","waddell canal","04/02/18 00:00:00","04/02/18 00:00:00",,,4.8559999999999999e+00,,,,,,
1.0447000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","04/02/18 00:00:00","04/02/18 00:00:00",,,6.6710000000000003e+00,,,,,,
1.0448000000000000e+04,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","04/02/18 00:00:00","04/02/18 00:00:00",,,4.9269999999999996e+00,,,,,,
1.0449000000000000e+04,"SGPS","Salt Gila",,"Salt Gila","04/02/18 00:00:00","04/02/18 00:00:00",,,4.6120000000000000e-01,,,,,,
1.0450000000000000e+04,"MTO","Mesa Turnout",,"Mesa Turnout","04/02/18 00:00:00","04/02/18 00:00:00",,,4.7630000000000000e-01,,,,,,
1.0451000000000000e+04,"R11","CAP Canal at Cross-connect","cap","cap @ x con","04/02/18 00:00:00","04/02/18 00:00:00",,,,,,,,,
1.0452000000000000e+04,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/02/18 00:00:00","04/02/18 00:00:00",,,2.3690000000000002e+00,,,,,,
1.0453000000000000e+04,"R25","verde river at beeline highway","verde","verde @ beeline","04/02/18 00:00:00","04/02/18 00:00:00",,,1.1160000000000001e+00,,,,,,
1.0454000000000000e+04,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","04/02/18 00:00:00","04/02/18 00:00:00",,,9.5369999999999999e-01,,,,,,
1.0455000000000000e+04,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","04/02/18 00:00:00","04/02/18 00:00:00",,,1.3670000000000000e+00,,,,,,
1.0456000000000000e+04,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","04/02/18 00:00:00","04/02/18 00:00:00",,,8.0059999999999998e-01,,,,,,
1.0457000000000000e+04,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","04/02/18 00:00:00","04/02/18 00:00:00",,,5.1639999999999997e-01,,,,,,
1.0458000000000000e+04,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","04/02/18 00:00:00","04/02/18 00:00:00",,,1.3190000000000000e+00,,,,,,
1.0459000000000000e+04,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","04/02/18 00:00:00","04/02/18 00:00:00",,,1.4680000000000000e+00,,,,,,
1.0460000000000000e+04,"GL IN","Glendale WTP Inlet",,"Glen In","04/02/18 00:00:00","04/02/18 00:00:00",,,7.4279999999999999e+00,,,,,,
1.0461000000000000e+04,"GR IN","Greenway WTP Inlet","srp","Green In","04/02/18 00:00:00","04/02/18 00:00:00",,,3.5780000000000001e+01,,,,,,
1.0462000000000000e+04,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","04/02/18 00:00:00","04/02/18 00:00:00",,,1.9150000000000000e+00,,,,,,
1.0463000000000000e+04,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","04/02/18 00:00:00","04/02/18 00:00:00",,,1.5690000000000000e+01,,,,,,
1.0464000000000000e+04,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","04/02/18 00:00:00","04/02/18 00:00:00",,,1.7070000000000000e+01,,,,,,
1.0465000000000000e+04,"HOC","Head of the Consolidated Canal","az canal",,"04/02/18 00:00:00","04/02/18 00:00:00",,,1.6350000000000001e+01,,,,,,
1.0466000000000000e+04,"MOC","Middle of the Consolidated canal","az canal","Mesa Turnout","04/02/18 00:00:00","04/02/18 00:00:00",,,1.4900000000000000e+01,,,,,,
1.0467000000000000e+04,"CH IN","Chandler WTP inlet",,"chandler","04/02/18 00:00:00","04/02/18 00:00:00",,,4.0799999999999997e+01,,,,,,
1.0468000000000000e+04,"HAV","Havasu lake Sample",,"Havasu  ","05/07/18 00:00:00","05/07/18 00:00:00",,,5.1180000000000003e-01,,,,,,
1.0469000000000000e+04,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","05/07/18 00:00:00","05/07/18 00:00:00",,,4.1899999999999998e-01,,,,,,
1.0470000000000000e+04,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","05/07/18 00:00:00","05/07/18 00:00:00",,,2.8670000000000001e-01,,,,,,
1.0471000000000000e+04,"R20","Verde River at Tangle","verde","verde abv horseshoe","05/07/18 00:00:00","05/07/18 00:00:00",,,1.8700000000000000e-01,,,,,,
1.0472000000000000e+04,"R25","verde river at beeline highway","verde","verde @ beeline","05/07/18 00:00:00","05/07/18 00:00:00",,,3.4460000000000002e-01,,,,,,
1.0473000000000000e+04,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","05/07/18 00:00:00","05/07/18 00:00:00",,,6.1029999999999995e-01,,,,,,
1.0474000000000000e+04,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","05/07/18 00:00:00","05/07/18 00:00:00",,,7.2019999999999995e-01,,,,,,
1.0475000000000000e+04,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","05/07/18 00:00:00","05/07/18 00:00:00",,,9.1059999999999997e-01,,,,,,
1.0476000000000000e+04,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","05/07/18 00:00:00","05/07/18 00:00:00",,,6.9979999999999998e-01,,,,,,
1.0477000000000000e+04,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/07/18 00:00:00","05/07/18 00:00:00",,,9.3320000000000003e-01,,,,,,
1.0478000000000000e+04,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/07/18 00:00:00","05/07/18 00:00:00",,,2.5840000000000002e-01,,,,,,
1.0479000000000000e+04,"SRNR","Salt River Near Roosevelt Inlet","salt","SRNR","05/07/18 00:00:00","05/07/18 00:00:00",,,1.3980000000000001e-01,,,,,,
1.0480000000000000e+04,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","05/07/18 00:00:00","05/07/18 00:00:00",,,4.5419999999999999e-01,,,,,,
1.0481000000000000e+04,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","05/07/18 00:00:00","05/07/18 00:00:00",,,3.9219999999999999e-01,,,,,,
1.0482000000000000e+04,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/07/18 00:00:00","05/07/18 00:00:00",,,5.2310000000000001e-01,,,,,,
1.0483000000000000e+04,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","05/07/18 00:00:00","05/07/18 00:00:00",,,3.0769999999999997e-01,,,,,,
1.0484000000000000e+04,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/07/18 00:00:00","05/07/18 00:00:00",,,2.1160000000000001e+00,,,,,,
1.0485000000000000e+04,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","05/07/18 00:00:00","05/07/18 00:00:00",,,2.0770000000000000e+00,,,,,,
1.0486000000000000e+04,"GR IN","Greenway WTP Inlet","srp","Green In","05/07/18 00:00:00","05/07/18 00:00:00",,,2.7500000000000002e-01,,,,,,
1.0487000000000000e+04,"GR OUT","Greenway WTP Outlet","srp","Green Out","05/07/18 00:00:00","05/07/18 00:00:00",,,1.8550000000000000e-01,,,,,,
1.0488000000000000e+04,"GL IN","Glendale WTP Inlet",,"Glen In","05/07/18 00:00:00","05/07/18 00:00:00",,,2.9690000000000000e-01,,,,,,
1.0489000000000000e+04,"GL OUT","Glendale WTP Outlet",,"Glen Out","05/07/18 00:00:00","05/07/18 00:00:00",,,3.4279999999999999e-01,,,,,,
1.0490000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","05/07/18 00:00:00","05/07/18 00:00:00",,,4.3869999999999998e-01,,,,,,
1.0491000000000000e+04,"AN OUT","Anthem WTP outlet",,"anthem","05/07/18 00:00:00","05/07/18 00:00:00",,,4.5290000000000002e-01,,,,,,
1.0492000000000000e+04,"R14","24th St. WTP Inlet","srp","24th In","05/07/18 00:00:00","05/07/18 00:00:00",,,2.2439999999999999e-01,,,,,,
1.0493000000000000e+04,"R15","24th St. WTP Outlet","srp","24th Out","05/07/18 00:00:00","05/07/18 00:00:00",,,1.6960000000000000e-01,,,,,,
1.0494000000000000e+04,"CH IN","Chandler WTP inlet",,"chandler","05/07/18 00:00:00","05/07/18 00:00:00",,,2.7679999999999998e+00,,,,,,
1.0495000000000000e+04,"CH OUT","Chandler WTP outlet",,"chandler","05/07/18 00:00:00","05/07/18 00:00:00",,,1.6730000000000000e+00,,,,,,
1.0496000000000000e+04,"R3","Waddell Canal","cap","waddell canal","05/07/18 00:00:00","05/07/18 00:00:00",,,4.2559999999999998e-01,,,,,,
1.0497000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","05/07/18 00:00:00","05/07/18 00:00:00",,,4.3869999999999998e-01,,,,,,
1.0498000000000000e+04,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","05/07/18 00:00:00","05/07/18 00:00:00",,,4.5419999999999999e-01,,,,,,
1.0499000000000000e+04,"SGPS","Salt Gila",,"Salt Gila","05/07/18 00:00:00","05/07/18 00:00:00",,,,,,,,,
1.0500000000000000e+04,"MTO","Mesa Turnout",,"Mesa Turnout","05/07/18 00:00:00","05/07/18 00:00:00",,,,,,,,,
1.0501000000000000e+04,"R11","CAP Canal at Cross-connect","cap","cap @ x con","05/07/18 00:00:00","05/07/18 00:00:00",,,4.2490000000000000e-01,,,,,,
1.0502000000000000e+04,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/07/18 00:00:00","05/07/18 00:00:00",,,2.5840000000000002e-01,,,,,,
1.0503000000000000e+04,"R25","verde river at beeline highway","verde","verde @ beeline","05/07/18 00:00:00","05/07/18 00:00:00",,,3.4460000000000002e-01,,,,,,
1.0504000000000000e+04,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","05/07/18 00:00:00","05/07/18 00:00:00",,,4.6060000000000001e-01,,,,,,
1.0505000000000000e+04,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","05/07/18 00:00:00","05/07/18 00:00:00",,,3.0049999999999999e-01,,,,,,
1.0506000000000000e+04,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","05/07/18 00:00:00","05/07/18 00:00:00",,,2.2969999999999999e-01,,,,,,
1.0507000000000000e+04,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","05/07/18 00:00:00","05/07/18 00:00:00",,,5.7230000000000003e-01,,,,,,
1.0508000000000000e+04,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","05/07/18 00:00:00","05/07/18 00:00:00",,,3.4229999999999999e-01,,,,,,
1.0509000000000000e+04,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","05/07/18 00:00:00","05/07/18 00:00:00",,,2.5860000000000000e-01,,,,,,
1.0510000000000000e+04,"GL IN","Glendale WTP Inlet",,"Glen In","05/07/18 00:00:00","05/07/18 00:00:00",,,2.9690000000000000e-01,,,,,,
1.0511000000000000e+04,"GR IN","Greenway WTP Inlet","srp","Green In","05/07/18 00:00:00","05/07/18 00:00:00",,,2.7500000000000002e-01,,,,,,
1.0512000000000000e+04,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","05/07/18 00:00:00","05/07/18 00:00:00",,,2.6150000000000001e-01,,,,,,
1.0513000000000000e+04,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","05/07/18 00:00:00","05/07/18 00:00:00",,,1.3770000000000000e+00,,,,,,
1.0514000000000000e+04,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/07/18 00:00:00","05/07/18 00:00:00",,,2.1160000000000001e+00,,,,,,
1.0515000000000000e+04,"HOC","Head of the Consolidated Canal","az canal",,"05/07/18 00:00:00","05/07/18 00:00:00",,,1.4580000000000000e+00,,,,,,
1.0516000000000000e+04,"MOC","Middle of the Consolidated canal","az canal","Mesa Turnout","05/07/18 00:00:00","05/07/18 00:00:00",,,2.6490000000000000e+00,,,,,,
1.0517000000000000e+04,"CH IN","Chandler WTP inlet",,"chandler","05/07/18 00:00:00","05/07/18 00:00:00",,,2.7679999999999998e+00,,,,,,
1.0518000000000000e+04,"HAV","Havasu lake Sample",,"Havasu  ","06/04/18 00:00:00","06/04/18 00:00:00",,,4.5290000000000002e-01,,,,,,
1.0519000000000000e+04,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","06/04/18 00:00:00","06/04/18 00:00:00",,,3.9500000000000002e-01,,,,,,
1.0520000000000000e+04,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","06/04/18 00:00:00","06/04/18 00:00:00",,,2.6110000000000000e-01,,,,,,
1.0521000000000000e+04,"R20","Verde River at Tangle","verde","verde abv horseshoe","06/04/18 00:00:00","06/04/18 00:00:00",,,,,,,,,
1.0522000000000000e+04,"R25","verde river at beeline highway","verde","verde @ beeline","06/04/18 00:00:00","06/04/18 00:00:00",,,3.9639999999999997e-01,,,,,,
1.0523000000000000e+04,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","06/04/18 00:00:00","06/04/18 00:00:00",,,,,,,,,
1.0524000000000000e+04,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","06/04/18 00:00:00","06/04/18 00:00:00",,,,,,,,,
1.0525000000000000e+04,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","06/04/18 00:00:00","06/04/18 00:00:00",,,,,,,,,
1.0526000000000000e+04,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","06/04/18 00:00:00","06/04/18 00:00:00",,,,,,,,,
1.0527000000000000e+04,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","06/04/18 00:00:00","06/04/18 00:00:00",,,,,,,,,
1.0528000000000000e+04,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","06/04/18 00:00:00","06/04/18 00:00:00",,,5.3249999999999997e-01,,,,,,
1.0529000000000000e+04,"SRNR","Salt River Near Roosevelt Inlet","salt","SRNR","06/04/18 00:00:00","06/04/18 00:00:00",,,,,,,,,
1.0530000000000000e+04,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","06/04/18 00:00:00","06/04/18 00:00:00",,,5.3830000000000000e-01,,,,,,
1.0531000000000000e+04,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","06/04/18 00:00:00","06/04/18 00:00:00",,,3.6009999999999998e-01,,,,,,
1.0532000000000000e+04,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","06/04/18 00:00:00","06/04/18 00:00:00",,,4.1749999999999998e-01,,,,,,
1.0533000000000000e+04,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","06/04/18 00:00:00","06/04/18 00:00:00",,,3.4020000000000000e-01,,,,,,
1.0534000000000000e+04,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/04/18 00:00:00","06/04/18 00:00:00",,,9.7489999999999999e-01,,,,,,
1.0535000000000000e+04,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","06/04/18 00:00:00","06/04/18 00:00:00",,,8.9170000000000005e-01,,,,,,
1.0536000000000000e+04,"GR IN","Greenway WTP Inlet","srp","Green In","06/04/18 00:00:00","06/04/18 00:00:00",,,3.7559999999999999e-01,,,,,,
1.0537000000000000e+04,"GR OUT","Greenway WTP Outlet","srp","Green Out","06/04/18 00:00:00","06/04/18 00:00:00",,,5.0910000000000000e-01,,,,,,
1.0538000000000000e+04,"GL IN","Glendale WTP Inlet",,"Glen In","06/04/18 00:00:00","06/04/18 00:00:00",,,6.1419999999999997e-01,,,,,,
1.0539000000000000e+04,"GL OUT","Glendale WTP Outlet",,"Glen Out","06/04/18 00:00:00","06/04/18 00:00:00",,,1.0449999999999999e+00,,,,,,
1.0540000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","06/04/18 00:00:00","06/04/18 00:00:00",,,4.0210000000000001e-01,,,,,,
1.0541000000000000e+04,"AN OUT","Anthem WTP outlet",,"anthem","06/04/18 00:00:00","06/04/18 00:00:00",,,3.7359999999999999e-01,,,,,,
1.0542000000000000e+04,"R14","24th St. WTP Inlet","srp","24th In","06/04/18 00:00:00","06/04/18 00:00:00",,,3.5020000000000001e-01,,,,,,
1.0543000000000000e+04,"R15","24th St. WTP Outlet","srp","24th Out","06/04/18 00:00:00","06/04/18 00:00:00",,,3.1150000000000000e-01,,,,,,
1.0544000000000000e+04,"CH IN","Chandler WTP inlet",,"chandler","06/04/18 00:00:00","06/04/18 00:00:00",,,5.5930000000000002e-01,,,,,,
1.0545000000000000e+04,"CH OUT","Chandler WTP outlet",,"chandler","06/04/18 00:00:00","06/04/18 00:00:00",,,6.2800000000000000e-01,,,,,,
1.0546000000000000e+04,"R3","Waddell Canal","cap","waddell canal","06/04/18 00:00:00","06/04/18 00:00:00",,,4.5350000000000001e-01,,,,,,
1.0547000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","06/04/18 00:00:00","06/04/18 00:00:00",,,4.0210000000000001e-01,,,,,,
1.0548000000000000e+04,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","06/04/18 00:00:00","06/04/18 00:00:00",,,5.3830000000000000e-01,,,,,,
1.0549000000000000e+04,"SGPS","Salt Gila",,"Salt Gila","06/04/18 00:00:00","06/04/18 00:00:00",,,4.7470000000000001e-01,,,,,,
1.0550000000000000e+04,"MTO","Mesa Turnout",,"Mesa Turnout","06/04/18 00:00:00","06/04/18 00:00:00",,,4.9130000000000001e-01,,,,,,
1.0551000000000000e+04,"R11","CAP Canal at Cross-connect","cap","cap @ x con","06/04/18 00:00:00","06/04/18 00:00:00",,,4.0910000000000002e-01,,,,,,
1.0552000000000000e+04,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","06/04/18 00:00:00","06/04/18 00:00:00",,,5.3249999999999997e-01,,,,,,
1.0553000000000000e+04,"R25","verde river at beeline highway","verde","verde @ beeline","06/04/18 00:00:00","06/04/18 00:00:00",,,3.9639999999999997e-01,,,,,,
1.0554000000000000e+04,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","06/04/18 00:00:00","06/04/18 00:00:00",,,3.9369999999999999e-01,,,,,,
1.0555000000000000e+04,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","06/04/18 00:00:00","06/04/18 00:00:00",,,4.3359999999999999e-01,,,,,,
1.0556000000000000e+04,"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","06/04/18 00:00:00","06/04/18 00:00:00",,,4.3240000000000001e-01,,,,,,
1.0557000000000000e+04,"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","06/04/18 00:00:00","06/04/18 00:00:00",,,3.4439999999999998e-01,,,,,,
1.0558000000000000e+04,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","06/04/18 00:00:00","06/04/18 00:00:00",,,4.0489999999999998e-01,,,,,,
1.0559000000000000e+04,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","06/04/18 00:00:00","06/04/18 00:00:00",,,3.7590000000000001e-01,,,,,,
1.0560000000000000e+04,"GL IN","Glendale WTP Inlet",,"Glen In","06/04/18 00:00:00","06/04/18 00:00:00",,,6.1419999999999997e-01,,,,,,
1.0561000000000000e+04,"GR IN","Greenway WTP Inlet","srp","Green In","06/04/18 00:00:00","06/04/18 00:00:00",,,3.7559999999999999e-01,,,,,,
1.0562000000000000e+04,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","06/04/18 00:00:00","06/04/18 00:00:00",,,3.9510000000000001e-01,,,,,,
1.0563000000000000e+04,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","06/04/18 00:00:00","06/04/18 00:00:00",,,7.0750000000000002e-01,,,,,,
1.0564000000000000e+04,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","06/04/18 00:00:00","06/04/18 00:00:00",,,9.7489999999999999e-01,,,,,,
1.0565000000000000e+04,"HOC","Head of the Consolidated Canal","az canal",,"06/04/18 00:00:00","06/04/18 00:00:00",,,6.9420000000000004e-01,,,,,,
1.0566000000000000e+04,"MOC","Middle of the Consolidated canal","az canal","Mesa Turnout","06/04/18 00:00:00","06/04/18 00:00:00",,,9.5770000000000000e-01,,,,,,
1.0567000000000000e+04,"CH IN","Chandler WTP inlet",,"chandler","06/04/18 00:00:00","06/04/18 00:00:00",,,5.5930000000000002e-01,,,,,,
1.0568000000000000e+04,"HAV","Havasu lake Sample",,"Havasu  ","07/10/18 00:00:00","07/10/18 00:00:00",,,,,,,,,
1.0569000000000000e+04,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/10/18 00:00:00","07/10/18 00:00:00",,,4.1530000000000000e-01,,,,,,
1.0570000000000000e+04,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/10/18 00:00:00","07/10/18 00:00:00",,,2.3970000000000000e-01,,,,,,
1.0571000000000000e+04,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/10/18 00:00:00","07/10/18 00:00:00",,,,,,,,,
1.0572000000000000e+04,"R25","verde river at beeline highway","verde","verde @ beeline","07/10/18 00:00:00","07/10/18 00:00:00",,,3.1209999999999999e-01,,,,,,
1.0573000000000000e+04,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/10/18 00:00:00","07/10/18 00:00:00",,,,,,,,,
1.0574000000000000e+04,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/10/18 00:00:00","07/10/18 00:00:00",,,,,,,,,
1.0575000000000000e+04,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/10/18 00:00:00","07/10/18 00:00:00",,,,,,,,,
1.0022000000000000e+04,"R25","verde river at beeline highway","verde","verde @ beeline","08/07/17 00:00:00","08/07/17 00:00:00",,,3.5589999999999999e-01,,,,,,
1.0023000000000000e+04,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/07/17 00:00:00","08/07/17 00:00:00",,,4.8299999999999998e-01,,,,,,
1.0024000000000000e+04,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/07/17 00:00:00","08/07/17 00:00:00",,,6.3090000000000002e-01,,,,,,
1.0025000000000000e+04,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/07/17 00:00:00","08/07/17 00:00:00",,,4.0370000000000000e-01,,,,,,
1.0026000000000000e+04,"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","08/07/17 00:00:00","08/07/17 00:00:00",,,5.5889999999999995e-01,,,,,,
1.0027000000000000e+04,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/07/17 00:00:00","08/07/17 00:00:00",,,6.6269999999999996e-01,,,,,,
1.0028000000000000e+04,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/07/17 00:00:00","08/07/17 00:00:00",,,3.5770000000000002e-01,,,,,,
1.0029000000000000e+04,"SRNR","Salt River Near Roosevelt Inlet","salt","SRNR","08/07/17 00:00:00","08/07/17 00:00:00",,,,,,,,,
1.0030000000000000e+04,"UH IN","Union Hills Inlet","cap","Union Hills Inlet","08/07/17 00:00:00","08/07/17 00:00:00",,,3.5849999999999999e-01,,,,,,
1.0031000000000000e+04,"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","08/07/17 00:00:00","08/07/17 00:00:00",,,2.9790000000000000e-01,,,,,,
1.0032000000000000e+04,"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/07/17 00:00:00","08/07/17 00:00:00",,,3.2979999999999998e-01,,,,,,
1.0033000000000000e+04,"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","08/07/17 00:00:00","08/07/17 00:00:00",,,6.2580000000000002e-01,,,,,,
1.0034000000000000e+04,"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/07/17 00:00:00","08/07/17 00:00:00",,,4.8740000000000000e-01,,,,,,
1.0035000000000000e+04,"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","08/07/17 00:00:00","08/07/17 00:00:00",,,5.6520000000000004e-01,,,,,,
1.0036000000000000e+04,"GR IN","Greenway WTP Inlet","srp","Green In","08/07/17 00:00:00","08/07/17 00:00:00",,,7.8139999999999998e-01,,,,,,
1.0037000000000000e+04,"GR OUT","Greenway WTP Outlet","srp","Green Out","08/07/17 00:00:00","08/07/17 00:00:00",,,7.4070000000000003e-01,,,,,,
1.0038000000000000e+04,"GL IN","Glendale WTP Inlet",,"Glen In","08/07/17 00:00:00","08/07/17 00:00:00",,,3.7830000000000003e-01,,,,,,
1.0039000000000000e+04,"GL OUT","Glendale WTP Outlet",,"Glen Out","08/07/17 00:00:00","08/07/17 00:00:00",,,3.1280000000000002e-01,,,,,,
1.0040000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","08/07/17 00:00:00","08/07/17 00:00:00",,,3.8969999999999999e-01,,,,,,
1.0041000000000000e+04,"AN OUT","Anthem WTP outlet",,"anthem","08/07/17 00:00:00","08/07/17 00:00:00",,,4.0220000000000000e-01,,,,,,
1.0042000000000000e+04,"R14","24th St. WTP Inlet","srp","24th In","08/07/17 00:00:00","08/07/17 00:00:00",,,3.4620000000000001e-01,,,,,,
1.0043000000000000e+04,"R15","24th St. WTP Outlet","srp","24th Out","08/07/17 00:00:00","08/07/17 00:00:00",,,2.8110000000000002e-01,,,,,,
1.0044000000000000e+04,"CH IN","Chandler WTP inlet",,"chandler","08/07/17 00:00:00","08/07/17 00:00:00",,,4.6260000000000001e-01,,,,,,
1.0045000000000000e+04,"CH OUT","Chandler WTP outlet",,"chandler","08/07/17 00:00:00","08/07/17 00:00:00",,,1.9739999999999999e-01,,,,,,
1.0046000000000000e+04,"R3","Waddell Canal","cap","waddell canal","08/07/17 00:00:00","08/07/17 00:00:00",,,3.6430000000000001e-01,,,,,,
1.0047000000000000e+04,"AN IN","Anthem WTP inlet",,"anthem","08/07/17 00:00:00","08/07/17 00:00:00",,,3.8969999999999999e-01,,,,,,
