ID,site number,site location,cluster name,site acronym,date,month,depth (m),T (C),DO (mg/l),pH,"Secchi Disk, m",samples collected,sample type,comments
5206,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/17/2004,8/17/2004,0,26,,8.4,,,,
5207,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/17/2004,8/17/2004,0,24.1,,8.4,,,,
5208,R25,verde river at beeline highway,verde,verde @ beeline,8/17/2004,8/17/2004,0,,,,,,,
5209,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/17/2004,8/17/2004,0,23.4,,8.4,,,,
5210,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/17/2004,8/17/2004,0,25.8,,8.6,,,,
5211,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/17/2004,8/17/2004,0,,,,,,,
5212,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/17/2004,8/17/2004,0,,,,,,,
5213,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/17/2004,8/17/2004,0,23.7,,7.9,,,,
5214,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/17/2004,8/17/2004,0,,,,,,,
5215,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/17/2004,8/17/2004,0,21.9,,8.2,,,,
5216,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/17/2004,8/17/2004,0,22.3,,7.6,,,,
5217,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/17/2004,8/17/2004,0,,,,,,,
5218,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/17/2004,8/17/2004,0,,,,,,,
5219,Green In,Greenway WTP Inlet,srp,Green In,8/17/2004,8/17/2004,0,,,,,,,
5220,Green Out,Greenway WTP Outlet,srp,Green Out,8/17/2004,8/17/2004,0,,,,,,,
5221,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,8/17/2004,8/17/2004,0,,,,,,,
5222,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,8/17/2004,8/17/2004,4.6,,,,,,,
5223,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,8/17/2004,8/17/2004,9.1,,,,,,,
5224,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,8/17/2004,8/17/2004,13.7,,,,,,,
5225,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,8/17/2004,8/17/2004,18.3,,,,,,,
5226,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,8/17/2004,8/17/2004,22.9,,,,,,,
5227,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,8/17/2004,8/17/2004,27.4,,,,,,,
5228,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,8/17/2004,8/17/2004,32,,,,,,,
5229,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,8/17/2004,8/17/2004,36.6,,,,,,,
5230,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,8/17/2004,8/17/2004,41.1,,,,,,,
5231,R2-50,Lake Pleasant integrated sample,cap,pleasant-50m,8/17/2004,8/17/2004,45.7,,,,,,,
5232,R2-55,Lake Pleasant integrated sample,cap,pleasant-55m,8/17/2004,8/17/2004,50.3,,,,,,,
5233,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,8/17/2004,8/17/2004,0,27.9,6.9,,1.83,,,
5234,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,8/17/2004,8/17/2004,4.6,27.9,7,,,,,
5235,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,8/17/2004,8/17/2004,9.1,27.6,6.1,,,,,
5236,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,8/17/2004,8/17/2004,13.7,24.2,1.3,,,,,
5237,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,8/17/2004,8/17/2004,18.3,20.8,1.2,,,,,
5238,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,8/17/2004,8/17/2004,22.9,18.7,1.3,,,,,
5239,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,8/17/2004,8/17/2004,27.4,17.5,1.2,,,,,
5240,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,8/17/2004,8/17/2004,32,15.7,1.3,,,,,
5241,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,8/17/2004,8/17/2004,36.6,14.5,1.3,,,,,
5242,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,8/17/2004,8/17/2004,41.1,13.8,1.3,,,,,
5243,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,8/17/2004,8/17/2004,45.7,,,,,,,
5244,R6-55,Bartlett Reservoir near outlet,verde,bartlett-55m,8/17/2004,8/17/2004,50.3,,,,,,,
5245,R9A,Saguaro Lake near inlet,salt,saguaro-0m,8/17/2004,8/17/2004,0,28.1,8.1,,4.27,,,
5246,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,8/17/2004,8/17/2004,4.6,26.9,5.1,,,,,
5247,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,8/17/2004,8/17/2004,9.1,24.5,1.2,,,,,
5248,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,8/17/2004,8/17/2004,13.7,23.9,1,,,,,
5249,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,8/17/2004,8/17/2004,18.3,23.4,1,,,,,
5250,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,8/17/2004,8/17/2004,22.9,23.3,0.9,,,,,
5251,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,8/17/2004,8/17/2004,27.4,23.1,0.9,,,,,
5252,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,8/17/2004,8/17/2004,32,,,,,,,
5253,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,8/17/2004,8/17/2004,36.6,,,,,,,
5254,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,8/17/2004,8/17/2004,41.1,,,,,,,
5255,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,8/17/2004,8/17/2004,45.7,,,,,,,
5256,R9-55,Saguaro Lake near inlet,salt,saguaro-55m,8/17/2004,8/17/2004,50.3,,,,,,,
5257,R20,Verde River at Tangle,verde,verde abv horseshoe,8/17/2004,8/17/2004,0,,,,,,,
5258,Havasu 1,Havasu lake Sample,,Havasu 1,8/17/2004,8/17/2004,0,,,,,,,
5259,Havasu 2,Havasu lake Sample,,Havasu 2,8/17/2004,8/17/2004,0,,,,,,,
5260,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,8/17/2004,8/17/2004,0,,,,,,,
5261,R1,CAP canal above Waddell Canal,cap,cap-siphon,8/17/2004,8/17/2004,0,,,,,,,
5262,R4,Cap Canal at 7th St.,cap,cap @ 7th st,8/17/2004,8/17/2004,0,,,,,,,
5263,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,8/17/2004,8/17/2004,0,,,,,,,
5264,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,8/17/2004,8/17/2004,0,,,,,,,
5265,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/17/2004,8/17/2004,0,,,,,,,
5266,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,8/17/2004,8/17/2004,0,,,,,,,
5267,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,8/17/2004,8/17/2004,0,,,,,,,
5268,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,8/17/2004,8/17/2004,0,,,,,,,
5269,R3,Waddell Canal,cap,waddell canal,8/31/2004,8/31/2004,0,17.4,,7.9,,,,
5270,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/31/2004,8/31/2004,0,23.8,,7.7,,,,
5271,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/31/2004,8/31/2004,0,21.5,,8,,,,
5272,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/31/2004,8/31/2004,0,20.8,,7.9,,,,
5273,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/31/2004,8/31/2004,0,,,,,,,
5274,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/31/2004,8/31/2004,0,23,,8.3,,,,
5275,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/31/2004,8/31/2004,0,,,,,,,
5276,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/31/2004,8/31/2004,0,25.3,,7.5,,,,
5277,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/31/2004,8/31/2004,0,,,,,,,
5278,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/31/2004,8/31/2004,0,21.7,,8,,,,
5279,R19,Val Vista WTP treated water,srp,val vista-treated,8/31/2004,8/31/2004,0,,,,,,,
5280,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/31/2004,8/31/2004,0,24.4,,8.4,,,,
5281,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/31/2004,8/31/2004,0,22.7,,8.1,,,,
5282,R25,verde river at beeline highway,verde,verde @ beeline,8/31/2004,8/31/2004,0,,,,,,,
5283,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/31/2004,8/31/2004,0,21.9,,8.3,,,,
5284,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/31/2004,8/31/2004,0,23.1,,8.2,,,,
5285,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/31/2004,8/31/2004,0,,,,,,,
5286,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/31/2004,8/31/2004,0,,,,,,,
5287,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/31/2004,8/31/2004,0,23.5,,8.2,,,,
5288,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/31/2004,8/31/2004,0,,,,,,,
5289,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/31/2004,8/31/2004,0,20.8,,8,,,,
5290,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/31/2004,8/31/2004,0,22.8,,8,,,,
5291,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/31/2004,8/31/2004,0,,,,,,,
5292,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/31/2004,8/31/2004,0,,,,,,,
5293,Green In,Greenway WTP Inlet,srp,Green In,8/31/2004,8/31/2004,0,28,,8.2,,,,
5294,Green Out,Greenway WTP Outlet,srp,Green Out,8/31/2004,8/31/2004,0,,,,,,,
5295,R3,Waddell Canal,cap,waddell canal,9/14/2004,9/14/2004,0,19.2,,7.9,,,,
5296,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/14/2004,9/14/2004,0,24.2,,7.7,,,,
5297,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/14/2004,9/14/2004,0,23.3,,8.1,,,,
5298,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/14/2004,9/14/2004,0,25.3,,8,,,,
5299,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/14/2004,9/14/2004,0,,,,,,,
5300,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/14/2004,9/14/2004,0,26.2,,8.2,,,,
5301,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/14/2004,9/14/2004,0,,,,,,,
5302,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/14/2004,9/14/2004,0,27.6,,7.2,,,,
5303,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/14/2004,9/14/2004,0,,,,,,,
5304,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/14/2004,9/14/2004,0,24.1,,7.9,,,,
5305,R19,Val Vista WTP treated water,srp,val vista-treated,9/14/2004,9/14/2004,0,,,,,,,
5306,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/14/2004,9/14/2004,0,26.8,,8.3,,,,
5307,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/14/2004,9/14/2004,0,25.3,,8.2,,,,
5308,R25,verde river at beeline highway,verde,verde @ beeline,9/14/2004,9/14/2004,0,,,,,,,
5309,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/14/2004,9/14/2004,0,24.9,,8.1,,,,
5310,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/14/2004,9/14/2004,0,25.3,,8.2,,,,
5311,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/14/2004,9/14/2004,0,,,,,,,
5312,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/14/2004,9/14/2004,0,,,,,,,
5313,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/14/2004,9/14/2004,0,25.6,,7.9,,,,
5314,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/14/2004,9/14/2004,0,,,,,,,
5315,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/14/2004,9/14/2004,0,24.2,,8,,,,
5316,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/14/2004,9/14/2004,0,23.7,,7.7,,,,
5317,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,9/14/2004,9/14/2004,0,,,,,,,
5318,SPT Out,Tempe's South Plant treated water,tempe,STP Out,9/14/2004,9/14/2004,0,,,,,,,
5319,Green In,Greenway WTP Inlet,srp,Green In,9/14/2004,9/14/2004,0,28.5,,7.3,,,,
5320,Green Out,Greenway WTP Outlet,srp,Green Out,9/14/2004,9/14/2004,0,,,,,,,
5321,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,9/14/2004,9/14/2004,0,,,,,,,
5322,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,9/14/2004,9/14/2004,4.6,,,,,,,
5323,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,9/14/2004,9/14/2004,9.1,,,,,,,
5324,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,9/14/2004,9/14/2004,13.7,,,,,,,
5325,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,9/14/2004,9/14/2004,18.3,,,,,,,
5326,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,9/14/2004,9/14/2004,22.9,,,,,,,
5327,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,9/14/2004,9/14/2004,27.4,,,,,,,
5328,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,9/14/2004,9/14/2004,32,,,,,,,
5329,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,9/14/2004,9/14/2004,36.6,,,,,,,
5330,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,9/14/2004,9/14/2004,41.1,,,,,,,
5331,R2-50,Lake Pleasant integrated sample,cap,pleasant-50m,9/14/2004,9/14/2004,45.7,,,,,,,
5332,R2-55,Lake Pleasant integrated sample,cap,pleasant-55m,9/14/2004,9/14/2004,50.3,,,,,,,
5333,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,9/14/2004,9/14/2004,0,27.2,7.9,,4.57,,,
5334,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,9/14/2004,9/14/2004,4.6,26.8,7.8,,,,,
5335,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,9/14/2004,9/14/2004,9.1,26.3,4.6,,,,,
5336,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,9/14/2004,9/14/2004,13.7,26.1,3.1,,,,,
5337,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,9/14/2004,9/14/2004,18.3,22.8,0.9,,,,,
5338,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,9/14/2004,9/14/2004,22.9,19.8,0.6,,,,,
5339,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,9/14/2004,9/14/2004,27.4,18.2,0.6,,,,,
5340,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,9/14/2004,9/14/2004,32,16.8,0.5,,,,,
5341,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,9/14/2004,9/14/2004,36.6,15.7,0.5,,,,,
5342,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,9/14/2004,9/14/2004,41.1,,,,,,,
5343,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,9/14/2004,9/14/2004,45.7,,,,,,,
5344,R6-55,Bartlett Reservoir near outlet,verde,bartlett-55m,9/14/2004,9/14/2004,50.3,,,,,,,
5345,R9A,Saguaro Lake near inlet,salt,saguaro-0m,9/14/2004,9/14/2004,0,27,8.9,,1.83,,,
5346,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,9/14/2004,9/14/2004,4.6,26.9,7.7,,,,,
5347,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,9/14/2004,9/14/2004,9.1,25,1.2,,,,,
5348,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,9/14/2004,9/14/2004,13.7,24.6,1,,,,,
5349,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,9/14/2004,9/14/2004,18.3,24.2,0.8,,,,,
5350,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,9/14/2004,9/14/2004,22.9,24,0.7,,,,,
5351,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,9/14/2004,9/14/2004,27.4,23.7,0.6,,,,,
5352,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,9/14/2004,9/14/2004,32,,,,,,,
5353,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,9/14/2004,9/14/2004,36.6,,,,,,,
5354,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,9/14/2004,9/14/2004,41.1,,,,,,,
5355,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,9/14/2004,9/14/2004,45.7,,,,,,,
5356,R9-55,Saguaro Lake near inlet,salt,saguaro-55m,9/14/2004,9/14/2004,50.3,,,,,,,
5357,R20,Verde River at Tangle,verde,verde abv horseshoe,9/14/2004,9/14/2004,0,,,,,,,
5358,Havasu 1,Havasu lake Sample,,Havasu 1,9/14/2004,9/14/2004,0,,,,,,,
5359,Havasu 2,Havasu lake Sample,,Havasu 2,9/14/2004,9/14/2004,0,,,,,,,
5360,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,9/14/2004,9/14/2004,0,,,,,,,
5361,R1,CAP canal above Waddell Canal,cap,cap-siphon,9/14/2004,9/14/2004,0,,,,,,,
5362,R4,Cap Canal at 7th St.,cap,cap @ 7th st,9/14/2004,9/14/2004,0,,,,,,,
5363,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,9/14/2004,9/14/2004,0,,,,,,,
5364,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,9/14/2004,9/14/2004,0,,,,,,,
5365,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,9/14/2004,9/14/2004,0,,,,,,,
5366,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,9/14/2004,9/14/2004,0,,,,,,,
5367,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,9/14/2004,9/14/2004,0,,,,,,,
5368,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,9/14/2004,9/14/2004,0,,,,,,,
5369,R3,Waddell Canal,cap,waddell canal,9/28/2004,9/28/2004,0,22.2,,7.6,,,,
5370,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/28/2004,9/28/2004,0,23.4,,7.6,,,,
5371,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/28/2004,9/28/2004,0,23,,7.8,,,,
5372,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/28/2004,9/28/2004,0,23.9,,8,,,,
5373,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/28/2004,9/28/2004,0,,,,,,,
5374,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/28/2004,9/28/2004,0,25.5,,8,,,,
5375,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/28/2004,9/28/2004,0,,,,,,,
5376,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/28/2004,9/28/2004,0,25.7,,7.2,,,,
5377,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/28/2004,9/28/2004,0,,,,,,,
5378,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/28/2004,9/28/2004,0,23,,7.8,,,,
5379,R19,Val Vista WTP treated water,srp,val vista-treated,9/28/2004,9/28/2004,0,,,,,,,
5380,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/28/2004,9/28/2004,0,25.6,,8.1,,,,
5381,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/28/2004,9/28/2004,0,24,,7.8,,,,
5382,R25,verde river at beeline highway,verde,verde @ beeline,9/28/2004,9/28/2004,0,,,,,,,
5383,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/28/2004,9/28/2004,0,24,,8,,,,
5384,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/28/2004,9/28/2004,0,24.1,,8,,,,
5385,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/28/2004,9/28/2004,0,,,,,,,
5386,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/28/2004,9/28/2004,0,,,,,,,
5387,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/28/2004,9/28/2004,0,24.2,,7.9,,,,
5388,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/28/2004,9/28/2004,0,,,,,,,
5389,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/28/2004,9/28/2004,0,23.3,,8,,,,
5390,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/28/2004,9/28/2004,0,23.6,,7.8,,,,
5391,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,9/28/2004,9/28/2004,0,,,,,,,
5392,SPT Out,Tempe's South Plant treated water,tempe,STP Out,9/28/2004,9/28/2004,0,,,,,,,
5393,Green In,Greenway WTP Inlet,srp,Green In,9/28/2004,9/28/2004,0,28.9,,7.5,,,,
5394,Green Out,Greenway WTP Outlet,srp,Green Out,9/28/2004,9/28/2004,0,,,,,,,
5395,R3,Waddell Canal,cap,waddell canal,10/12/2004,10/12/2004,0,23.2,,8,,,,
5396,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/12/2004,10/12/2004,0,24.4,,8.2,,,,
5397,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/12/2004,10/12/2004,0,23.3,,8.3,,,,
5398,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/12/2004,10/12/2004,0,22.2,,8.2,,,,
5399,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/12/2004,10/12/2004,0,,,,,,,
5400,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/12/2004,10/12/2004,0,22.9,,8.2,,,,
5401,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/12/2004,10/12/2004,0,,,,,,,
5402,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/12/2004,10/12/2004,0,22.9,,7.2,,,,
5403,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/12/2004,10/12/2004,0,,,,,,,
5404,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/12/2004,10/12/2004,0,,,,,,,
5405,R19,Val Vista WTP treated water,srp,val vista-treated,10/12/2004,10/12/2004,0,,,,,,,
5406,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/12/2004,10/12/2004,0,23.5,,8.2,,,,
5407,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/12/2004,10/12/2004,0,22,,8.1,,,,
5408,R25,verde river at beeline highway,verde,verde @ beeline,10/12/2004,10/12/2004,0,25,,8.4,,,,
5409,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/12/2004,10/12/2004,0,23.5,,8.3,,,,
5410,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/12/2004,10/12/2004,0,22.7,,8.3,,,,
5411,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/12/2004,10/12/2004,0,24.4,,,,,,
5412,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/12/2004,10/12/2004,0,,,,,,,
5413,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/12/2004,10/12/2004,0,23.5,,8.4,,,,
5414,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/12/2004,10/12/2004,0,,,,,,,
5415,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/12/2004,10/12/2004,0,22.9,,8.3,,,,
5416,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/12/2004,10/12/2004,0,22.7,,7.9,,,,
5417,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/12/2004,10/12/2004,0,,,,,,,
5418,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/12/2004,10/12/2004,0,,,,,,,
5419,Green In,Greenway WTP Inlet,srp,Green In,10/12/2004,10/12/2004,0,27,,7.7,,,,
5420,Green Out,Greenway WTP Outlet,srp,Green Out,10/12/2004,10/12/2004,0,,,,,,,
5421,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,10/12/2004,10/12/2004,0,,,,,,,
5422,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,10/12/2004,10/12/2004,4.6,,,,,,,
5423,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,10/12/2004,10/12/2004,9.1,,,,,,,
5424,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,10/12/2004,10/12/2004,13.7,,,,,,,
5425,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,10/12/2004,10/12/2004,18.3,,,,,,,
5426,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,10/12/2004,10/12/2004,22.9,,,,,,,
5427,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,10/12/2004,10/12/2004,27.4,,,,,,,
5428,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,10/12/2004,10/12/2004,32,,,,,,,
5429,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,10/12/2004,10/12/2004,36.6,,,,,,,
5430,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,10/12/2004,10/12/2004,41.1,,,,,,,
5431,R2-50,Lake Pleasant integrated sample,cap,pleasant-50m,10/12/2004,10/12/2004,45.7,,,,,,,
5432,R2-55,Lake Pleasant integrated sample,cap,pleasant-55m,10/12/2004,10/12/2004,50.3,,,,,,,
5433,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,10/12/2004,10/12/2004,0,23.1,6.4,,3.35,,,
5434,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,10/12/2004,10/12/2004,4.6,23.1,6.4,,,,,
5435,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,10/12/2004,10/12/2004,9.1,23.1,5.4,,,,,
5436,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,10/12/2004,10/12/2004,13.7,23.1,4.6,,,,,
5437,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,10/12/2004,10/12/2004,18.3,23,4,,,,,
5438,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,10/12/2004,10/12/2004,22.9,22.1,1.1,,,,,
5439,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,10/12/2004,10/12/2004,27.4,20.6,0.6,,,,,
