ID,site number,site location,cluster name,site acronym,date,month,sample type,MIB (ng/L) ASU,Geosmin  (ng/L) ASU,Beta-cyclocitral (ng/L),IPMP Recovery (%),MIB (ng/L) Phoenix,Geosmin  (ng/L) Phoenix,comments
1147,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/05/02 00:00:00","08/05/02 00:00:00",,5.1,0,,,,,
1148,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/05/02 00:00:00","08/05/02 00:00:00",,6.8,3.3,,,,,
1149,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/05/02 00:00:00","08/05/02 00:00:00",,5.8,3.5,,,,,
1150,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","08/05/02 00:00:00","08/05/02 00:00:00",,7.3,3.8,,,,,
1151,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/05/02 00:00:00","08/05/02 00:00:00",,6.8,4.1,,,,,
1152,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","08/05/02 00:00:00","08/05/02 00:00:00",,10.6,3.7,,,,,
1153,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/05/02 00:00:00","08/05/02 00:00:00",,10.4,4.1,,,,,
1154,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/05/02 00:00:00","08/05/02 00:00:00",,8.1,4.2,,,,,
1155,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/05/02 00:00:00","08/05/02 00:00:00",,5.9,0,,,,,
1156,"R19","Val Vista WTP treated water","srp","val vista-treated","08/05/02 00:00:00","08/05/02 00:00:00",,3.5,0,,,,,
1157,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/05/02 00:00:00","08/05/02 00:00:00",,5.5,2,,,,,
1158,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/05/02 00:00:00","08/05/02 00:00:00",,6.1,3.2,,,,,
1159,"Cons","Head of the Tempe Canal","tempe","head of tempe canal","08/05/02 00:00:00","08/05/02 00:00:00",,2.9,0,,,,,
1160,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/05/02 00:00:00","08/05/02 00:00:00",,8.1,2.3,,,,,
1161,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/05/02 00:00:00","08/05/02 00:00:00",,9.9,2.7,,,,,
1162,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/12/02 00:00:00","08/12/02 00:00:00",,0,0,,,,,
1163,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/12/02 00:00:00","08/12/02 00:00:00",,4,0,,,,,
1164,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/12/02 00:00:00","08/12/02 00:00:00",,5.8,0,,,,,
1165,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/12/02 00:00:00","08/12/02 00:00:00",,10.4,2.7,,,,,
1166,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/12/02 00:00:00","08/12/02 00:00:00",,8.300000000000001,0,,,,,
1167,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/12/02 00:00:00","08/12/02 00:00:00",,7.2,2.1,,,,,
1168,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/12/02 00:00:00","08/12/02 00:00:00",,9.1,3,,,,,
1169,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/12/02 00:00:00","08/12/02 00:00:00",,7.6,2.7,,,,,
1170,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/12/02 00:00:00","08/12/02 00:00:00",,6.6,2.5,,,,,
1171,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/12/02 00:00:00","08/12/02 00:00:00",,7.2,2.6,,,,,
1172,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/12/02 00:00:00","08/12/02 00:00:00",,9.699999999999999,5.2,,,,,
1173,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/12/02 00:00:00","08/12/02 00:00:00",,8.300000000000001,4.3,,,,,
1174,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","08/12/02 00:00:00","08/12/02 00:00:00",,9.4,5.1,,,,,
1175,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/12/02 00:00:00","08/12/02 00:00:00",,10.6,5.4,,,,,
1176,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","08/12/02 00:00:00","08/12/02 00:00:00",,12.2,5.5,,,,,
1177,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/12/02 00:00:00","08/12/02 00:00:00",,10.6,5.3,,,,,
1178,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/12/02 00:00:00","08/12/02 00:00:00",,6.2,1.7,,,,,
1179,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/12/02 00:00:00","08/12/02 00:00:00",,5.7,2.8,,,,,
1180,"R19","Val Vista WTP treated water","srp","val vista-treated","08/12/02 00:00:00","08/12/02 00:00:00",,4.9,2.5,,,,,
1181,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/12/02 00:00:00","08/12/02 00:00:00",,5.4,2.2,,,,,
1182,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/12/02 00:00:00","08/12/02 00:00:00",,8,5,,,,,
1183,"Cons","Head of the Tempe Canal","tempe","head of tempe canal","08/12/02 00:00:00","08/12/02 00:00:00",,5,2.7,,,,,
1184,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/12/02 00:00:00","08/12/02 00:00:00",,8.699999999999999,2.8,,,,,
1185,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/12/02 00:00:00","08/12/02 00:00:00",,13.4,3,,,,,
1186,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/12/02 00:00:00","08/12/02 00:00:00",,0,0,,,,,
1187,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/12/02 00:00:00","08/12/02 00:00:00",,4,0,,,,,
1188,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/12/02 00:00:00","08/12/02 00:00:00",,5.8,0,,,,,
1189,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/12/02 00:00:00","08/12/02 00:00:00",,10.4,2.7,,,,,
1190,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/12/02 00:00:00","08/12/02 00:00:00",,8.300000000000001,0,,,,,
1191,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/12/02 00:00:00","08/12/02 00:00:00",,7.2,2.1,,,,,
1192,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/12/02 00:00:00","08/12/02 00:00:00",,9.1,3,,,,,
1193,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/12/02 00:00:00","08/12/02 00:00:00",,7.6,2.7,,,,,
1194,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/12/02 00:00:00","08/12/02 00:00:00",,6.6,2.5,,,,,
1195,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/12/02 00:00:00","08/12/02 00:00:00",,7.2,2.6,,,,,
1196,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/12/02 00:00:00","08/12/02 00:00:00",,9.699999999999999,5.2,,,,,
1197,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/12/02 00:00:00","08/12/02 00:00:00",,8.300000000000001,4.3,,,,,
1198,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","08/12/02 00:00:00","08/12/02 00:00:00",,9.4,5.1,,,,,
1199,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/12/02 00:00:00","08/12/02 00:00:00",,10.6,5.4,,,,,
1200,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","08/12/02 00:00:00","08/12/02 00:00:00",,12.2,5.5,,,,,
1201,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/12/02 00:00:00","08/12/02 00:00:00",,10.6,5.3,,,,,
1202,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/12/02 00:00:00","08/12/02 00:00:00",,6.2,1.7,,,,,
1203,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/12/02 00:00:00","08/12/02 00:00:00",,5.7,2.8,,,,,
1204,"R19","Val Vista WTP treated water","srp","val vista-treated","08/12/02 00:00:00","08/12/02 00:00:00",,4.9,2.5,,,,,
1205,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/12/02 00:00:00","08/12/02 00:00:00",,5.4,2.2,,,,,
1206,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/12/02 00:00:00","08/12/02 00:00:00",,8,5,,,,,
1207,"Cons","Head of the Tempe Canal","tempe","head of tempe canal","08/12/02 00:00:00","08/12/02 00:00:00",,5,2.7,,,,,
1208,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/12/02 00:00:00","08/12/02 00:00:00",,8.699999999999999,2.8,,,,,
1209,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/12/02 00:00:00","08/12/02 00:00:00",,13.4,3,,,,,
1210,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/12/02 00:00:00","08/12/02 00:00:00",,28.2,0,,,,,
1211,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/12/02 00:00:00","08/12/02 00:00:00",,0,0,,,,,
1212,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/12/02 00:00:00","08/12/02 00:00:00",,82.90000000000001,0,,,,,
1213,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/12/02 00:00:00","08/12/02 00:00:00",,6.7,0,,,,,
1214,"R9A","Saguaro Lake near inlet","srp","saguaro-epi","08/12/02 00:00:00","08/12/02 00:00:00",,43.4,0,,,,,
1215,"RA Dup","Saguaro Lake near inlet","srp","saguaro-epi","08/12/02 00:00:00","08/12/02 00:00:00",,51.6,2.3,,,,,
1216,"R9B","Saguaro Lake near inlet","srp","saguaro-hypo","08/12/02 00:00:00","08/12/02 00:00:00",,15.7,0,,,,,
1217,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/19/02 00:00:00","08/19/02 00:00:00",,2.1,0,,,,,
1218,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/19/02 00:00:00","08/19/02 00:00:00",,7.1,0,,,,,
1219,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/19/02 00:00:00","08/19/02 00:00:00",,7.3,0,,,,,
1220,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/19/02 00:00:00","08/19/02 00:00:00",,12.5,2.1,,,,,
1221,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/19/02 00:00:00","08/19/02 00:00:00",,9.4,0,,,,,
1222,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/19/02 00:00:00","08/19/02 00:00:00",,10.9,2.3,,,,,
1223,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/19/02 00:00:00","08/19/02 00:00:00",,11.1,2.9,,,,,
1224,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/19/02 00:00:00","08/19/02 00:00:00",,10.6,2.7,,,,,
1225,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/19/02 00:00:00","08/19/02 00:00:00",,10.4,2.9,,,,,
1226,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/19/02 00:00:00","08/19/02 00:00:00",,8.800000000000001,2.7,,,,,
1227,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/19/02 00:00:00","08/19/02 00:00:00",,12.1,3,,,,,
1228,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/19/02 00:00:00","08/19/02 00:00:00",,15,5.9,,,,,
1229,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","08/19/02 00:00:00","08/19/02 00:00:00",,14.9,6.7,,,,,
1230,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/19/02 00:00:00","08/19/02 00:00:00",,15.7,6.3,,,,,
1231,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","08/19/02 00:00:00","08/19/02 00:00:00",,16.4,5.3,,,,,
1232,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/19/02 00:00:00","08/19/02 00:00:00",,16.8,6.7,,,,,
1233,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/19/02 00:00:00","08/19/02 00:00:00",,17.3,4.1,,,,,
1234,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/19/02 00:00:00","08/19/02 00:00:00",,10.9,3.7,,,,,
1235,"R19","Val Vista WTP treated water","srp","val vista-treated","08/19/02 00:00:00","08/19/02 00:00:00",,10.7,3.4,,,,,
1236,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/19/02 00:00:00","08/19/02 00:00:00",,8.4,2.1,,,,,
1237,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/19/02 00:00:00","08/19/02 00:00:00",,12.9,8.300000000000001,,,,,
1238,"Cons","Head of the Tempe Canal","tempe","head of tempe canal","08/19/02 00:00:00","08/19/02 00:00:00",,7.8,2.9,,,,,
1239,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/19/02 00:00:00","08/19/02 00:00:00",,17.5,6.2,,,,,
1240,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/19/02 00:00:00","08/19/02 00:00:00",,15.8,5.5,,,,,
1241,"7th St.","AZ Canal at 7th Street","srp","az canal @ 7th av.","08/19/02 00:00:00","08/19/02 00:00:00",,15.3,6.5,,,,,
1242,"Northern","AZ Canal at Northern Avenue","srp","az canal @ northern","08/19/02 00:00:00","08/19/02 00:00:00",,17.3,6.6,,,,,
1243,"32nd St.","AZ Canal at 32nd Street","srp","az canal @ 32nd st.","08/19/02 00:00:00","08/19/02 00:00:00",,13.5,3.9,,,,,
1244,"44th St.","AZ Canal at 44th Street","srp","az canal @ 44th st.","08/19/02 00:00:00","08/19/02 00:00:00",,10.4,3.2,,,,,
1245,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/26/02 00:00:00","08/26/02 00:00:00",,3.4,0,,,,,
1246,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/26/02 00:00:00","08/26/02 00:00:00",,8.4,0,,,,,
1247,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/26/02 00:00:00","08/26/02 00:00:00",,7.7,0,,,,,
1248,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/26/02 00:00:00","08/26/02 00:00:00",,11.4,2.4,,,,,
1249,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/26/02 00:00:00","08/26/02 00:00:00",,9.6,0,,,,,
1250,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/26/02 00:00:00","08/26/02 00:00:00",,9.800000000000001,2,,,,,
1251,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/26/02 00:00:00","08/26/02 00:00:00",,10,2.7,,,,,
1252,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/26/02 00:00:00","08/26/02 00:00:00",,9.1,2.2,,,,,
1253,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/26/02 00:00:00","08/26/02 00:00:00",,9.9,2.4,,,,,
1254,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/26/02 00:00:00","08/26/02 00:00:00",,9.699999999999999,2.4,,,,,
1255,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/26/02 00:00:00","08/26/02 00:00:00",,15.5,5.4,,,,,
1256,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/26/02 00:00:00","08/26/02 00:00:00",,15.7,6.4,,,,,
1257,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","08/26/02 00:00:00","08/26/02 00:00:00",,16.2,5.6,,,,,
1258,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/26/02 00:00:00","08/26/02 00:00:00",,18.5,5.9,,,,,
1259,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","08/26/02 00:00:00","08/26/02 00:00:00",,20.9,6.7,,,,,
1260,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/26/02 00:00:00","08/26/02 00:00:00",,28.2,6.5,,,,,
1261,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/26/02 00:00:00","08/26/02 00:00:00",,16.3,4.8,,,,,
1262,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/26/02 00:00:00","08/26/02 00:00:00",,9.6,3.1,,,,,
1263,"R19","Val Vista WTP treated water","srp","val vista-treated","08/26/02 00:00:00","08/26/02 00:00:00",,10.8,3.6,,,,,
1264,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/26/02 00:00:00","08/26/02 00:00:00",,7.1,2.2,,,,,
1265,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/26/02 00:00:00","08/26/02 00:00:00",,14,12.2,,,,,
1266,"Cons","Head of the Tempe Canal","tempe","head of tempe canal","08/26/02 00:00:00","08/26/02 00:00:00",,9.5,2.8,,,,,
1267,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/26/02 00:00:00","08/26/02 00:00:00",,10.9,2.3,,,,,
1268,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/26/02 00:00:00","08/26/02 00:00:00",,16.4,3.8,,,,,
1269,"7th St.","AZ Canal at 7th Street","srp","az canal @ 7th av.","08/26/02 00:00:00","08/26/02 00:00:00",,20.1,6.5,,,,,
1270,"Northern","AZ Canal at Northern Avenue","srp","az canal @ northern","08/26/02 00:00:00","08/26/02 00:00:00",,16.2,5.6,,,,,
1271,"32nd St.","AZ Canal at 32nd Street","srp","az canal @ 32nd st.","08/26/02 00:00:00","08/26/02 00:00:00",,14,3.4,,,,,
1272,"44th St.","AZ Canal at 44th Street","srp","az canal @ 44th st.","08/26/02 00:00:00","08/26/02 00:00:00",,10.4,2.6,,,,,
1273,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/30/02 00:00:00","08/30/02 00:00:00",,12.3,3.7,,,,,
1274,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/30/02 00:00:00","08/30/02 00:00:00",,15.3,5.7,,,,,
1275,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","08/30/02 00:00:00","08/30/02 00:00:00",,19.7,7.6,,,,,
1276,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/30/02 00:00:00","08/30/02 00:00:00",,25.4,8.4,,,,,
1277,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","08/30/02 00:00:00","08/30/02 00:00:00",,19,6.5,,,,,
1278,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/30/02 00:00:00","08/30/02 00:00:00",,17.8,6.9,,,,,
1279,"7th Av.","AZ Canal at 7th Avenue","srp","az canal @ 7th av.","08/30/02 00:00:00","08/30/02 00:00:00",,22.8,8.5,,,,,
1280,"Northern","AZ Canal at Northern Avenue","srp","az canal @ northern","08/30/02 00:00:00","08/30/02 00:00:00",,24.4,7.9,,,,,
1281,"32nd St.","AZ Canal at 32nd Street","srp","az canal @ 32nd st.","08/30/02 00:00:00","08/30/02 00:00:00",,17.3,4.8,,,,,
1282,"44th St.","AZ Canal at 44th Street","srp","az canal @ 44th st.","08/30/02 00:00:00","08/30/02 00:00:00",,14.2,3.8,,,,,
1283,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/30/02 00:00:00","08/30/02 00:00:00",,12.2,3.4,,,,,
1284,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/30/02 00:00:00","08/30/02 00:00:00",,19,6.2,,,,,
1285,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","08/30/02 00:00:00","08/30/02 00:00:00",,25.3,8,,,,,
1286,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/30/02 00:00:00","08/30/02 00:00:00",,49.8,14.3,,,,,
1287,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","08/30/02 00:00:00","08/30/02 00:00:00",,55.6,21.8,,,,,
1288,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/30/02 00:00:00","08/30/02 00:00:00",,30.4,8.9,,,,,
1289,"7th Av.","AZ Canal at 7th Avenue","srp","az canal @ 7th av.","08/30/02 00:00:00","08/30/02 00:00:00",,51.1,16.9,,,,,
1290,"Northern","AZ Canal at Northern Avenue","srp","az canal @ northern","08/30/02 00:00:00","08/30/02 00:00:00",,49.6,10.3,,,,,
1291,"32nd St.","AZ Canal at 32nd Street","srp","az canal @ 32nd st.","08/30/02 00:00:00","08/30/02 00:00:00",,17.9,3.9,,,,,
1292,"44th St.","AZ Canal at 44th Street","srp","az canal @ 44th st.","08/30/02 00:00:00","08/30/02 00:00:00",,11.9,3.3,,,,,
1293,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/03/02 00:00:00","09/03/02 00:00:00",,2.9,0,,,,,
1294,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/03/02 00:00:00","09/03/02 00:00:00",,8,0,,,,,
1295,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/03/02 00:00:00","09/03/02 00:00:00",,7.4,0,,,,,
1296,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/03/02 00:00:00","09/03/02 00:00:00",,18.2,3,,,,,
1297,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/03/02 00:00:00","09/03/02 00:00:00",,21.1,18.4,,,,,
1298,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/03/02 00:00:00","09/03/02 00:00:00",,13,2.6,,,,,
1299,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","09/03/02 00:00:00","09/03/02 00:00:00",,16,4,,,,,
1300,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/03/02 00:00:00","09/03/02 00:00:00",,12.5,3.7,,,,,
1301,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","09/03/02 00:00:00","09/03/02 00:00:00",,10.6,3,,,,,
1302,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/03/02 00:00:00","09/03/02 00:00:00",,11.5,3.3,,,,,
1303,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/03/02 00:00:00","09/03/02 00:00:00",,14.9,5.2,,,,,
1304,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/03/02 00:00:00","09/03/02 00:00:00",,12.3,3.1,,,,,
1305,"16th St.","AZ Canal at 16th Street","srp","az canal @ 16th st.","09/03/02 00:00:00","09/03/02 00:00:00",,16.5,5.9,,,,,
1306,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/03/02 00:00:00","09/03/02 00:00:00",,25.3,7,,,,,
1307,"19th Av.","AZ Canal at 19th Av.","srp","az canal @ 19th av.","09/03/02 00:00:00","09/03/02 00:00:00",,24.8,6.2,,,,,
1308,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/03/02 00:00:00","09/03/02 00:00:00",,23.6,18.4,,,,,
1309,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/03/02 00:00:00","09/03/02 00:00:00",,20.2,5.2,,,,,
1310,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/03/02 00:00:00","09/03/02 00:00:00",,11.4,4.3,,,,,
1311,"R19","Val Vista WTP treated water","srp","val vista-treated","09/03/02 00:00:00","09/03/02 00:00:00",,6.8,0,,,,,
1312,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/03/02 00:00:00","09/03/02 00:00:00",,11,2.5,,,,,
1313,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/03/02 00:00:00","09/03/02 00:00:00",,11.7,5.8,,,,,
1314,"Cons","Head of the Tempe Canal","tempe","head of tempe canal","09/03/02 00:00:00","09/03/02 00:00:00",,9.5,6.2,,,,,
1315,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/03/02 00:00:00","09/03/02 00:00:00",,9.800000000000001,2,,,,,
1316,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/03/02 00:00:00","09/03/02 00:00:00",,11.9,0,,,,,
1317,"7th Av.","AZ Canal at 7th Avenue","srp","az canal @ 7th av.","09/03/02 00:00:00","09/03/02 00:00:00",,21.9,5.8,,,,,
