ID,Miles from Granite Reef Dam,mi from 24th st,site number,Location,Date,MIB (ng/L),Chlor-A, ug/cm2,Total Nitrogen,Dissolved Nitrogen,Total Phosphate,Dissolved Phosphate,Geosmin (ng/L)
620,,,"25th Av.","25th Av.","09/13/01 00:00:00",,,,,,,
621,31,7,"29th Av.","29th Av.","09/13/01 00:00:00",45.9,,,,,,5.9
622,,,"R16","AZ Canal - Inlet to Deer Valley WTP","09/13/01 00:00:00",45.9,,,,,,5.9
623,,,"R17","Deer Valley WTP treated water","09/13/01 00:00:00",,,,,,,
624,34.66,10.5,"51st Av.","51st Av.","09/13/01 00:00:00",,,,,,,
625,37,13.2,"67th Av.","67th Av.","09/13/01 00:00:00",,,,,,,
626,,,"Little Harq p.p.","Little Harq p.p.","09/13/01 00:00:00",,,,,,,
627,,,"Havasu p.p.","Havasu p.p.","09/13/01 00:00:00",,,,,,,
628,,,"R4","CAP at 7th ST","09/20/01 00:00:00",10,,,,,,5.9
629,,,"R18","South Canal at Val Vista WTP","09/20/01 00:00:00",24.3,,,,,,5
630,,,"R19","Val Vista WTP treated water","09/20/01 00:00:00",14,,,,,,2.2
631,,,"R10","Salt River below Saguaro Lake","09/20/01 00:00:00",,,,,,,
632,,,"R11","CAP Canal at cross-connect","09/20/01 00:00:00",3.3,,,,,,6
633,0,,"R12","AZ Canal above CAP cross-connect","09/20/01 00:00:00",36.4,,,,,,3.5
634,0.5,,"R13","AZ Canal below CAP cross-connect","09/20/01 00:00:00",32.3,,,,,,4.1
635,4,,"Hwy 87","AZ Canal at Highway 87","09/20/01 00:00:00",36.1,,,,,,3.6
636,1.2,,"B1","B1","09/20/01 00:00:00",35.1,,,,,,3.6
637,2.4,,"B2","B2","09/20/01 00:00:00",39.7,,,,,,4.7
638,5.2,,"B3","B3","09/20/01 00:00:00",59.2,,,,,,5
639,6.4,,"B4","B4","09/20/01 00:00:00",61.8,,,,,,5.4
640,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","09/20/01 00:00:00",64.09999999999999,,,,,,5
641,12.94,,"Pima","AZ Canal at Pima Rd.","09/20/01 00:00:00",67.40000000000001,,,,,,4.9
642,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","09/20/01 00:00:00",62.9,,,,,,5
643,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","09/20/01 00:00:00",,,,,,,
644,21.11,,"44th St.","AZ Canal at 44th Street","09/20/01 00:00:00",65.90000000000001,,,,,,5.7
645,,,"32nd St.","AZ Canal at 32nd Street","09/20/01 00:00:00",,,,,,,
646,24.06,0,"24th St.","24th St.","09/20/01 00:00:00",61,,,,,,5
647,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","09/20/01 00:00:00",61,,,,,,5
648,,,"R15","Squaw Peak WTP treated water","09/20/01 00:00:00",32.3,,,,,,0
649,25.76,1.7,"16th St.","AZ Canal at 16th Street","09/20/01 00:00:00",57.9,,,,,,7.3
650,27.06,3,"Northern","AZ Canal at Northern Avenue","09/20/01 00:00:00",64.40000000000001,,,,,,4.8
651,28.16,4.1,"R21","AZ Canal at Central Av.","09/20/01 00:00:00",71.40000000000001,,,,,,5.5
652,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","09/20/01 00:00:00",68.8,,,,,,5.6
653,,,"25th Av.","25th Av.","09/20/01 00:00:00",,,,,,,
654,31,7,"29th Av.","29th Av.","09/20/01 00:00:00",68.8,,,,,,6.2
655,,,"R16","AZ Canal - Inlet to Deer Valley WTP","09/20/01 00:00:00",66.7,,,,,,6.2
656,,,"R17","Deer Valley WTP treated water","09/20/01 00:00:00",,,,,,,
657,34.66,10.5,"51st Av.","51st Av.","09/20/01 00:00:00",74.3,,,,,,5.6
658,37,13.2,"67th Av.","67th Av.","09/20/01 00:00:00",,,,,,,
659,,,"Little Harq p.p.","Little Harq p.p.","09/20/01 00:00:00",,,,,,,
660,,,"Havasu p.p.","Havasu p.p.","09/20/01 00:00:00",,,,,,,
661,,,"R4","CAP at 7th ST","09/27/01 00:00:00",6.7,,,,,,4.7
662,,,"R18","South Canal at Val Vista WTP","09/27/01 00:00:00",32.3,,,,,,3.5
663,,,"R19","Val Vista WTP treated water","09/27/01 00:00:00",23.2,,,,,,0
664,,,"R10","Salt River below Saguaro Lake","09/27/01 00:00:00",,,,,,,
665,,,"R11","CAP Canal at cross-connect","09/27/01 00:00:00",6.1,,,,,,4.2
666,0,,"R12","AZ Canal above CAP cross-connect","09/27/01 00:00:00",40.1,,,,,,2.6
667,0.5,,"R13","AZ Canal below CAP cross-connect","09/27/01 00:00:00",39.1,,,,,,2.2
668,4,,"Hwy 87","AZ Canal at Highway 87","09/27/01 00:00:00",42.2,,,,,,2.3
669,1.2,,"B1","B1","09/27/01 00:00:00",40,,,,,,3.7
670,2.4,,"B2","B2","09/27/01 00:00:00",42.9,,,,,,2.7
671,5.2,,"B3","B3","09/27/01 00:00:00",58.5,,,,,,3.2
672,6.4,,"B4","B4","09/27/01 00:00:00",61.5,,,,,,4.5
673,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","09/27/01 00:00:00",66.09999999999999,,,,,,3.7
674,12.94,,"Pima","AZ Canal at Pima Rd.","09/27/01 00:00:00",69.09999999999999,,,,,,4
675,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","09/27/01 00:00:00",70.90000000000001,,,,,,4.3
676,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","09/27/01 00:00:00",,,,,,,
677,21.11,,"44th St.","AZ Canal at 44th Street","09/27/01 00:00:00",67.09999999999999,,,,,,3.9
678,,,"32nd St.","AZ Canal at 32nd Street","09/27/01 00:00:00",66.7,,,,,,3.9
679,24.06,0,"24th St.","24th St.","09/27/01 00:00:00",66.3,,,,,,4.7
680,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","09/27/01 00:00:00",66.3,,,,,,4.7
681,,,"R15","Squaw Peak WTP treated water","09/27/01 00:00:00",29.3,,,,,,0
682,25.76,1.7,"16th St.","AZ Canal at 16th Street","09/27/01 00:00:00",70,,,,,,7.1
683,27.06,3,"Northern","AZ Canal at Northern Avenue","09/27/01 00:00:00",74,,,,,,5.5
684,28.16,4.1,"R21","AZ Canal at Central Av.","09/27/01 00:00:00",78.8,,,,,,5.1
685,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","09/27/01 00:00:00",81,,,,,,
686,,,"25th Av.","25th Av.","09/27/01 00:00:00",,,,,,,
687,31,7,"29th Av.","29th Av.","09/27/01 00:00:00",83.3,,,,,,6.7
688,,,"R16","AZ Canal - Inlet to Deer Valley WTP","09/27/01 00:00:00",83.3,,,,,,6.7
689,,,"R17","Deer Valley WTP treated water","09/27/01 00:00:00",,,,,,,
690,34.66,10.5,"51st Av.","51st Av.","09/27/01 00:00:00",66.7,,,,,,5.2
691,37,13.2,"67th Av.","67th Av.","09/27/01 00:00:00",72.09999999999999,,,,,,5.3
692,,,"Little Harq p.p.","Little Harq p.p.","09/27/01 00:00:00",,,,,,,
693,,,"Havasu p.p.","Havasu p.p.","09/27/01 00:00:00",,,,,,,
694,,,"R4","CAP at 7th ST","10/04/01 00:00:00",6.4,,,,,,9
695,,,"R18","South Canal at Val Vista WTP","10/04/01 00:00:00",27.9,,,,,,4.8
696,,,"R19","Val Vista WTP treated water","10/04/01 00:00:00",17.9,,,,,,2.2
697,,,"R10","Salt River below Saguaro Lake","10/04/01 00:00:00",,,,,,,
698,,,"R11","CAP Canal at cross-connect","10/04/01 00:00:00",5.2,,,,,,7.5
699,0,,"R12","AZ Canal above CAP cross-connect","10/04/01 00:00:00",40.1,,,,,,2.4
700,0.5,,"R13","AZ Canal below CAP cross-connect","10/04/01 00:00:00",35.9,,,,,,4.4
701,4,,"Hwy 87","AZ Canal at Highway 87","10/04/01 00:00:00",34.2,,,,,,2.8
702,1.2,,"B1","B1","10/04/01 00:00:00",33.7,,,,,,3.6
703,2.4,,"B2","B2","10/04/01 00:00:00",32.6,,,,,,2.8
704,5.2,,"B3","B3","10/04/01 00:00:00",47.7,,,,,,3.8
705,6.4,,"B4","B4","10/04/01 00:00:00",50.8,,,,,,5
706,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","10/04/01 00:00:00",55.8,,,,,,3.6
707,12.94,,"Pima","AZ Canal at Pima Rd.","10/04/01 00:00:00",53.9,,,,,,4.8
708,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","10/04/01 00:00:00",53.1,,,,,,4.4
709,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","10/04/01 00:00:00",,,,,,,
710,21.11,,"44th St.","AZ Canal at 44th Street","10/04/01 00:00:00",25.3,,,,,,0
711,,,"32nd St.","AZ Canal at 32nd Street","10/04/01 00:00:00",,,,,,,
712,24.06,0,"24th St.","24th St.","10/04/01 00:00:00",55.7,,,,,,6.1
713,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","10/04/01 00:00:00",55.7,,,,,,6.1
714,,,"R15","Squaw Peak WTP treated water","10/04/01 00:00:00",28.6,,,,,,0
715,25.76,1.7,"16th St.","AZ Canal at 16th Street","10/04/01 00:00:00",48.7,,,,,,7.7
716,27.06,3,"Northern","AZ Canal at Northern Avenue","10/04/01 00:00:00",52.7,,,,,,7.4
717,28.16,4.1,"R21","AZ Canal at Central Av.","10/04/01 00:00:00",74.8,,,,,,5.6
718,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","10/04/01 00:00:00",70.5,,,,,,3.3
719,,,"25th Av.","25th Av.","10/04/01 00:00:00",,,,,,,
720,31,7,"29th Av.","29th Av.","10/04/01 00:00:00",93.59999999999999,,,,,,5
721,,,"R16","AZ Canal - Inlet to Deer Valley WTP","10/04/01 00:00:00",93.59999999999999,,,,,,5
722,,,"R17","Deer Valley WTP treated water","10/04/01 00:00:00",,,,,,,
723,34.66,10.5,"51st Av.","51st Av.","10/04/01 00:00:00",,,,,,,
724,37,13.2,"67th Av.","67th Av.","10/04/01 00:00:00",,,,,,,
725,,,"Little Harq p.p.","Little Harq p.p.","10/04/01 00:00:00",4.4,,,,,,0
726,,,"Havasu p.p.","Havasu p.p.","10/04/01 00:00:00",16.9,,,,,,0
727,,,"R4","CAP at 7th ST","10/10/01 00:00:00",,,,,,,
728,,,"R18","South Canal at Val Vista WTP","10/10/01 00:00:00",,,,,,,
729,,,"R19","Val Vista WTP treated water","10/10/01 00:00:00",,,,,,,
730,,,"R10","Salt River below Saguaro Lake","10/10/01 00:00:00",,,,,,,
731,,,"R11","CAP Canal at cross-connect","10/10/01 00:00:00",,,,,,,
732,0,,"R12","AZ Canal above CAP cross-connect","10/10/01 00:00:00",,,,,,,
733,0.5,,"R13","AZ Canal below CAP cross-connect","10/10/01 00:00:00",,,,,,,
734,4,,"Hwy 87","AZ Canal at Highway 87","10/10/01 00:00:00",36,,,,,,3.2
735,1.2,,"B1","B1","10/10/01 00:00:00",,,,,,,
736,2.4,,"B2","B2","10/10/01 00:00:00",,,,,,,
737,5.2,,"B3","B3","10/10/01 00:00:00",,,,,,,
738,6.4,,"B4","B4","10/10/01 00:00:00",,,,,,,
739,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","10/10/01 00:00:00",49.9,,,,,,4
740,12.94,,"Pima","AZ Canal at Pima Rd.","10/10/01 00:00:00",,,,,,,
741,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","10/10/01 00:00:00",,,,,,,
742,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","10/10/01 00:00:00",,,,,,,
743,21.11,,"44th St.","AZ Canal at 44th Street","10/10/01 00:00:00",,,,,,,
744,,,"32nd St.","AZ Canal at 32nd Street","10/10/01 00:00:00",,,,,,,
745,24.06,0,"24th St.","24th St.","10/10/01 00:00:00",,,,,,,
746,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","10/10/01 00:00:00",,,,,,,
747,,,"R15","Squaw Peak WTP treated water","10/10/01 00:00:00",,,,,,,
748,25.76,1.7,"16th St.","AZ Canal at 16th Street","10/10/01 00:00:00",,,,,,,
749,27.06,3,"Northern","AZ Canal at Northern Avenue","10/10/01 00:00:00",,,,,,,
750,28.16,4.1,"R21","AZ Canal at Central Av.","10/10/01 00:00:00",,,,,,,
751,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","10/10/01 00:00:00",,,,,,,
752,,,"25th Av.","25th Av.","10/10/01 00:00:00",,,,,,,
753,31,7,"29th Av.","29th Av.","10/10/01 00:00:00",,,,,,,
754,,,"R16","AZ Canal - Inlet to Deer Valley WTP","10/10/01 00:00:00",,,,,,,
755,,,"R17","Deer Valley WTP treated water","10/10/01 00:00:00",,,,,,,
756,34.66,10.5,"51st Av.","51st Av.","10/10/01 00:00:00",,,,,,,
757,37,13.2,"67th Av.","67th Av.","10/10/01 00:00:00",,,,,,,
758,,,"Little Harq p.p.","Little Harq p.p.","10/10/01 00:00:00",,,,,,,
759,,,"Havasu p.p.","Havasu p.p.","10/10/01 00:00:00",,,,,,,
760,,,"R4","CAP at 7th ST","10/18/01 00:00:00",4.2,,,,,,3.7
761,,,"R18","South Canal at Val Vista WTP","10/18/01 00:00:00",15.1,,,,,,3.9
762,,,"R19","Val Vista WTP treated water","10/18/01 00:00:00",11.5,,,,,,0
763,,,"R10","Salt River below Saguaro Lake","10/18/01 00:00:00",16.7,,,,,,3.3
764,,,"R11","CAP Canal at cross-connect","10/18/01 00:00:00",8.4,,,,,,4.8
765,0,,"R12","AZ Canal above CAP cross-connect","10/18/01 00:00:00",21.2,,,,,,3.4
766,0.5,,"R13","AZ Canal below CAP cross-connect","10/18/01 00:00:00",22.8,,,,,,2.9
767,4,,"Hwy 87","AZ Canal at Highway 87","10/18/01 00:00:00",20.5,,,,,,3.4
768,1.2,,"B1","B1","10/18/01 00:00:00",,,,,,,
769,2.4,,"B2","B2","10/18/01 00:00:00",,,,,,,
770,5.2,,"B3","B3","10/18/01 00:00:00",25,,,,,,3.7
771,6.4,,"B4","B4","10/18/01 00:00:00",31,,,,,,3.6
772,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","10/18/01 00:00:00",29.7,,,,,,3.3
773,12.94,,"Pima","AZ Canal at Pima Rd.","10/18/01 00:00:00",36.1,,,,,,3.3
774,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","10/18/01 00:00:00",38.6,,,,,,3.3
775,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","10/18/01 00:00:00",,,,,,,
776,21.11,,"44th St.","AZ Canal at 44th Street","10/18/01 00:00:00",,,,,,,
777,,,"32nd St.","AZ Canal at 32nd Street","10/18/01 00:00:00",,,,,,,
778,24.06,0,"24th St.","24th St.","10/18/01 00:00:00",27.6,,,,,,4.7
779,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","10/18/01 00:00:00",27.6,,,,,,4.7
780,,,"R15","Squaw Peak WTP treated water","10/18/01 00:00:00",23.2,,,,,,0
781,25.76,1.7,"16th St.","AZ Canal at 16th Street","10/18/01 00:00:00",20.9,,,,,,2.2
782,27.06,3,"Northern","AZ Canal at Northern Avenue","10/18/01 00:00:00",31.4,,,,,,5.4
783,28.16,4.1,"R21","AZ Canal at Central Av.","10/18/01 00:00:00",,,,,,,
784,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","10/18/01 00:00:00",47,,,,,,4
785,,,"25th Av.","25th Av.","10/18/01 00:00:00",,,,,,,
786,31,7,"29th Av.","29th Av.","10/18/01 00:00:00",62.5,,,,,,4.7
787,,,"R16","AZ Canal - Inlet to Deer Valley WTP","10/18/01 00:00:00",62.5,,,,,,4.7
788,,,"R17","Deer Valley WTP treated water","10/18/01 00:00:00",,,,,,,
789,34.66,10.5,"51st Av.","51st Av.","10/18/01 00:00:00",62.6,,,,,,8.9
790,37,13.2,"67th Av.","67th Av.","10/18/01 00:00:00",,,,,,,
791,,,"Little Harq p.p.","Little Harq p.p.","10/18/01 00:00:00",,,,,,,
792,,,"Havasu p.p.","Havasu p.p.","10/18/01 00:00:00",,,,,,,
793,,,"R4","CAP at 7th ST","10/25/01 00:00:00",7.9,,,,,,3.7
794,,,"R18","South Canal at Val Vista WTP","10/25/01 00:00:00",15.3,,,,,,2.5
795,,,"R19","Val Vista WTP treated water","10/25/01 00:00:00",14.4,,,,,,0
796,,,"R10","Salt River below Saguaro Lake","10/25/01 00:00:00",,,,,,,
797,,,"R11","CAP Canal at cross-connect","10/25/01 00:00:00",,,,,,,
798,0,,"R12","AZ Canal above CAP cross-connect","10/25/01 00:00:00",17.1,,,,,,2.2
799,0.5,,"R13","AZ Canal below CAP cross-connect","10/25/01 00:00:00",17.8,,,,,,2.2
800,4,,"Hwy 87","AZ Canal at Highway 87","10/25/01 00:00:00",14.3,,,,,,0
801,1.2,,"B1","B1","10/25/01 00:00:00",,,,,,,
802,2.4,,"B2","B2","10/25/01 00:00:00",,,,,,,
803,5.2,,"B3","B3","10/25/01 00:00:00",23.8,,,,,,2.7
804,6.4,,"B4","B4","10/25/01 00:00:00",22.9,,,,,,3.2
805,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","10/25/01 00:00:00",27.3,,,,,,2.9
806,12.94,,"Pima","AZ Canal at Pima Rd.","10/25/01 00:00:00",26.6,,,,,,2.6
807,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","10/25/01 00:00:00",25,,,,,,2.9
808,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","10/25/01 00:00:00",,,,,,,
809,21.11,,"44th St.","AZ Canal at 44th Street","10/25/01 00:00:00",25.6,,,,,,2.7
810,,,"32nd St.","AZ Canal at 32nd Street","10/25/01 00:00:00",,,,,,,
811,24.06,0,"24th St.","24th St.","10/25/01 00:00:00",28.2,,,,,,3.6
812,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","10/25/01 00:00:00",28.2,,,,,,3.6
813,,,"R15","Squaw Peak WTP treated water","10/25/01 00:00:00",17.9,,,,,,0
814,25.76,1.7,"16th St.","AZ Canal at 16th Street","10/25/01 00:00:00",27.9,,,,,,4.4
815,27.06,3,"Northern","AZ Canal at Northern Avenue","10/25/01 00:00:00",28.8,,,,,,4.1
816,28.16,4.1,"R21","AZ Canal at Central Av.","10/25/01 00:00:00",41.5,,,,,,5
817,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","10/25/01 00:00:00",33.4,,,,,,4.7
818,,,"25th Av.","25th Av.","10/25/01 00:00:00",,,,,,,
819,31,7,"29th Av.","29th Av.","10/25/01 00:00:00",67.90000000000001,,,,,,4.9
820,,,"R16","AZ Canal - Inlet to Deer Valley WTP","10/25/01 00:00:00",67.90000000000001,,,,,,4.9
821,,,"R17","Deer Valley WTP treated water","10/25/01 00:00:00",,,,,,,
822,34.66,10.5,"51st Av.","51st Av.","10/25/01 00:00:00",,,,,,,
823,37,13.2,"67th Av.","67th Av.","10/25/01 00:00:00",,,,,,,
824,,,"Little Harq p.p.","Little Harq p.p.","10/25/01 00:00:00",,,,,,,
825,,,"Havasu p.p.","Havasu p.p.","10/25/01 00:00:00",,,,,,,
826,,,"R4","CAP at 7th ST","11/02/01 00:00:00",7.8,,,,,,9.199999999999999
827,,,"R18","South Canal at Val Vista WTP","11/02/01 00:00:00",14.6,,,,,,2.8
828,,,"R19","Val Vista WTP treated water","11/02/01 00:00:00",10.8,,,,,,0
829,,,"R10","Salt River below Saguaro Lake","11/02/01 00:00:00",,,,,,,
830,,,"R11","CAP Canal at cross-connect","11/02/01 00:00:00",,,,,,,
831,0,,"R12","AZ Canal above CAP cross-connect","11/02/01 00:00:00",20.2,,,,,,3.3
832,0.5,,"R13","AZ Canal below CAP cross-connect","11/02/01 00:00:00",19.2,,,,,,3.8
833,4,,"Hwy 87","AZ Canal at Highway 87","11/02/01 00:00:00",21.6,,,,,,3.4
834,1.2,,"B1","B1","11/02/01 00:00:00",20.1,,,,,,3.3
835,2.4,,"B2","B2","11/02/01 00:00:00",20.6,,,,,,2.9
836,5.2,,"B3","B3","11/02/01 00:00:00",32.1,,,,,,4.5
837,6.4,,"B4","B4","11/02/01 00:00:00",27.6,,,,,,3.8
838,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","11/02/01 00:00:00",33,,,,,,4.4
839,12.94,,"Pima","AZ Canal at Pima Rd.","11/02/01 00:00:00",24.2,,,,,,2.9
840,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","11/02/01 00:00:00",28.8,,,,,,3.4
841,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","11/02/01 00:00:00",,,,,,,
842,21.11,,"44th St.","AZ Canal at 44th Street","11/02/01 00:00:00",28.3,,,,,,3.8
843,,,"32nd St.","AZ Canal at 32nd Street","11/02/01 00:00:00",,,,,,,
844,24.06,0,"24th St.","24th St.","11/02/01 00:00:00",27,,,,,,4.4
845,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","11/02/01 00:00:00",27,,,,,,4.4
846,,,"R15","Squaw Peak WTP treated water","11/02/01 00:00:00",10.2,,,,,,0
847,25.76,1.7,"16th St.","AZ Canal at 16th Street","11/02/01 00:00:00",28.1,,,,,,4.5
848,27.06,3,"Northern","AZ Canal at Northern Avenue","11/02/01 00:00:00",30.1,,,,,,4
849,28.16,4.1,"R21","AZ Canal at Central Av.","11/02/01 00:00:00",42.1,,,,,,5.1
850,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","11/02/01 00:00:00",73.3,,,,,,4.3
851,,,"25th Av.","25th Av.","11/02/01 00:00:00",,,,,,,
852,31,7,"29th Av.","29th Av.","11/02/01 00:00:00",88.2,,,,,,4.1
853,,,"R16","AZ Canal - Inlet to Deer Valley WTP","11/02/01 00:00:00",88.2,,,,,,4.1
854,,,"R17","Deer Valley WTP treated water","11/02/01 00:00:00",,,,,,,
855,34.66,10.5,"51st Av.","51st Av.","11/02/01 00:00:00",88.2,,,,,,3.1
856,37,13.2,"67th Av.","67th Av.","11/02/01 00:00:00",,,,,,,
857,,,"Little Harq p.p.","Little Harq p.p.","11/02/01 00:00:00",,,,,,,
858,,,"Havasu p.p.","Havasu p.p.","11/02/01 00:00:00",,,,,,,
859,,,"R4","CAP at 7th ST","11/08/01 00:00:00",7.5,,,,,,18.6
860,,,"R18","South Canal at Val Vista WTP","11/08/01 00:00:00",14.9,,,,,,2.7
861,,,"R19","Val Vista WTP treated water","11/08/01 00:00:00",12.5,,,,,,2.2
862,,,"R10","Salt River below Saguaro Lake","11/08/01 00:00:00",,,,,,,
863,,,"R11","CAP Canal at cross-connect","11/08/01 00:00:00",,,,,,,
864,0,,"R12","AZ Canal above CAP cross-connect","11/08/01 00:00:00",18.9,,,,,,2.6
865,0.5,,"R13","AZ Canal below CAP cross-connect","11/08/01 00:00:00",18.9,,,,,,2.7
866,4,,"Hwy 87","AZ Canal at Highway 87","11/08/01 00:00:00",21,,,,,,2.8
867,1.2,,"B1","B1","11/08/01 00:00:00",,,,,,,
868,2.4,,"B2","B2","11/08/01 00:00:00",22.2,,,,,,3
869,5.2,,"B3","B3","11/08/01 00:00:00",36,,,,,,4.2
870,6.4,,"B4","B4","11/08/01 00:00:00",28,,,,,,3.8
871,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","11/08/01 00:00:00",27.1,,,,,,3.2
872,12.94,,"Pima","AZ Canal at Pima Rd.","11/08/01 00:00:00",24.8,,,,,,2.9
873,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","11/08/01 00:00:00",23.3,,,,,,2.7
874,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","11/08/01 00:00:00",,,,,,,
875,21.11,,"44th St.","AZ Canal at 44th Street","11/08/01 00:00:00",26.2,,,,,,3.4
876,,,"32nd St.","AZ Canal at 32nd Street","11/08/01 00:00:00",,,,,,,
877,24.06,0,"24th St.","24th St.","11/08/01 00:00:00",29.6,,,,,,4.6
878,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","11/08/01 00:00:00",29.6,,,,,,4.6
879,,,"R15","Squaw Peak WTP treated water","11/08/01 00:00:00",11.6,,,,,,0
880,25.76,1.7,"16th St.","AZ Canal at 16th Street","11/08/01 00:00:00",30.7,,,,,,4.7
881,27.06,3,"Northern","AZ Canal at Northern Avenue","11/08/01 00:00:00",24.1,,,,,,3.1
882,28.16,4.1,"R21","AZ Canal at Central Av.","11/08/01 00:00:00",32,,,,,,3.7
883,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","11/08/01 00:00:00",69.40000000000001,,,,,,3.3
884,,,"25th Av.","25th Av.","11/08/01 00:00:00",,,,,,,
885,31,7,"29th Av.","29th Av.","11/08/01 00:00:00",82.09999999999999,,,,,,3.3
886,,,"R16","AZ Canal - Inlet to Deer Valley WTP","11/08/01 00:00:00",82.09999999999999,,,,,,3.3
887,,,"R17","Deer Valley WTP treated water","11/08/01 00:00:00",,,,,,,
888,34.66,10.5,"51st Av.","51st Av.","11/08/01 00:00:00",82.3,,,,,,3.5
889,37,13.2,"67th Av.","67th Av.","11/08/01 00:00:00",88.09999999999999,,,,,,3.2
890,,,"Little Harq p.p.","Little Harq p.p.","11/08/01 00:00:00",,,,,,,
891,,,"Havasu p.p.","Havasu p.p.","11/08/01 00:00:00",,,,,,,
892,,,"R4","CAP at 7th ST","11/15/01 00:00:00",10.9,,,,,,12.5
893,,,"R18","South Canal at Val Vista WTP","11/15/01 00:00:00",17.1,,,,,,2
894,,,"R19","Val Vista WTP treated water","11/15/01 00:00:00",7.4,,,,,,0
895,,,"R10","Salt River below Saguaro Lake","11/15/01 00:00:00",3.2,,,,,,0
896,,,"R11","CAP Canal at cross-connect","11/15/01 00:00:00",,,,,,,
897,0,,"R12","AZ Canal above CAP cross-connect","11/15/01 00:00:00",17.8,,,,,,0
898,0.5,,"R13","AZ Canal below CAP cross-connect","11/15/01 00:00:00",20.5,,,,,,0
899,4,,"Hwy 87","AZ Canal at Highway 87","11/15/01 00:00:00",25.7,,,,,,2.6
900,1.2,,"B1","B1","11/15/01 00:00:00",,,,,,,
901,2.4,,"B2","B2","11/15/01 00:00:00",,,,,,,
902,5.2,,"B3","B3","11/15/01 00:00:00",28.6,,,,,,2.7
903,6.4,,"B4","B4","11/15/01 00:00:00",31.4,,,,,,3.2
904,8.460000000000001,,"Mesa","AZ Canal at Mesa Dr.","11/15/01 00:00:00",25.7,,,,,,2.6
905,12.94,,"Pima","AZ Canal at Pima Rd.","11/15/01 00:00:00",23.8,,,,,,2.4
906,16.88,,"Scotts","AZ Canal at Scottsdale Rd.","11/15/01 00:00:00",22,,,,,,3
907,18.7,,"R22","AZ Canal - 56th St. (Alma School Road)","11/15/01 00:00:00",,,,,,,
908,21.11,,"44th St.","AZ Canal at 44th Street","11/15/01 00:00:00",27.5,,,,,,3.5
909,,,"32nd St.","AZ Canal at 32nd Street","11/15/01 00:00:00",,,,,,,
910,24.06,0,"24th St.","24th St.","11/15/01 00:00:00",28.1,,,,,,4.3
911,,,"R14","AZ Canal - Inlet to Squaw Peak WTP","11/15/01 00:00:00",28.1,,,,,,4.3
912,,,"R15","Squaw Peak WTP treated water","11/15/01 00:00:00",8.1,,,,,,0
913,25.76,1.7,"16th St.","AZ Canal at 16th Street","11/15/01 00:00:00",32.5,,,,,,3.8
914,27.06,3,"Northern","AZ Canal at Northern Avenue","11/15/01 00:00:00",29.9,,,,,,3.1
915,28.16,4.1,"R21","AZ Canal at Central Av.","11/15/01 00:00:00",28.3,,,,,,3.4
916,29.66,5.6,"19th Av.","AZ Canal at 19th Av.","11/15/01 00:00:00",54.8,,,,,,3
917,,,"25th Av.","25th Av.","11/15/01 00:00:00",,,,,,,
918,31,7,"29th Av.","29th Av.","11/15/01 00:00:00",74,,,,,,3.2
919,,,"R16","AZ Canal - Inlet to Deer Valley WTP","11/15/01 00:00:00",74,,,,,,3.2
