ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
1366,R20,Verde River at Tangle,verde,verde abv horseshoe,5/7/2007,19.7,
1367,Havasu 1,Havasu lake Sample,,Havasu 1,5/7/2007,2.0,
1368,Havasu 2,Havasu lake Sample,,Havasu 2,5/7/2007,,
1369,R3,Waddell Canal,cap,waddell canal,6/4/2007,2.7,
1370,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/4/2007,4.4,
1371,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/4/2007,2.3,
1372,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/4/2007,5.0,
1373,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/4/2007,3.7,
1374,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/4/2007,4.1,
1375,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/4/2007,0.0,
1376,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/4/2007,4.0,
1377,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/4/2007,0,
1378,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/4/2007,4.1,
1379,R19,Val Vista WTP treated water,srp,val vista-treated,6/4/2007,0.0,
1380,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/4/2007,0,
1381,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/4/2007,4.5,
1382,R25,verde river at beeline highway,verde,verde @ beeline,6/4/2007,9.8,
1383,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/4/2007,3.8,
1384,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/4/2007,4.5,
1385,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/4/2007,0.0,
1386,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/4/2007,0.0,
1387,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/4/2007,4.3,
1388,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/4/2007,0.0,
1389,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/4/2007,4.4,
1390,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/4/2007,5.2,
1391,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/4/2007,5.2,
1392,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/4/2007,3.8,
1393,Green In,Greenway WTP Inlet,srp,Green In,6/4/2007,5.0,
1394,Green Out,Greenway WTP Outlet,srp,Green Out,6/4/2007,0.0,
1395,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/4/2007,2.6,
1396,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/4/2007,2.6,
1397,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/4/2007,11.8,
1398,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/4/2007,9.8,
1399,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/4/2007,5.3,
1400,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,6/4/2007,5.0,
1401,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/4/2007,4.5,
1402,R20,Verde River at Tangle,verde,verde abv horseshoe,6/4/2007,22.0,
1403,Havasu 1,Havasu lake Sample,,Havasu 1,6/4/2007,0.0,
1404,Havasu 2,Havasu lake Sample,,Havasu 2,6/4/2007,,
1405,R3,Waddell Canal,cap,waddell canal,7/9/2007,2.6,
1406,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/9/2007,5.5,
1407,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/9/2007,3.0,
1408,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/9/2007,,
1409,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/9/2007,5.4,
1410,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/9/2007,6.7,
1411,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/9/2007,1.0,
1412,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/9/2007,5.9,
1413,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/9/2007,0.8,
1414,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/9/2007,6.0,
1415,R19,Val Vista WTP treated water,srp,val vista-treated,7/9/2007,0.8,
1416,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,7/9/2007,1.2,
1417,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/9/2007,6.7,
1418,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/9/2007,6.2,
1419,R25,verde river at beeline highway,verde,verde @ beeline,7/9/2007,16.7,
1420,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/9/2007,5.7,
1421,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/9/2007,6.3,
1422,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/9/2007,3.6,
1423,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/9/2007,0.1,
1424,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/9/2007,6.1,
1425,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/9/2007,3.3,
1426,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/9/2007,5.8,
1427,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/9/2007,6.8,
1428,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/9/2007,6.3,
1429,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/9/2007,3.5,
1430,Green In,Greenway WTP Inlet,srp,Green In,7/9/2007,6.8,
1431,Green Out,Greenway WTP Outlet,srp,Green Out,7/9/2007,0.0,
1432,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/9/2007,5.0,
1433,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/9/2007,5.0,
1434,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/9/2007,28.5,
1435,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/9/2007,25.9,
1436,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/9/2007,8.5,
1437,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/9/2007,9.2,
1438,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/9/2007,5.8,
1439,R20,Verde River at Tangle,verde,verde abv horseshoe,7/9/2007,30.2,
1440,Havasu 1,Havasu lake Sample,,Havasu 1,7/9/2007,2.7,
1441,Havasu 2,Havasu lake Sample,,Havasu 2,7/9/2007,,
1442,R3,Waddell Canal,cap,waddell canal,8/6/2007,3.4,
1443,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/6/2007,6.3,
1444,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/6/2007,3.4,
1445,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/6/2007,6.4,
1446,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/6/2007,6.5,
1447,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/6/2007,7.1,
1448,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/6/2007,0.7,
1449,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/6/2007,6.9,
1450,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/6/2007,1.7,
1451,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/6/2007,7.0,
1452,R19,Val Vista WTP treated water,srp,val vista-treated,8/6/2007,1.3,
1453,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,8/6/2007,1.0,
1454,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/6/2007,5.2,
1455,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/6/2007,6.0,
1456,R25,verde river at beeline highway,verde,verde @ beeline,8/6/2007,15.4,
1457,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/6/2007,5.2,
1458,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/6/2007,5.5,
1459,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/6/2007,3.8,
1460,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/6/2007,0.0,
1461,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/6/2007,6.8,
1462,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/6/2007,1.6,
1463,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/6/2007,5.3,
1464,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/6/2007,4.9,
1465,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/6/2007,7.7,
1466,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/6/2007,2.6,
1467,Green In,Greenway WTP Inlet,srp,Green In,8/6/2007,6.5,
1468,Green Out,Greenway WTP Outlet,srp,Green Out,8/6/2007,2.8,
1469,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/6/2007,4.1,
1470,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/6/2007,3.4,
1471,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/6/2007,25.5,
1472,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/6/2007,15.5,
1473,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/6/2007,6.7,
1474,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,8/6/2007,6.3,
1475,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/6/2007,5.9,
1476,R20,Verde River at Tangle,verde,verde abv horseshoe,8/6/2007,28.9,
1477,Havasu 1,Havasu lake Sample,,Havasu 1,8/6/2007,1.7,
1478,Havasu 2,Havasu lake Sample,,Havasu 2,8/6/2007,,
1479,R3,Waddell Canal,cap,waddell canal,9/10/2007,3.7,
1480,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/10/2007,6.4,
1481,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/10/2007,2.7,
1482,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/10/2007,,
1483,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/10/2007,5.3,
1484,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/10/2007,5.2,
1485,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/10/2007,0.5,
1486,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/10/2007,4.9,
1487,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/10/2007,0.2,
1488,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/10/2007,6.3,
1489,R19,Val Vista WTP treated water,srp,val vista-treated,9/10/2007,0.8,
1490,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,9/10/2007,1.0,
1491,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/10/2007,5.2,
1492,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/10/2007,6.0,
1493,R25,verde river at beeline highway,verde,verde @ beeline,9/10/2007,14.4,
1494,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/10/2007,5.2,
1495,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/10/2007,5.5,
1496,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/10/2007,2.9,
1497,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/10/2007,0.1,
1498,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/10/2007,6.5,
1499,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/10/2007,2.1,
1500,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/10/2007,6.5,
1501,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/10/2007,5.8,
1502,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,9/10/2007,6.9,
1503,SPT Out,Tempe's South Plant treated water,tempe,STP Out,9/10/2007,2.2,
1504,Green In,Greenway WTP Inlet,srp,Green In,9/10/2007,,
1505,Green Out,Greenway WTP Outlet,srp,Green Out,9/10/2007,,
1506,Glen In,Glendale WTP Inlet,srp,Glen In,9/10/2007,5.2,
1507,Glen Out,Glendale WTP Outlet,srp,Glen Out,9/10/2007,2.0,
1508,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/10/2007,4.8,
1509,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/10/2007,2.8,
1510,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/10/2007,25.7,
1511,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/10/2007,19.2,
1512,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/10/2007,5.8,
1513,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,9/10/2007,6.6,
1514,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/10/2007,5.9,
1515,R20,Verde River at Tangle,verde,verde abv horseshoe,9/10/2007,32.6,
1516,Havasu 1,Havasu lake Sample,,Havasu 1,9/10/2007,1.7,
1517,Havasu 2,Havasu lake Sample,,Havasu 2,9/10/2007,,
1518,R3,Waddell Canal,cap,waddell canal,10/8/2007,2.7,
1519,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/8/2007,5.2,
1520,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/8/2007,2.7,
1521,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/8/2007,8.2,
1522,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/8/2007,7.6,
1523,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/8/2007,7.9,
1524,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/8/2007,0.0,
1525,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/8/2007,12.8,
1526,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/8/2007,5.2,
1527,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/8/2007,,
1528,R19,Val Vista WTP treated water,srp,val vista-treated,10/8/2007,,
1529,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,10/8/2007,,
1530,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/8/2007,10.7,
1531,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/8/2007,9.1,
1532,R25,verde river at beeline highway,verde,verde @ beeline,10/8/2007,8.5,
1533,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/8/2007,13.5,
1534,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/8/2007,9.1,
1535,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/8/2007,3.0,
1536,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/8/2007,0.0,
1537,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/8/2007,7.9,
1538,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/8/2007,0.9,
1539,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/8/2007,,
1540,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/8/2007,,
1541,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/8/2007,,
1542,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/8/2007,,
1543,Green In,Greenway WTP Inlet,srp,Green In,10/8/2007,,
1544,Green Out,Greenway WTP Outlet,srp,Green Out,10/8/2007,,
1545,Glen In,Glendale WTP Inlet,srp,Glen In,10/8/2007,17.6,
1546,Glen Out,Glendale WTP Outlet,srp,Glen Out,10/8/2007,12.0,
1547,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/8/2007,3.7,
1548,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/8/2007,3.4,
1549,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/8/2007,22.6,
1550,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/8/2007,22.1,
1551,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/8/2007,5.1,
1552,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/8/2007,5.4,
1553,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/8/2007,5.4,
1554,R20,Verde River at Tangle,verde,verde abv horseshoe,10/8/2007,22.0,
1555,Havasu 1,Havasu lake Sample,,Havasu 1,10/8/2007,3.4,
1556,Havasu 2,Havasu lake Sample,,Havasu 2,10/8/2007,,
1557,R3,Waddell Canal,cap,waddell canal,11/12/2007,2.0,
1558,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/12/2007,6.6,
1559,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/12/2007,2.2,
1560,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/12/2007,20.3,
1561,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/12/2007,8.3,
1562,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/12/2007,5.7,
1563,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/12/2007,0.8,
1564,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/12/2007,4.3,
1565,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/12/2007,0.5,
1566,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/12/2007,,
1567,R19,Val Vista WTP treated water,srp,val vista-treated,11/12/2007,,
1568,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,11/12/2007,,
1569,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/12/2007,4.5,
1570,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/12/2007,4.5,
1571,R25,verde river at beeline highway,verde,verde @ beeline,11/12/2007,21.6,
1572,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/12/2007,7.2,
1573,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/12/2007,5.7,
1574,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/12/2007,3.0,
1575,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/12/2007,0.4,
1576,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/12/2007,4.7,
1577,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/12/2007,1.8,
1578,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/12/2007,4.6,
1579,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/12/2007,5.0,
1580,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/12/2007,,
1581,SPT Out,Tempe's South Plant treated water,tempe,STP Out,11/12/2007,,
1582,Green In,Greenway WTP Inlet,srp,Green In,11/12/2007,,
1583,Green Out,Greenway WTP Outlet,srp,Green Out,11/12/2007,,
1584,Glen In,Glendale WTP Inlet,srp,Glen In,11/12/2007,1.9,
1585,Glen Out,Glendale WTP Outlet,srp,Glen Out,11/12/2007,1.9,
1586,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/12/2007,4.4,
1587,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/12/2007,3.8,
1588,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/12/2007,26.2,
1589,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/12/2007,25.0,
1590,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/12/2007,6.3,
1591,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,11/12/2007,6.5,
1592,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/12/2007,6.1,
1593,R20,Verde River at Tangle,verde,verde abv horseshoe,11/12/2007,30.0,
1594,Havasu 1,Havasu lake Sample,,Havasu 1,11/12/2007,2.9,
1595,Havasu 2,Havasu lake Sample,,Havasu 2,11/12/2007,,
1596,R3,Waddell Canal,cap,waddell canal,12/3/2007,2.5,
1597,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/3/2007,7.1,
1598,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/3/2007,2.9,
1599,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/3/2007,7.6,
1600,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/3/2007,6.5,
1601,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/3/2007,5.1,
1602,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/3/2007,0.2,
1603,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/3/2007,7.4,
1604,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/3/2007,0.9,
1605,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/3/2007,7.6,
1606,R19,Val Vista WTP treated water,srp,val vista-treated,12/3/2007,0.5,
1607,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,12/3/2007,1.2,
1608,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/3/2007,6.4,
1609,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/3/2007,5.8,
1610,R25,verde river at beeline highway,verde,verde @ beeline,12/3/2007,17.2,
1611,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/3/2007,5.1,
1612,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/3/2007,6.6,
1613,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/3/2007,1.6,
1614,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/3/2007,0.0,
1615,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/3/2007,8.0,
1616,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/3/2007,0.6,
1617,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/3/2007,7.3,
1618,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/3/2007,7.4,
1619,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/3/2007,6.2,
1620,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/3/2007,1.3,
1621,Green In,Greenway WTP Inlet,srp,Green In,12/3/2007,,
1622,Green Out,Greenway WTP Outlet,srp,Green Out,12/3/2007,,
1623,Glen In,Glendale WTP Inlet,srp,Glen In,12/3/2007,7.3,
1624,Glen Out,Glendale WTP Outlet,srp,Glen Out,12/3/2007,0.9,
1625,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/3/2007,4.6,
1626,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/3/2007,2.9,
1627,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/3/2007,26.9,
1628,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/3/2007,26.1,
1629,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/3/2007,6.3,
1630,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/3/2007,5.1,
1631,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/3/2007,6.2,
1632,R20,Verde River at Tangle,verde,verde abv horseshoe,12/3/2007,,
1633,Havasu 1,Havasu lake Sample,,Havasu 1,12/3/2007,2.0,
1634,Havasu 2,Havasu lake Sample,,Havasu 2,12/3/2007,,
1667,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/7/2008,3.6,
1668,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/7/2008,4.1,
1669,R20,Verde River at Tangle,verde,verde abv horseshoe,1/7/2008,,
1670,Havasu 1,Havasu lake Sample,,Havasu 1,1/7/2008,,
1671,Havasu 2,Havasu lake Sample,,Havasu 2,1/7/2008,,
1672,R3,Waddell Canal,cap,waddell canal,2/4/2008,0.0,
1673,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/4/2008,3.2,
1674,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/4/2008,,
1675,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/4/2008,8.3,
1676,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/4/2008,8.1,
1677,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/4/2008,8.3,
1678,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/4/2008,0.0,
1679,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/4/2008,7.7,
1680,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/4/2008,0,
1681,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/4/2008,9.2,
1682,R19,Val Vista WTP treated water,srp,val vista-treated,2/4/2008,0.0,
1683,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,2/4/2008,,
1684,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/4/2008,8.6,
1685,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/4/2008,8.4,
1686,R25,verde river at beeline highway,verde,verde @ beeline,2/4/2008,8.3,
1687,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/4/2008,8.5,
1688,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/4/2008,8.4,
1689,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/4/2008,0.0,
1690,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/4/2008,0.0,
1691,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/4/2008,,
1692,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/4/2008,,
1693,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/4/2008,8.9,
1694,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/4/2008,8.9,
1695,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/4/2008,7.4,
1696,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/4/2008,0,
1697,Glen In,Glendale WTP Inlet,srp,Glen In,2/4/2008,7.6,
1698,Glen Out,Glendale WTP Outlet,srp,Glen Out,2/4/2008,0.0,
1699,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/4/2008,2.8,
1700,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/4/2008,2.8,
1701,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/4/2008,9.7,
1702,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/4/2008,9.6,
1703,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/4/2008,3.8,
1704,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,2/4/2008,3.8,
1705,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/4/2008,3.4,
1706,R20,Verde River at Tangle,verde,verde abv horseshoe,2/4/2008,,
1707,Havasu 1,Havasu lake Sample,,Havasu 1,2/4/2008,,
1708,Havasu 2,Havasu lake Sample,,Havasu 2,2/4/2008,,
1973,R19,Val Vista WTP treated water,srp,val vista-treated,10/7/2008,0.5,
1974,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,10/7/2008,0.6,
1975,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/7/2008,4.5,
1976,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/7/2008,4.4,
1977,R25,verde river at beeline highway,verde,verde @ beeline,10/7/2008,8.3,
