ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
1978,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/7/2008,4.4,
1979,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/7/2008,3.6,
1980,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/7/2008,1.9,
1981,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/7/2008,0.1,
1982,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/7/2008,4.2,
1983,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/7/2008,1.5,
1984,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,10/7/2008,4.6,
1985,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/7/2008,4.1,
1986,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,10/7/2008,4.9,
1987,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,10/7/2008,1.7,
1988,Glen In,Glen In,srp,Glen In,10/7/2008,4.1,
1989,Glen Out,Glendale WTP Outlet,srp,Glen Out,10/7/2008,1.7,
1990,Green In,Greenway WTP Inlet,srp,Green In,10/7/2008,4.5,
1991,Green Out,Greenway WTP Outlet,srp,Green Out,10/7/2008,1.7,
1992,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/7/2008,2.3,
1993,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/7/2008,2.9,
1994,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/7/2008,9.0,
1995,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/7/2008,7.9,
1996,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/7/2008,3.8,
1997,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/7/2008,3.8,
1998,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/7/2008,3.5,
1999,R20,Verde River at Tangle,verde,verde abv horseshoe,10/7/2008,30.7,
2000,Havasu 1,Havasu lake Sample,,Havasu 1,10/7/2008,1.6,
2001,R3,Waddell Canal,cap,waddell canal,11/4/2008,1.2,
2002,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/4/2008,,
2003,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/4/2008,1.5,
2004,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/4/2008,9.0,
2005,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/4/2008,4.1,
2006,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/4/2008,7.5,
2007,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/4/2008,0.8,
2008,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/4/2008,6.6,
2009,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/4/2008,,
2010,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/4/2008,8.4,
2011,R19,Val Vista WTP treated water,srp,val vista-treated,11/4/2008,1.6,
2012,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,11/4/2008,,
2013,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/4/2008,6.9,
2014,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/4/2008,7.7,
2015,R25,verde river at beeline highway,verde,verde @ beeline,11/4/2008,9.4,
2016,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/4/2008,7.4,
2017,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/4/2008,7.3,
2018,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/4/2008,1.4,
2019,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/4/2008,0.1,
2020,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/4/2008,7.2,
2021,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/4/2008,3.1,
2022,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/4/2008,8.5,
2023,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/4/2008,,
2024,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,11/4/2008,,
2025,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,11/4/2008,,
2026,Glen In,Glen In,srp,Glen In,11/4/2008,7.2,
2027,Glen Out,Glendale WTP Outlet,srp,Glen Out,11/4/2008,2.7,
2028,Green In,Greenway WTP Inlet,srp,Green In,11/4/2008,8.3,
2029,Green Out,Greenway WTP Outlet,srp,Green Out,11/4/2008,3.4,
2030,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/4/2008,2.4,
2031,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/4/2008,2.4,
2032,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/4/2008,9.6,
2033,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/4/2008,9.9,
2034,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/4/2008,3.3,
2035,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,11/4/2008,3.7,
2036,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/4/2008,3.5,
2037,R20,Verde River at Tangle,verde,verde abv horseshoe,11/4/2008,27.6,
2038,Havasu 1,Havasu lake Sample,,Havasu 1,11/4/2008,1.7,
2039,R3,Waddell Canal,cap,waddell canal,12/2/2008,2.2,
2040,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/2/2008,,
2041,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/2/2008,,
2042,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/2/2008,7.3,
2043,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/2/2008,7.3,
2044,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/2/2008,7.8,
2045,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/2/2008,0.9,
2046,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/2/2008,6.3,
2047,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/2/2008,0.8,
2048,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/2/2008,,
2049,R19,Val Vista WTP treated water,srp,val vista-treated,12/2/2008,,
2050,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,12/2/2008,,
2051,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/2/2008,7.2,
2052,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/2/2008,7.3,
2053,R25,verde river at beeline highway,verde,verde @ beeline,12/2/2008,7.9,
2054,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/2/2008,7.3,
2055,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/2/2008,7.7,
2056,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/2/2008,1.3,
2057,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/2/2008,0.2,
2058,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/2/2008,7.8,
2059,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/2/2008,1.9,
2060,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/2/2008,,
2061,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/2/2008,,
2062,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,12/2/2008,,
2063,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,12/2/2008,,
2064,Glen In,Glen In,srp,Glen In,12/2/2008,6.8,
2065,Glen Out,Glendale WTP Outlet,srp,Glen Out,12/2/2008,1.8,
2066,Green In,Greenway WTP Inlet,srp,Green In,12/2/2008,6.4,
2067,Green Out,Greenway WTP Outlet,srp,Green Out,12/2/2008,1.5,
2068,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/2/2008,4.5,
2069,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/2/2008,4.5,
2070,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/2/2008,8.1,
2071,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/2/2008,8.0,
2072,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/2/2008,3.1,
2073,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/2/2008,2.7,
2074,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/2/2008,2.9,
2075,R20,Verde River at Tangle,verde,verde abv horseshoe,12/2/2008,18.7,
2076,Havasu 1,Havasu lake Sample,,Havasu 1,12/2/2008,,
2077,R3,Waddell Canal,cap,waddell canal,1/5/2009,2.8,
2078,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/5/2009,,
2079,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/5/2009,,
2080,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/5/2009,9.1,
2081,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/5/2009,8.7,
2082,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/5/2009,8.2,
2083,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/5/2009,1.9,
2084,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/5/2009,7.3,
2085,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/5/2009,1.8,
2086,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/5/2009,10.4,
2087,R19,Val Vista WTP treated water,srp,val vista-treated,1/5/2009,,
2088,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,1/5/2009,,
2089,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/5/2009,7,
2090,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/5/2009,7.5,
2091,R25,verde river at beeline highway,verde,verde @ beeline,1/5/2009,14.3,
2092,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/5/2009,6.9,
2093,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/5/2009,7.1,
2094,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/5/2009,3.6,
2095,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/5/2009,0.2,
2096,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/5/2009,,
2097,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/5/2009,,
2098,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/5/2009,,
2099,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/5/2009,10.3,
2100,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,1/5/2009,10.5,
2101,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,1/5/2009,5.2,
2102,Glen In,Glen In,srp,Glen In,1/5/2009,7.9,
2103,Glen Out,Glendale WTP Outlet,srp,Glen Out,1/5/2009,5.7,
2104,Green In,Greenway WTP Inlet,srp,Green In,1/5/2009,,
2105,Green Out,Greenway WTP Outlet,srp,Green Out,1/5/2009,,
2106,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/5/2009,4.2,
2107,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/5/2009,4.4,
2108,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/5/2009,15.5,
2109,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/5/2009,15.5,
2110,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/5/2009,5.7,
2111,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/5/2009,5.7,
2112,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/5/2009,5.5,
2113,R20,Verde River at Tangle,verde,verde abv horseshoe,1/5/2009,,
2114,Havasu 1,Havasu lake Sample,,Havasu 1,1/5/2009,3.1,
2115,R3,Waddell Canal,cap,waddell canal,2/2/2009,2.8,
2116,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/2/2009,5.5,
2117,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/2/2009,,
2118,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/2/2009,7.1,
2119,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/2/2009,7.6,
2120,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/2/2009,7.2,
2121,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/2/2009,1.2,
2122,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/2/2009,8.4,
2123,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/2/2009,1.4,
2124,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/2/2009,8.1,
2125,R19,Val Vista WTP treated water,srp,val vista-treated,2/2/2009,,
2126,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,2/2/2009,,
2127,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/2/2009,7.4,
2128,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/2/2009,7.7,
2129,R25,verde river at beeline highway,verde,verde @ beeline,2/2/2009,14.2,
2130,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/2/2009,7.3,
2131,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/2/2009,6.0,
2132,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/2/2009,2.3,
2133,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/2/2009,0.5,
2134,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/2/2009,,
2135,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/2/2009,,
2136,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/2/2009,7.7,
2137,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/2/2009,7.8,
2138,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,2/2/2009,7.3,
2139,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,2/2/2009,3.7,
2140,Glen In,Glen In,srp,Glen In,2/2/2009,8.1,
2141,Glen Out,Glendale WTP Outlet,srp,Glen Out,2/2/2009,2.9,
2142,Green In,Greenway WTP Inlet,srp,Green In,2/2/2009,,
2143,Green Out,Greenway WTP Outlet,srp,Green Out,2/2/2009,,
2144,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/2/2009,2.9,
2145,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/2/2009,3.1,
2146,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/2/2009,15.0,
2147,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/2/2009,14.5,
2148,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/2/2009,5.3,
2149,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,2/2/2009,5.5,
2150,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/2/2009,5.2,
2151,R20,Verde River at Tangle,verde,verde abv horseshoe,2/2/2009,8.5,
2152,Havasu 1,Havasu lake Sample,,Havasu 1,2/2/2009,2.5,
2153,R3,Waddell Canal,cap,waddell canal,3/2/2009,,
2154,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/2/2009,5.7,
2155,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/2/2009,,
2156,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/2/2009,6.6,
2157,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/2/2009,6.8,
2158,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/2/2009,,
2159,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/2/2009,6.3,
2160,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/2/2009,7.0,
2161,R17,Deer Valley WTP treated water,srp,deer valley-treated,3/2/2009,3.3,
2162,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,3/2/2009,0.0,
2163,R19,Val Vista WTP treated water,srp,val vista-treated,3/2/2009,,
2164,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,3/2/2009,,
2165,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/2/2009,5.5,
2166,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/2/2009,5.7,
2167,R25,verde river at beeline highway,verde,verde @ beeline,3/2/2009,14.3,
2168,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/2/2009,6.0,
2169,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/2/2009,5.7,
2170,UH In,Union Hills Inlet,cap,Union Hills Inlet,3/2/2009,1.8,
2171,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,3/2/2009,0.0,
2172,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/2/2009,,
2173,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,3/2/2009,,
2174,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/2/2009,1.7,
2175,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/2/2009,5.5,
2176,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,3/2/2009,5.3,
2177,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,3/2/2009,5.7,
2178,Glen In,Glen In,srp,Glen In,3/2/2009,0.0,
2179,Glen Out,Glendale WTP Outlet,srp,Glen Out,3/2/2009,,
2180,Green In,Greenway WTP Inlet,srp,Green In,3/2/2009,5.0,
2181,Green Out,Greenway WTP Outlet,srp,Green Out,3/2/2009,1.0,
2182,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/2/2009,,
2183,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/2/2009,,
2184,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/2/2009,13.6,
2185,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/2/2009,13.3,
2186,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/2/2009,5.8,
2187,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,3/2/2009,5.2,
2188,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/2/2009,5.9,
2189,R20,Verde River at Tangle,verde,verde abv horseshoe,3/2/2009,,
2190,Havasu 1,Havasu lake Sample,,Havasu 1,3/2/2009,,
2070,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/1/2009,9.0,
2071,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/1/2009,7.0,
2072,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/1/2009,3.4,
2073,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,6/1/2009,3.5,
2074,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/1/2009,4.6,
2075,R20,Verde River at Tangle,verde,verde abv horseshoe,6/1/2009,,
2076,Havasu 1,Havasu lake Sample,,Havasu 1,6/1/2009,,
2191,R3,Waddell Canal,cap,waddell canal,4/6/2009,1.3,
2192,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/6/2009,3.7,
2193,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/6/2009,,
2194,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/6/2009,3.6,
2195,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/6/2009,1.3,
2196,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/6/2009,3.9,
2197,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/6/2009,0.7,
2198,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/6/2009,3.1,
2199,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/6/2009,0.6,
2200,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/6/2009,3.6,
2201,R19,Val Vista WTP treated water,srp,val vista-treated,4/6/2009,,
2202,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,4/6/2009,,
2203,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/6/2009,3.8,
2204,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/6/2009,3.9,
2205,R25,verde river at beeline highway,verde,verde @ beeline,4/6/2009,7.3,
2206,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/6/2009,3.2,
2207,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/6/2009,3.4,
2208,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/6/2009,1.0,
2209,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/6/2009,0.2,
2210,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/6/2009,,
2211,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/6/2009,,
2212,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/6/2009,3.3,
2213,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/6/2009,3.1,
2214,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,4/6/2009,3.7,
2215,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,4/6/2009,1.8,
2216,Glen In,Glen In,srp,Glen In,4/6/2009,3.7,
2217,Glen Out,Glendale WTP Outlet,srp,Glen Out,4/6/2009,,
2218,Green In,Greenway WTP Inlet,srp,Green In,4/6/2009,3.6,
2219,Green Out,Greenway WTP Outlet,srp,Green Out,4/6/2009,0.9,
2220,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/6/2009,2.9,
2221,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/6/2009,2.4,
2222,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/6/2009,7.7,
2223,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/6/2009,7.9,
2224,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/6/2009,2.9,
2225,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,4/6/2009,3.3,
2226,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/6/2009,3.1,
2575,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/1/2010,4.8,
2576,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/1/2010,4.3,
2577,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/1/2010,0.0,
2578,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/1/2010,,
2579,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/1/2010,,
2580,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/1/2010,4.3,
2581,R19,Val Vista WTP treated water,srp,val vista-treated,2/1/2010,0.4,
2582,R19,Val Vista WTP treated water-West,srp,val vista-treated-West,2/1/2010,,
2583,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/1/2010,5.2,
2584,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/1/2010,5.8,
2585,R25,verde river at beeline highway,verde,verde @ beeline,2/1/2010,7.3,
2586,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/1/2010,5.2,
2587,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/1/2010,5.8,
2588,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/1/2010,1.4,
2589,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/1/2010,0.0,
2590,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/1/2010,,
2591,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/1/2010,,
2592,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/1/2010,2.0,
2593,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/1/2010,5.0,
2594,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,SPT In,2/1/2010,4.8,
2595,SPT Out,Tempe's South Plant treated water,tempe,SPT Out,2/1/2010,1.7,
2596,Glen In,Glen In,srp,Glen In,2/1/2010,5.0,
2597,Glen Out,Glendale WTP Outlet,srp,Glen Out,2/1/2010,,
2598,Green In,Greenway WTP Inlet,srp,Green In,2/1/2010,,
2599,Green Out,Greenway WTP Outlet,srp,Green Out,2/1/2010,,
2600,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/1/2010,2.8,
2601,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/1/2010,2.5,
2602,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/1/2010,7.7,
2603,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/1/2010,8.7,
2604,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/1/2010,3.8,
2605,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,2/1/2010,4.1,
2606,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/1/2010,3.7,
2607,R20,Verde River at Tangle,verde,verde abv horseshoe,2/1/2010,14.8,
2608,Havasu 1,Havasu lake Sample,,Havasu 1,2/1/2010,,
2609,R3,Waddell Canal,cap,waddell canal,3/1/2010,2.1,
2610,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/1/2010,3.0,
2611,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/1/2010,,
2612,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/1/2010,4.6,
2613,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/1/2010,4.7,
2614,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/1/2010,5.5,
2615,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/1/2010,0.2,
2616,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/1/2010,4.5,
2227,R20,Verde River at Tangle,verde,verde abv horseshoe,4/6/2009,16.1,
2228,Havasu 1,Havasu lake Sample,,Havasu 1,4/6/2009,1.8,
2066,Green In,Greenway WTP Inlet,srp,Green In,5/4/2009,6.7,
2067,Green Out,Greenway WTP Outlet,srp,Green Out,5/4/2009,1.4,
