ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments,Field1
2910,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","12/15/03 00:00:00","12/15/03 00:00:00",,,,,,,,,,,,,
2911,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","12/15/03 00:00:00","12/15/03 00:00:00",,,,,,,,,,,,,
2912,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","12/15/03 00:00:00","12/15/03 00:00:00",,,,,,,,,,,,,
2913,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","12/15/03 00:00:00","12/15/03 00:00:00",,,,,,,,,,,,,
2914,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","12/15/03 00:00:00","12/15/03 00:00:00",,,,,,,,,,,,,
2915,"R3","Waddell Canal","cap","waddell canal","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2916,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/20/04 00:00:00","01/20/04 00:00:00",,,2.52,0.0375,1.5,,,,,,,,
2917,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/20/04 00:00:00","01/20/04 00:00:00",,,2.31,0.0226,1,,,,,,,,
2918,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/20/04 00:00:00","01/20/04 00:00:00",,,2.66,0.0387,1.5,,,,,,,,
2919,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2920,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2921,"R19","Val Vista WTP treated water","srp","val vista-treated","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2922,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","01/20/04 00:00:00","01/20/04 00:00:00",,,1.06,0.0217,2,,,,,,,,
2923,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","01/20/04 00:00:00","01/20/04 00:00:00",,,0.5600000000000001,0.0132,2.4,,,,,,,,
2924,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","01/20/04 00:00:00","01/20/04 00:00:00",,,0.53,0.008999999999999999,1.7,,,,,,,,
2925,"R25","verde river at beeline highway","verde","verde @ beeline","01/20/04 00:00:00","01/20/04 00:00:00",,,2.13,0.0532,2.5,,,,,,,,
2926,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","01/20/04 00:00:00","01/20/04 00:00:00",,,2.44,0.0524,2.1,,,,,,,,
2927,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","01/20/04 00:00:00","01/20/04 00:00:00",,,1.7,0.045,2.7,,,,,,,,
2928,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","01/20/04 00:00:00","01/20/04 00:00:00",,,2.02,0.0437,2.2,,,,,,,,
2929,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","01/20/04 00:00:00","01/20/04 00:00:00",,,2.49,0.0398,1.6,,,,,,,,
2930,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","01/20/04 00:00:00","01/20/04 00:00:00",,,2.01,0.0288,1.4,,,,,,,,
2931,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","01/20/04 00:00:00","01/20/04 00:00:00",,,2.32,0.0366,1.6,,,,,,,,
2932,"R17","Deer Valley WTP treated water","srp","deer valley-treated","01/20/04 00:00:00","01/20/04 00:00:00",,,2.11,0.0162,0.8,,,,,,,,
2933,"Green In","Greenway WTP Inlet","srp","Green In","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2934,"Green Out","Greenway WTP Outlet","srp","Green Out","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2935,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2936,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2937,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2938,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2939,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2940,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2941,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","01/20/04 00:00:00","01/20/04 00:00:00",,3.72,3.79,0.07099999999999999,1.9,,,,,,,,
2942,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","01/20/04 00:00:00","01/20/04 00:00:00",,3.75,3.63,0.0692,1.9,,,,,,,,
2943,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/20/04 00:00:00","01/20/04 00:00:00",,3.64,3.92,0.0697,1.8,,,,,,,,
2944,"R20","Verde River at Tangle","verde","verde abv horseshoe","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2945,"Havasu 1","Havasu lake Sample",,"Havasu 1","01/20/04 00:00:00","01/20/04 00:00:00",,,2.41,0.037,1.5,,,,,,,,
2946,"Havasu 2","Havasu lake Sample",,"Havasu 2","01/20/04 00:00:00","01/20/04 00:00:00",,,2.37,0.0372,1.6,,,,,,,,
2947,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2948,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2949,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2950,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2951,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2952,"R1","CAP canal above Waddell Canal","cap","cap-siphon","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2953,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2954,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2955,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2956,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2957,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2958,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2959,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","01/20/04 00:00:00","01/20/04 00:00:00",,,,,,,,,,,,,
2960,"R3","Waddell Canal","cap","waddell canal","02/17/04 00:00:00","02/17/04 00:00:00",,,2.76,0.0307,1.1,,,,,,,,
2961,"UH In","Union Hills Inlet","cap","Union Hills Inlet","02/17/04 00:00:00","02/17/04 00:00:00",,,2.58,0.0317,1.2,,,,,,,,
2962,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","02/17/04 00:00:00","02/17/04 00:00:00",,,2.45,0.0158,0.6,,,,,,,,
2963,"R11","CAP Canal at Cross-connect","cap","cap @ x con","02/17/04 00:00:00","02/17/04 00:00:00",,,2.68,0.0322,1.2,,,,,,,,
2964,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","02/17/04 00:00:00","02/17/04 00:00:00",,,2.43,0.0504,2.1,,,,,,,,
2965,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","02/17/04 00:00:00","02/17/04 00:00:00",,,2.34,0.0377,1.6,,,,,,,,
2966,"R19","Val Vista WTP treated water","srp","val vista-treated","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2967,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","02/17/04 00:00:00","02/17/04 00:00:00",,,2.05,0.0279,1.4,,,,,,,,
2968,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","02/17/04 00:00:00","02/17/04 00:00:00",,,0.78,0.0065,0.8,,,,,,,,
2969,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","02/17/04 00:00:00","02/17/04 00:00:00",,,0.79,0.0023,0.3,,,,,,,,
2970,"R25","verde river at beeline highway","verde","verde @ beeline","02/17/04 00:00:00","02/17/04 00:00:00",,,2.61,0.0494,1.9,,,,,,,,
2971,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","02/17/04 00:00:00","02/17/04 00:00:00",,,2.8,0.0441,1.6,,,,,,,,
2972,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","02/17/04 00:00:00","02/17/04 00:00:00",,,2.47,0.0491,2,,,,,,,,
2973,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","02/17/04 00:00:00","02/17/04 00:00:00",,,2.49,0.0411,1.7,,,,,,,,
2974,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","02/17/04 00:00:00","02/17/04 00:00:00",,,2.5,0.0406,1.6,,,,,,,,
2975,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","02/17/04 00:00:00","02/17/04 00:00:00",,,2.17,0.0161,0.7,,,,,,,,
2976,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","02/17/04 00:00:00","02/17/04 00:00:00",,,2.66,0.0414,1.6,,,,,,,,
2977,"R17","Deer Valley WTP treated water","srp","deer valley-treated","02/17/04 00:00:00","02/17/04 00:00:00",,,2.08,0.0115,0.6,,,,,,,,
2978,"Green In","Greenway WTP Inlet","srp","Green In","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2979,"Green Out","Greenway WTP Outlet","srp","Green Out","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2980,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2981,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2982,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","02/17/04 00:00:00","02/17/04 00:00:00",,3.03,3.09,0.0345,1.1,,,,,,,,
2983,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","02/17/04 00:00:00","02/17/04 00:00:00",,3.03,2.94,0.0342,1.2,,,,,,,,
2984,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2985,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2986,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","02/17/04 00:00:00","02/17/04 00:00:00",,4.08,3.89,0.064,1.6,,,,,,,,
2987,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","02/17/04 00:00:00","02/17/04 00:00:00",,4.16,3.82,0.06270000000000001,1.6,,,,,,,,
2988,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","02/17/04 00:00:00","02/17/04 00:00:00",,4.2,3.86,0.0633,1.6,,,,,,,,
2989,"R20","Verde River at Tangle","verde","verde abv horseshoe","02/26/04 00:00:00","02/26/04 00:00:00",,0.84,0.91,0.0186,2.1,,,,,,,,
2990,"Havasu 1","Havasu lake Sample",,"Havasu 1","02/18/04 00:00:00","02/18/04 00:00:00",,2.827,2.62,0.0313,1.2,,,,,,,,
2991,"Havasu 2","Havasu lake Sample",,"Havasu 2","02/18/04 00:00:00","02/18/04 00:00:00",,2.658,2.59,0.0313,1.2,,,,,,,,
2992,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2993,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2994,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2995,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2996,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2997,"R1","CAP canal above Waddell Canal","cap","cap-siphon","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2998,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
2999,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
3000,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
3001,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
3002,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
3003,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
3004,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","02/17/04 00:00:00","02/17/04 00:00:00",,,,,,,,,,,,,
3005,"R3","Waddell Canal","cap","waddell canal","03/16/04 00:00:00","03/16/04 00:00:00",,,2.75,0.0338,1.2,,,,,,,,
3006,"UH In","Union Hills Inlet","cap","Union Hills Inlet","03/16/04 00:00:00","03/16/04 00:00:00",,,2.59,0.0338,1.3,,,,,,,,
3007,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","03/16/04 00:00:00","03/16/04 00:00:00",,,2.12,0.0154,0.7,,,,,,,,
3008,"R11","CAP Canal at Cross-connect","cap","cap @ x con","03/16/04 00:00:00","03/16/04 00:00:00",,,2.66,0.0345,1.3,,,,,,,,
3009,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","03/16/04 00:00:00","03/16/04 00:00:00",,,2.58,0.0396,1.5,,,,,,,,
3010,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","03/16/04 00:00:00","03/16/04 00:00:00",,,2.51,0.0361,1.4,,,,,,,,
3011,"R19","Val Vista WTP treated water","srp","val vista-treated","03/16/04 00:00:00","03/16/04 00:00:00",,,1.95,0.0184,0.9,,,,,,,,
3012,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3013,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3014,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3015,"R25","verde river at beeline highway","verde","verde @ beeline","03/16/04 00:00:00","03/16/04 00:00:00",,,2.02,0.0422,2.1,,,,,,,,
3016,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","03/16/04 00:00:00","03/16/04 00:00:00",,,3.68,0.0625,1.7,,,,,,,,
3017,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","03/16/04 00:00:00","03/16/04 00:00:00",,,2.45,0.0474,1.9,,,,,,,,
3018,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","03/16/04 00:00:00","03/16/04 00:00:00",,,2.62,0.038,1.5,,,,,,,,
3019,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","03/16/04 00:00:00","03/16/04 00:00:00",,,2.63,0.0428,1.6,,,,,,,,
3020,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3021,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","03/16/04 00:00:00","03/16/04 00:00:00",,,2.56,0.0397,1.6,,,,,,,,
3022,"R17","Deer Valley WTP treated water","srp","deer valley-treated","03/16/04 00:00:00","03/16/04 00:00:00",,,2.07,0.0111,0.5,,,,,,,,
3023,"Green In","Greenway WTP Inlet","srp","Green In","03/16/04 00:00:00","03/16/04 00:00:00",,,2.07,0.03,1.5,,,,,,,,
3024,"Green Out","Greenway WTP Outlet","srp","Green Out","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3025,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","03/16/04 00:00:00","03/16/04 00:00:00",,,2.58,0.0407,1.6,,,,,,,,
3026,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","03/16/04 00:00:00","03/16/04 00:00:00",,,2.1,0.0241,1.1,,,,,,,,
3027,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","03/16/04 00:00:00","03/16/04 00:00:00",,3.03,3.14,0.0406,1.3,,,,,,,,
3028,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","03/16/04 00:00:00","03/16/04 00:00:00",,2.97,3.02,0.038,1.3,,,,,,,,
3029,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","03/16/04 00:00:00","03/16/04 00:00:00",,3,2.98,0.0612,2.1,,,,,,,,
3030,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","03/16/04 00:00:00","03/16/04 00:00:00",,3.03,3.08,0.06759999999999999,2.2,,,,,,,,
3031,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","03/16/04 00:00:00","03/16/04 00:00:00",,4.77,4.59,0.0737,1.6,,,,,,,,
3032,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","03/16/04 00:00:00","03/16/04 00:00:00",,4.34,4.29,0.0716,1.7,,,,,,,,
3033,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","03/16/04 00:00:00","03/16/04 00:00:00",,4.06,3.95,0.06610000000000001,1.7,,,,,,,,
3034,"R20","Verde River at Tangle","verde","verde abv horseshoe","03/29/04 00:00:00","03/29/04 00:00:00",,1.53,1.72,0.0429,2.5,,,,,,,,
3035,"Havasu 1","Havasu lake Sample",,"Havasu 1","03/16/04 00:00:00","03/16/04 00:00:00",,2.77,2.61,0.0355,1.4,,,,,,,,
3036,"Havasu 2","Havasu lake Sample",,"Havasu 2","03/16/04 00:00:00","03/16/04 00:00:00",,2.77,2.66,0.0365,1.4,,,,,,,,
3037,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3038,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3039,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3040,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3041,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3042,"R1","CAP canal above Waddell Canal","cap","cap-siphon","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3043,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3044,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3045,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3046,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3047,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3048,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3049,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","03/16/04 00:00:00","03/16/04 00:00:00",,,,,,,,,,,,,
3050,"R3","Waddell Canal","cap","waddell canal","04/13/04 00:00:00","04/13/04 00:00:00",,,,0.0354,,,,,,,,,
3051,"UH In","Union Hills Inlet","cap","Union Hills Inlet","04/13/04 00:00:00","04/13/04 00:00:00",,,2.55,0.0329,1.3,,,,,,,,
3052,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","04/13/04 00:00:00","04/13/04 00:00:00",,,2.33,0.0192,0.8,,,,,,,,
3053,"R11","CAP Canal at Cross-connect","cap","cap @ x con","04/13/04 00:00:00","04/13/04 00:00:00",,,3.13,0.0347,1.1,,,,,,,,
3054,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","04/13/04 00:00:00","04/13/04 00:00:00",,,2.69,0.0374,1.4,,,,,,,,
3055,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","04/13/04 00:00:00","04/13/04 00:00:00",,,2.5,0.0338,1.4,,,,,,,,
3056,"R19","Val Vista WTP treated water","srp","val vista-treated","04/13/04 00:00:00","04/13/04 00:00:00",,,1.99,0.0224,1.1,,,,,,,,
3057,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","04/13/04 00:00:00","04/13/04 00:00:00",,,,,,,,,,,,,
3058,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","04/13/04 00:00:00","04/13/04 00:00:00",,,,,,,,,,,,,
3059,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","04/13/04 00:00:00","04/13/04 00:00:00",,,,,,,,,,,,,
3060,"R25","verde river at beeline highway","verde","verde @ beeline","04/13/04 00:00:00","04/13/04 00:00:00",,,,,,,,,,,,,
3061,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/13/04 00:00:00","04/13/04 00:00:00",,,3.1,0.0546,1.8,,,,,,,,
3062,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","04/13/04 00:00:00","04/13/04 00:00:00",,,2.25,0.0487,2.2,,,,,,,,
3063,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","04/13/04 00:00:00","04/13/04 00:00:00",,,2.68,0.0373,1.4,,,,,,,,
3064,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","04/13/04 00:00:00","04/13/04 00:00:00",,,2.53,0.042,1.7,,,,,,,,
3065,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","04/13/04 00:00:00","04/13/04 00:00:00",,,,,,,,,,,,,
3066,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","04/13/04 00:00:00","04/13/04 00:00:00",,,2.57,0.0398,1.6,,,,,,,,
3067,"R17","Deer Valley WTP treated water","srp","deer valley-treated","04/13/04 00:00:00","04/13/04 00:00:00",,,2.19,0.0131,0.6,,,,,,,,
3068,"Green In","Greenway WTP Inlet","srp","Green In","04/13/04 00:00:00","04/13/04 00:00:00",,,2.09,0.0294,1.4,,,,,,,,
3069,"Green Out","Greenway WTP Outlet","srp","Green Out","04/13/04 00:00:00","04/13/04 00:00:00",,,1.74,0.0126,0.7,,,,,,,,
3070,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","04/13/04 00:00:00","04/13/04 00:00:00",,,2.58,0.0409,1.6,,,,,,,,
3071,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","04/13/04 00:00:00","04/13/04 00:00:00",,,2.13,0.0236,1.1,,,,,,,,
3072,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","04/13/04 00:00:00","04/13/04 00:00:00",,3.407,3.271,0.0376,1.1,,,,,,,,
3073,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","04/13/04 00:00:00","04/13/04 00:00:00",,3.086,2.914,0.0379,1.3,,,,,,,,
3074,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","04/13/04 00:00:00","04/13/04 00:00:00",,2.846,2.93,0.0588,2,,,,,,,,
3075,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","04/13/04 00:00:00","04/13/04 00:00:00",,2.838,2.96,0.0613,2.1,,,,,,,,
3076,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","04/13/04 00:00:00","04/13/04 00:00:00",,4.427,4.51,0.0698,1.5,,,,,,,,
3077,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","04/13/04 00:00:00","04/13/04 00:00:00",,4.504,4.22,0.0692,1.6,,,,,,,,
3078,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","04/13/04 00:00:00","04/13/04 00:00:00",,4.073,4.08,0.0668,1.6,,,,,,,,
3079,"R20","Verde River at Tangle","verde","verde abv horseshoe","04/13/04 00:00:00","04/13/04 00:00:00",,,,,,,,,,,,,
3080,"Havasu 1","Havasu lake Sample",,"Havasu 1","04/20/04 00:00:00","04/20/04 00:00:00",,2.759,2.66,0.03529,1.3,,,,,,,,
