ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments,Field1
6833,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","01/03/11 00:00:00","01/03/11 00:00:00",,,,,,,,,,,,,
6834,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","01/03/11 00:00:00","01/03/11 00:00:00",,,,,,,,,,,,,
6835,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","01/03/11 00:00:00","01/03/11 00:00:00",,,,,,,,,,,,,
6836,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","01/03/11 00:00:00","01/03/11 00:00:00",,,,,,,,,,,,,
6837,"R3","Waddell Canal","cap","waddell canal","01/31/11 00:00:00","01/31/11 00:00:00",,,2.59,0.041,1.58,,,,,,,,
6838,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/31/11 00:00:00","01/31/11 00:00:00",,,,,0,,,,,,,,
6839,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/31/11 00:00:00","01/31/11 00:00:00",,,2.36,0.027,1.16,,,,,,,,
6840,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/31/11 00:00:00","01/31/11 00:00:00",,,,,0,,,,,,,,
6841,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/31/11 00:00:00","01/31/11 00:00:00",,,2.75,0.078,2.81,,,,,,,,
6842,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/31/11 00:00:00","01/31/11 00:00:00",,,,,0,,,,,,,,
6843,"R19","Val Vista WTP treated water","srp","val vista-treated","01/31/11 00:00:00","01/31/11 00:00:00",,,,,0,,,,,,,,
6470,"UH In","Union Hills Inlet","cap","Union Hills Inlet","05/31/10 00:00:00","05/31/10 00:00:00",,,3.12,0.04,1.32,,,,,,,,
6471,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","05/31/10 00:00:00","05/31/10 00:00:00",,,2.31,0.2,8.539999999999999,,,,,,,,
6472,"R11","CAP Canal at Cross-connect","cap","cap @ x con","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,,,,
6473,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","05/31/10 00:00:00","05/31/10 00:00:00",,,5,0.11,2.26,,,,,,,,
6474,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","05/31/10 00:00:00","05/31/10 00:00:00",,,4.93,0.11,2.27,,,,,,,,
6475,"R19","Val Vista WTP treated water","srp","val vista-treated","05/31/10 00:00:00","05/31/10 00:00:00",,,2.9,0.04,1.36,,,,,,,,
6476,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","05/31/10 00:00:00","05/31/10 00:00:00",,,2.53,0.04,1.41,,,,,,,,
6477,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","05/31/10 00:00:00","05/31/10 00:00:00",,,4.99,0.11,2.24,,,,,,,,
6478,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/31/10 00:00:00","05/31/10 00:00:00",,,4.91,0.11,2.24,,,,,,,,
6479,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","05/31/10 00:00:00","05/31/10 00:00:00",,,3.34,0.05,1.51,,,,,,,,
6480,"R25","verde river at beeline highway","verde","verde @ beeline","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,,,,
6481,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/31/10 00:00:00","05/31/10 00:00:00",,,5.07,0.11,2.22,,,,,,,,
6482,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","05/31/10 00:00:00","05/31/10 00:00:00",,,,,,,,,,,,,
6483,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","05/31/10 00:00:00","05/31/10 00:00:00",,,5.04,0.11,2.24,,,,,,,,
6484,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","05/31/10 00:00:00","05/31/10 00:00:00",,,5.05,0.11,2.23,,,,,,,,
6485,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","05/31/10 00:00:00","05/31/10 00:00:00",,,2.9,0.04,1.31,,,,,,,,
6486,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","05/31/10 00:00:00","05/31/10 00:00:00",,,5.04,0.11,2.18,,,,,,,,
6487,"R17","Deer Valley WTP treated water","srp","deer valley-treated","05/31/10 00:00:00","05/31/10 00:00:00",,,3.34,0.04,1.21,,,,,,,,
6488,"Green In","Greenway WTP Inlet","srp","Green In","05/31/10 00:00:00","05/31/10 00:00:00",,,4.81,0.11,2.24,,,,,,,,
6489,"Green Out","Greenway WTP Outlet","srp","Green Out","05/31/10 00:00:00","05/31/10 00:00:00",,,3.78,0.04,1.08,,,,,,,,
6490,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/31/10 00:00:00","05/31/10 00:00:00",,,5.2,0.11,2.17,,,,,,,,
6319,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","02/01/10 00:00:00","02/01/10 00:00:00",,,4.38,0.105,2.4,,,,,,,,
6320,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","02/01/10 00:00:00","02/01/10 00:00:00",,,4.47,0.113,2.52,,,,,,,,
6321,"Glen In","Glendale WTP Inlet",,"Glen In","02/01/10 00:00:00","02/01/10 00:00:00",,,4.96,0.091,1.83,,,,,,,,
6322,"Glen Out","Glendale WTP Outlet",,"Glen Out","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6323,"R1","CAP canal above Waddell Canal","cap","cap-siphon","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6324,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6325,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6326,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6327,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6328,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6329,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6330,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","02/01/10 00:00:00","02/01/10 00:00:00",,,,,,,,,,,,,
6331,"R3","Waddell Canal","cap","waddell canal","03/01/10 00:00:00","03/01/10 00:00:00",,,2.64,0.046,1.73,,,,,,,,
6332,"UH In","Union Hills Inlet","cap","Union Hills Inlet","03/01/10 00:00:00","03/01/10 00:00:00",,,2.2,0.041,1.57,,,,,,,,
6333,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","03/01/10 00:00:00","03/01/10 00:00:00",,,2.2,0.024,1.09,,,,,,,,
6334,"R11","CAP Canal at Cross-connect","cap","cap @ x con","03/01/10 00:00:00","03/01/10 00:00:00",,,,,,,,,,,,,
6335,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","03/01/10 00:00:00","03/01/10 00:00:00",,,,,,,,,,,,,
6336,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","03/01/10 00:00:00","03/01/10 00:00:00",,,5.23,0.156,2.98,,,,,,,,
6337,"R19","Val Vista WTP treated water","srp","val vista-treated","03/01/10 00:00:00","03/01/10 00:00:00",,,2.12,0.033,1.56,,,,,,,,
6338,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","03/01/10 00:00:00","03/01/10 00:00:00",,,3.93,0.117,2.97,,,,,,,,
6339,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","03/01/10 00:00:00","03/01/10 00:00:00",,,5.25,0.157,3,,,,,,,,
6340,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","03/01/10 00:00:00","03/01/10 00:00:00",,,5.21,0.151,2.91,,,,,,,,
6952,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","04/04/11 00:00:00","04/04/11 00:00:00",,,3.221369051,0.0494,1.53,,,,,,,,
6953,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","04/04/11 00:00:00","04/04/11 00:00:00",,,3.411379998,0.0479,1.4,,,,,,,,
6954,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","04/04/11 00:00:00","04/04/11 00:00:00",,,3.77,0.08699999999999999,2.3,,,,,,,,
6955,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","04/04/11 00:00:00","04/04/11 00:00:00",,,3.38,0.078,2.32,,,,,,,,
6956,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","04/04/11 00:00:00","04/04/11 00:00:00",,,5.41,0.095,1.75,,,,,,,,
6957,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","04/04/11 00:00:00","04/04/11 00:00:00",,,5.25,0.092,1.75,,,,,,,,
6958,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","04/04/11 00:00:00","04/04/11 00:00:00",,,5.12,0.094,1.84,,,,,,,,
6959,"R20","Verde River at Tangle","verde","verde abv horseshoe","04/04/11 00:00:00","04/04/11 00:00:00",,,1.526689081,0.0306,2,,,,,,,,
6960,"Havasu 1","Havasu lake Sample",,"Havasu 1","04/04/11 00:00:00","04/04/11 00:00:00",,,2.885788859,0.042,1.46,,,,,,,,
6961,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","04/04/11 00:00:00","04/04/11 00:00:00",,,3.2,0.073,2.27,,,,,,,,
6962,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","04/04/11 00:00:00","04/04/11 00:00:00",,,3.06,0.07199999999999999,2.36,,,,,,,,
6963,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","04/04/11 00:00:00","04/04/11 00:00:00",,,3.02,0.073,2.43,,,,,,,,
6964,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","04/04/11 00:00:00","04/04/11 00:00:00",,,3.24,0.074,2.29,,,,,,,,
6965,"Glen In","Glendale WTP Inlet",,"Glen In","04/04/11 00:00:00","04/04/11 00:00:00",,,3.3,0.074,2.24,,,,,,,,
6966,"Glen Out","Glendale WTP Outlet",,"Glen Out","04/04/11 00:00:00","04/04/11 00:00:00",,,,,0,,,,,,,,
6968,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","04/04/11 00:00:00","04/04/11 00:00:00",,,,,,,,,,,,,
6969,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","04/04/11 00:00:00","04/04/11 00:00:00",,,,,,,,,,,,,
6970,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","04/04/11 00:00:00","04/04/11 00:00:00",,,,,,,,,,,,,
6971,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","04/04/11 00:00:00","04/04/11 00:00:00",,,,,,,,,,,,,
6972,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","04/04/11 00:00:00","04/04/11 00:00:00",,,,,,,,,,,,,
6973,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","04/04/11 00:00:00","04/04/11 00:00:00",,,,,,,,,,,,,
6974,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","04/04/11 00:00:00","04/04/11 00:00:00",,,,,,,,,,,,,
6865,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","01/31/11 00:00:00","01/31/11 00:00:00",,,4.79,0.101,2.11,,,,,,,,
6866,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/31/11 00:00:00","01/31/11 00:00:00",,,5.21,0.117,2.24,,,,,,,,
6867,"R20","Verde River at Tangle","verde","verde abv horseshoe","01/31/11 00:00:00","01/31/11 00:00:00",,,5.001789385,0.1864,3.73,,,,,,,,
6868,"Havasu 1","Havasu lake Sample",,"Havasu 1","01/31/11 00:00:00","01/31/11 00:00:00",,,2.826780399,0.0393,1.39,,,,,,,,
6869,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","01/31/11 00:00:00","01/31/11 00:00:00",,,3.21,0.08,2.49,,,,,,,,
6870,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/31/11 00:00:00","01/31/11 00:00:00",,,,,0,,,,,,,,
6871,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/31/11 00:00:00","01/31/11 00:00:00",,,4.43,0.096,2.15,,,,,,,,
6872,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/31/11 00:00:00","01/31/11 00:00:00",,,3.44,0.08799999999999999,2.55,,,,,,,,
6873,"Glen In","Glendale WTP Inlet",,"Glen In","01/31/11 00:00:00","01/31/11 00:00:00",,,2.72,0.064,2.33,,,,,,,,
6874,"Glen Out","Glendale WTP Outlet",,"Glen Out","01/31/11 00:00:00","01/31/11 00:00:00",,,,,0,,,,,,,,
6876,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","01/31/11 00:00:00","01/31/11 00:00:00",,,,,,,,,,,,,
6877,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","01/31/11 00:00:00","01/31/11 00:00:00",,,,,,,,,,,,,
6878,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","01/31/11 00:00:00","01/31/11 00:00:00",,,,,,,,,,,,,
6879,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","01/31/11 00:00:00","01/31/11 00:00:00",,,,,,,,,,,,,
6880,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","01/31/11 00:00:00","01/31/11 00:00:00",,,,,,,,,,,,,
6881,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","01/31/11 00:00:00","01/31/11 00:00:00",,,,,,,,,,,,,
6882,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","01/31/11 00:00:00","01/31/11 00:00:00",,,,,,,,,,,,,
6883,"R3","Waddell Canal","cap","waddell canal","02/28/11 00:00:00","02/28/11 00:00:00",,,2.46,0.039,1.59,,,,,,,,
6884,"UH In","Union Hills Inlet","cap","Union Hills Inlet","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6885,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","02/28/11 00:00:00","02/28/11 00:00:00",,,2.21,0.024,1.07,,,,,,,,
6886,"R11","CAP Canal at Cross-connect","cap","cap @ x con","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6887,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","02/28/11 00:00:00","02/28/11 00:00:00",,,2.54,0.064,2.53,,,,,,,,
6975,"R3","Waddell Canal","cap","waddell canal","05/02/11 00:00:00","05/02/11 00:00:00",,,2.81,0.045,1.6,,,,,,,,
6976,"UH In","Union Hills Inlet","cap","Union Hills Inlet","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6977,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","05/02/11 00:00:00","05/02/11 00:00:00",,,2.61,0.025,0.96,,,,,,,,
6978,"R11","CAP Canal at Cross-connect","cap","cap @ x con","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6979,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","05/02/11 00:00:00","05/02/11 00:00:00",,,3.35,0.081,2.43,,,,,,,,
6980,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6981,"R19","Val Vista WTP treated water","srp","val vista-treated","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6982,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6983,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","05/02/11 00:00:00","05/02/11 00:00:00",,,3.33,0.079,2.38,,,,,,,,
6984,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","05/02/11 00:00:00","05/02/11 00:00:00",,,3.23,0.074,2.3,,,,,,,,
6985,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","05/02/11 00:00:00","05/02/11 00:00:00",,,2.43,0.035,1.44,,,,,,,,
6986,"R25","verde river at beeline highway","verde","verde @ beeline","05/02/11 00:00:00","05/02/11 00:00:00",,,3.15,0.075,2.38,,,,,,,,
6987,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","05/02/11 00:00:00","05/02/11 00:00:00",,,4.16,0.081,1.95,,,,,,,,
6988,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","05/02/11 00:00:00","05/02/11 00:00:00",,,3.32,0.079,2.37,,,,,,,,
6989,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","05/02/11 00:00:00","05/02/11 00:00:00",,,3.36,0.079,2.35,,,,,,,,
6990,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6991,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6992,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6993,"R17","Deer Valley WTP treated water","srp","deer valley-treated","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
6994,"Green In","Greenway WTP Inlet","srp","Green In","05/02/11 00:00:00","05/02/11 00:00:00",,,3.25,0.074,2.27,,,,,,,,
6995,"Green Out","Greenway WTP Outlet","srp","Green Out","05/02/11 00:00:00","05/02/11 00:00:00",,,2.8,0.029,1.02,,,,,,,,
6996,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","05/02/11 00:00:00","05/02/11 00:00:00",,,3.46,0.079,2.28,,,,,,,,
6997,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","05/02/11 00:00:00","05/02/11 00:00:00",,,2.26,0.03,1.34,,,,,,,,
6998,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","05/02/11 00:00:00","05/02/11 00:00:00",,,3.411337813,0.0492,1.44,,,,,,,,
6999,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","05/02/11 00:00:00","05/02/11 00:00:00",,,3.506332703,0.0488,1.39,,,,,,,,
7000,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","05/02/11 00:00:00","05/02/11 00:00:00",,,4.07,0.083,2.04,,,,,,,,
7001,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","05/02/11 00:00:00","05/02/11 00:00:00",,,3.81,0.089,2.33,,,,,,,,
7002,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","05/02/11 00:00:00","05/02/11 00:00:00",,,5.1,0.09,1.76,,,,,,,,
7003,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
7004,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
7005,"R20","Verde River at Tangle","verde","verde abv horseshoe","05/02/11 00:00:00","05/02/11 00:00:00",,,,,0,,,,,,,,
7006,"Havasu 1","Havasu lake Sample",,"Havasu 1","05/02/11 00:00:00","05/02/11 00:00:00",,,3.024933475,0.0458,1.51,,,,,,,,
7007,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","05/02/11 00:00:00","05/02/11 00:00:00",,,3.43,0.079,2.3,,,,,,,,
7008,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","05/02/11 00:00:00","05/02/11 00:00:00",,,3.4,0.08,2.35,,,,,,,,
7009,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","05/02/11 00:00:00","05/02/11 00:00:00",,,3.36,0.078,2.32,,,,,,,,
7010,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","05/02/11 00:00:00","05/02/11 00:00:00",,,3.47,0.079,2.29,,,,,,,,
7011,"Glen In","Glendale WTP Inlet",,"Glen In","05/02/11 00:00:00","05/02/11 00:00:00",,,3.55,0.082,2.31,,,,,,,,
7012,"Glen Out","Glendale WTP Outlet",,"Glen Out","05/02/11 00:00:00","05/02/11 00:00:00",,,2.277209646,0.031,1.35,,,,,,,,
7016,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","05/02/11 00:00:00","05/02/11 00:00:00",,,,,,,,,,,,,
7017,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","05/02/11 00:00:00","05/02/11 00:00:00",,,,,,,,,,,,,
7018,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","05/02/11 00:00:00","05/02/11 00:00:00",,,,,,,,,,,,,
7019,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","05/02/11 00:00:00","05/02/11 00:00:00",,,,,,,,,,,,,
7020,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","05/02/11 00:00:00","05/02/11 00:00:00",,,,,,,,,,,,,
6888,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6889,"R19","Val Vista WTP treated water","srp","val vista-treated","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6890,"VV West","Val Vista West WTP treated water","srp","val vista west-treated","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6891,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","02/28/11 00:00:00","02/28/11 00:00:00",,,2.6,0.066,2.55,,,,,,,,
6892,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6893,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6894,"R25","verde river at beeline highway","verde","verde @ beeline","02/28/11 00:00:00","02/28/11 00:00:00",,,2.52,0.064,2.52,,,,,,,,
6895,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6896,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","02/28/11 00:00:00","02/28/11 00:00:00",,,2.62,0.064,2.46,,,,,,,,
6897,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","02/28/11 00:00:00","02/28/11 00:00:00",,,2.62,0.065,2.47,,,,,,,,
6898,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6899,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6900,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6901,"R17","Deer Valley WTP treated water","srp","deer valley-treated","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6902,"Green In","Greenway WTP Inlet","srp","Green In","02/28/11 00:00:00","02/28/11 00:00:00",,,2.26,0.053,2.33,,,,,,,,
6903,"Green Out","Greenway WTP Outlet","srp","Green Out","02/28/11 00:00:00","02/28/11 00:00:00",,,2.26,0.022,0.98,,,,,,,,
6904,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","02/28/11 00:00:00","02/28/11 00:00:00",,,2.96,0.073,2.47,,,,,,,,
6905,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","02/28/11 00:00:00","02/28/11 00:00:00",,,1.79,0.032,1.78,,,,,,,,
6906,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","02/28/11 00:00:00","02/28/11 00:00:00",,,3.059509014,0.0484,1.58,,,,,,,,
6907,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","02/28/11 00:00:00","02/28/11 00:00:00",,,3.060871061,0.0485,1.58,,,,,,,,
6908,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","02/28/11 00:00:00","02/28/11 00:00:00",,,2.38,0.082,3.46,,,,,,,,
6909,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","02/28/11 00:00:00","02/28/11 00:00:00",,,2.49,0.081,3.24,,,,,,,,
6910,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","02/28/11 00:00:00","02/28/11 00:00:00",,,2.69,0.096,3.56,,,,,,,,
6911,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","02/28/11 00:00:00","02/28/11 00:00:00",,,2.82,0.095,3.35,,,,,,,,
6912,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","02/28/11 00:00:00","02/28/11 00:00:00",,,2.65,0.094,3.56,,,,,,,,
6913,"R20","Verde River at Tangle","verde","verde abv horseshoe","02/28/11 00:00:00","02/28/11 00:00:00",,,2.402825475,0.0565,2.35,,,,,,,,
6914,"Havasu 1","Havasu lake Sample",,"Havasu 1","02/28/11 00:00:00","02/28/11 00:00:00",,,2.897879324,0.0411,1.42,,,,,,,,
6915,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","02/28/11 00:00:00","02/28/11 00:00:00",,,3.33,0.064,1.92,,,,,,,,
6916,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","02/28/11 00:00:00","02/28/11 00:00:00",,,3.31,0.07099999999999999,2.13,,,,,,,,
6917,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","02/28/11 00:00:00","02/28/11 00:00:00",,,4.87,0.065,1.33,,,,,,,,
6918,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","02/28/11 00:00:00","02/28/11 00:00:00",,,4.65,0.064,1.38,,,,,,,,
6919,"Glen In","Glendale WTP Inlet",,"Glen In","02/28/11 00:00:00","02/28/11 00:00:00",,,4.62,0.068,1.47,,,,,,,,
6920,"Glen Out","Glendale WTP Outlet",,"Glen Out","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6921,"R1","CAP canal above Waddell Canal","cap","cap-siphon","02/28/11 00:00:00","02/28/11 00:00:00",,,,,0,,,,,,,,
6922,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","02/28/11 00:00:00","02/28/11 00:00:00",,,,,,,,,,,,,
6923,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","02/28/11 00:00:00","02/28/11 00:00:00",,,,,,,,,,,,,
6924,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","02/28/11 00:00:00","02/28/11 00:00:00",,,,,,,,,,,,,
6925,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","02/28/11 00:00:00","02/28/11 00:00:00",,,,,,,,,,,,,
6926,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","02/28/11 00:00:00","02/28/11 00:00:00",,,,,,,,,,,,,
