ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
2001,"R3","Waddell Canal","cap","waddell canal","11/04/08 00:00:00","1.2",
2002,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/04/08 00:00:00",,
2003,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/04/08 00:00:00","1.5",
2004,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/04/08 00:00:00","9.0",
2005,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/04/08 00:00:00","4.1",
2006,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/04/08 00:00:00","7.5",
2007,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/04/08 00:00:00","0.8",
2008,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/04/08 00:00:00","6.6",
2009,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/04/08 00:00:00",,
2010,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/04/08 00:00:00","8.4",
2011,"R19","Val Vista WTP treated water","srp","val vista-treated","11/04/08 00:00:00","1.6",
2012,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","11/04/08 00:00:00",,
2013,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/04/08 00:00:00","6.9",
2014,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/04/08 00:00:00","7.7",
2015,"R25","verde river at beeline highway","verde","verde @ beeline","11/04/08 00:00:00","9.4",
2016,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/04/08 00:00:00","7.4",
2017,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/04/08 00:00:00","7.3",
2018,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/04/08 00:00:00","1.4",
2019,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/04/08 00:00:00","0.1",
2020,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/04/08 00:00:00","7.2",
2021,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/04/08 00:00:00","3.1",
2022,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","11/04/08 00:00:00","8.5",
2023,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","11/04/08 00:00:00",,
2024,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","11/04/08 00:00:00",,
2025,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","11/04/08 00:00:00",,
2026,"Glen In","Glen In","srp","Glen In","11/04/08 00:00:00","7.2",
2027,"Glen Out","Glendale WTP Outlet","srp","Glen Out","11/04/08 00:00:00","2.7",
2028,"Green In","Greenway WTP Inlet","srp","Green In","11/04/08 00:00:00","8.3",
2029,"Green Out","Greenway WTP Outlet","srp","Green Out","11/04/08 00:00:00","3.4",
2030,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","11/04/08 00:00:00","2.4",
2031,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","11/04/08 00:00:00","2.4",
2032,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","11/04/08 00:00:00","9.6",
2033,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","11/04/08 00:00:00","9.9",
2034,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","11/04/08 00:00:00","3.3",
2035,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","11/04/08 00:00:00","3.7",
2036,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","11/04/08 00:00:00","3.5",
2037,"R20","Verde River at Tangle","verde","verde abv horseshoe","11/04/08 00:00:00","27.6",
2038,"Havasu 1","Havasu lake Sample",,"Havasu 1","11/04/08 00:00:00","1.7",
2039,"R3","Waddell Canal","cap","waddell canal","12/02/08 00:00:00","2.2",
2040,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/02/08 00:00:00",,
2041,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/02/08 00:00:00",,
2042,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/02/08 00:00:00","7.3",
2043,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/02/08 00:00:00","7.3",
2044,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","12/02/08 00:00:00","7.8",
2045,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","12/02/08 00:00:00","0.9",
2046,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","12/02/08 00:00:00","6.3",
2047,"R17","Deer Valley WTP treated water","srp","deer valley-treated","12/02/08 00:00:00","0.8",
2048,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","12/02/08 00:00:00",,
2049,"R19","Val Vista WTP treated water","srp","val vista-treated","12/02/08 00:00:00",,
2050,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","12/02/08 00:00:00",,
2051,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","12/02/08 00:00:00","7.2",
2052,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","12/02/08 00:00:00","7.3",
2053,"R25","verde river at beeline highway","verde","verde @ beeline","12/02/08 00:00:00","7.9",
2054,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","12/02/08 00:00:00","7.3",
2055,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","12/02/08 00:00:00","7.7",
2056,"UH In","Union Hills Inlet","cap","Union Hills Inlet","12/02/08 00:00:00","1.3",
2057,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","12/02/08 00:00:00","0.2",
2058,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","12/02/08 00:00:00","7.8",
2059,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","12/02/08 00:00:00","1.9",
2060,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","12/02/08 00:00:00",,
2061,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","12/02/08 00:00:00",,
2062,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","12/02/08 00:00:00",,
2063,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","12/02/08 00:00:00",,
2064,"Glen In","Glen In","srp","Glen In","12/02/08 00:00:00","6.8",
2065,"Glen Out","Glendale WTP Outlet","srp","Glen Out","12/02/08 00:00:00","1.8",
2066,"Green In","Greenway WTP Inlet","srp","Green In","12/02/08 00:00:00","6.4",
2068,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","12/02/08 00:00:00","4.5",
2071,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","12/02/08 00:00:00","8.0",
2072,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","12/02/08 00:00:00","3.1",
2073,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","12/02/08 00:00:00","2.7",
2074,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","12/02/08 00:00:00","2.9",
2075,"R20","Verde River at Tangle","verde","verde abv horseshoe","12/02/08 00:00:00","18.7",
2076,"Havasu 1","Havasu lake Sample",,"Havasu 1","12/02/08 00:00:00",,
2077,"R3","Waddell Canal","cap","waddell canal","01/05/09 00:00:00","2.8",
2078,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","01/05/09 00:00:00",,
2079,"R11","CAP Canal at Cross-connect","cap","cap @ x con","01/05/09 00:00:00",,
2080,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","01/05/09 00:00:00","9.1",
2081,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","01/05/09 00:00:00","8.7",
2082,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","01/05/09 00:00:00","8.2",
2083,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","01/05/09 00:00:00","1.9",
2084,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","01/05/09 00:00:00","7.3",
2085,"R17","Deer Valley WTP treated water","srp","deer valley-treated","01/05/09 00:00:00","1.8",
2086,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","01/05/09 00:00:00","10.4",
2087,"R19","Val Vista WTP treated water","srp","val vista-treated","01/05/09 00:00:00",,
2088,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","01/05/09 00:00:00",,
2089,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","01/05/09 00:00:00","7",
2090,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/05/09 00:00:00","7.5",
2091,"R25","verde river at beeline highway","verde","verde @ beeline","01/05/09 00:00:00","14.3",
2092,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/05/09 00:00:00","6.9",
2093,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/05/09 00:00:00","7.1",
2094,"UH In","Union Hills Inlet","cap","Union Hills Inlet","01/05/09 00:00:00","3.6",
2095,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","01/05/09 00:00:00","0.2",
2096,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","01/05/09 00:00:00",,
2097,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","01/05/09 00:00:00",,
2098,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","01/05/09 00:00:00",,
2099,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","01/05/09 00:00:00","10.3",
2100,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","01/05/09 00:00:00","10.5",
2101,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","01/05/09 00:00:00","5.2",
2102,"Glen In","Glen In","srp","Glen In","01/05/09 00:00:00","7.9",
2103,"Glen Out","Glendale WTP Outlet","srp","Glen Out","01/05/09 00:00:00","5.7",
2104,"Green In","Greenway WTP Inlet","srp","Green In","01/05/09 00:00:00",,
2105,"Green Out","Greenway WTP Outlet","srp","Green Out","01/05/09 00:00:00",,
2106,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","01/05/09 00:00:00","4.2",
2107,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","01/05/09 00:00:00","4.4",
2108,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","01/05/09 00:00:00","15.5",
2109,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","01/05/09 00:00:00","15.5",
2110,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","01/05/09 00:00:00","5.7",
2111,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","01/05/09 00:00:00","5.7",
2112,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/05/09 00:00:00","5.5",
2113,"R20","Verde River at Tangle","verde","verde abv horseshoe","01/05/09 00:00:00",,
2114,"Havasu 1","Havasu lake Sample",,"Havasu 1","01/05/09 00:00:00","3.1",
2115,"R3","Waddell Canal","cap","waddell canal","02/02/09 00:00:00","2.8",
2116,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","02/02/09 00:00:00","5.5",
2117,"R11","CAP Canal at Cross-connect","cap","cap @ x con","02/02/09 00:00:00",,
2118,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","02/02/09 00:00:00","7.1",
2119,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","02/02/09 00:00:00","7.6",
2120,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","02/02/09 00:00:00","7.2",
2121,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","02/02/09 00:00:00","1.2",
2122,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","02/02/09 00:00:00","8.4",
2123,"R17","Deer Valley WTP treated water","srp","deer valley-treated","02/02/09 00:00:00","1.4",
2124,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","02/02/09 00:00:00","8.1",
2125,"R19","Val Vista WTP treated water","srp","val vista-treated","02/02/09 00:00:00",,
2127,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","02/02/09 00:00:00","7.4",
2128,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","02/02/09 00:00:00","7.7",
2129,"R25","verde river at beeline highway","verde","verde @ beeline","02/02/09 00:00:00","14.2",
2130,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","02/02/09 00:00:00","7.3",
2131,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","02/02/09 00:00:00","6.0",
2132,"UH In","Union Hills Inlet","cap","Union Hills Inlet","02/02/09 00:00:00","2.3",
2133,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","02/02/09 00:00:00","0.5",
2134,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","02/02/09 00:00:00",,
2135,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","02/02/09 00:00:00",,
2136,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","02/02/09 00:00:00","7.7",
2137,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","02/02/09 00:00:00","7.8",
2138,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","02/02/09 00:00:00","7.3",
2139,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","02/02/09 00:00:00","3.7",
2140,"Glen In","Glen In","srp","Glen In","02/02/09 00:00:00","8.1",
2141,"Glen Out","Glendale WTP Outlet","srp","Glen Out","02/02/09 00:00:00","2.9",
2142,"Green In","Greenway WTP Inlet","srp","Green In","02/02/09 00:00:00",,
2143,"Green Out","Greenway WTP Outlet","srp","Green Out","02/02/09 00:00:00",,
2144,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","02/02/09 00:00:00","2.9",
2145,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","02/02/09 00:00:00","3.1",
2146,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","02/02/09 00:00:00","15.0",
2147,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","02/02/09 00:00:00","14.5",
2148,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","02/02/09 00:00:00","5.3",
2149,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","02/02/09 00:00:00","5.5",
2150,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","02/02/09 00:00:00","5.2",
2151,"R20","Verde River at Tangle","verde","verde abv horseshoe","02/02/09 00:00:00","8.5",
2152,"Havasu 1","Havasu lake Sample",,"Havasu 1","02/02/09 00:00:00","2.5",
2153,"R3","Waddell Canal","cap","waddell canal","03/02/09 00:00:00",,
2154,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","03/02/09 00:00:00","5.7",
2155,"R11","CAP Canal at Cross-connect","cap","cap @ x con","03/02/09 00:00:00",,
2156,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","03/02/09 00:00:00","6.6",
2157,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","03/02/09 00:00:00","6.8",
2158,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","03/02/09 00:00:00",,
2159,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","03/02/09 00:00:00","6.3",
2160,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","03/02/09 00:00:00","7.0",
2161,"R17","Deer Valley WTP treated water","srp","deer valley-treated","03/02/09 00:00:00","3.3",
2162,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","03/02/09 00:00:00","0.0",
2164,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","03/02/09 00:00:00",,
2165,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","03/02/09 00:00:00","5.5",
2166,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","03/02/09 00:00:00","5.7",
2167,"R25","verde river at beeline highway","verde","verde @ beeline","03/02/09 00:00:00","14.3",
2168,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","03/02/09 00:00:00","6.0",
2169,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","03/02/09 00:00:00","5.7",
2170,"UH In","Union Hills Inlet","cap","Union Hills Inlet","03/02/09 00:00:00","1.8",
2171,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","03/02/09 00:00:00","0.0",
2172,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","03/02/09 00:00:00",,
2173,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","03/02/09 00:00:00",,
2174,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","03/02/09 00:00:00","1.7",
2175,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","03/02/09 00:00:00","5.5",
2176,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","03/02/09 00:00:00","5.3",
2177,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","03/02/09 00:00:00","5.7",
2178,"Glen In","Glen In","srp","Glen In","03/02/09 00:00:00","0.0",
2179,"Glen Out","Glendale WTP Outlet","srp","Glen Out","03/02/09 00:00:00",,
2180,"Green In","Greenway WTP Inlet","srp","Green In","03/02/09 00:00:00","5.0",
2181,"Green Out","Greenway WTP Outlet","srp","Green Out","03/02/09 00:00:00","1.0",
2182,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","03/02/09 00:00:00",,
2183,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","03/02/09 00:00:00",,
2184,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","03/02/09 00:00:00","13.6",
2185,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","03/02/09 00:00:00","13.3",
2186,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","03/02/09 00:00:00","5.8",
2187,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","03/02/09 00:00:00","5.2",
2188,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","03/02/09 00:00:00","5.9",
2189,"R20","Verde River at Tangle","verde","verde abv horseshoe","03/02/09 00:00:00",,
2190,"Havasu 1","Havasu lake Sample",,"Havasu 1","03/02/09 00:00:00",,
2191,"R3","Waddell Canal","cap","waddell canal","04/06/09 00:00:00","1.3",
2192,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","04/06/09 00:00:00","3.7",
2193,"R11","CAP Canal at Cross-connect","cap","cap @ x con","04/06/09 00:00:00",,
2194,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","04/06/09 00:00:00","3.6",
2195,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","04/06/09 00:00:00","1.3",
2196,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","04/06/09 00:00:00","3.9",
2197,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","04/06/09 00:00:00","0.7",
2198,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","04/06/09 00:00:00","3.1",
2199,"R17","Deer Valley WTP treated water","srp","deer valley-treated","04/06/09 00:00:00","0.6",
2200,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","04/06/09 00:00:00","3.6",
2202,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","04/06/09 00:00:00",,
2203,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","04/06/09 00:00:00","3.8",
2204,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","04/06/09 00:00:00","3.9",
2205,"R25","verde river at beeline highway","verde","verde @ beeline","04/06/09 00:00:00","7.3",
2206,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","04/06/09 00:00:00","3.2",
2207,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","04/06/09 00:00:00","3.4",
2208,"UH In","Union Hills Inlet","cap","Union Hills Inlet","04/06/09 00:00:00","1.0",
2209,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","04/06/09 00:00:00","0.2",
2210,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","04/06/09 00:00:00",,
2211,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","04/06/09 00:00:00",,
2212,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","04/06/09 00:00:00","3.3",
2213,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","04/06/09 00:00:00","3.1",
