ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
1427,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","07/09/07 00:00:00","6.8",
1428,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","07/09/07 00:00:00","6.3",
1429,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","07/09/07 00:00:00","3.5",
1430,"Green In","Greenway WTP Inlet","srp","Green In","07/09/07 00:00:00","6.8",
1431,"Green Out","Greenway WTP Outlet","srp","Green Out","07/09/07 00:00:00","0.0",
1432,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","07/09/07 00:00:00","5.0",
1433,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","07/09/07 00:00:00","5.0",
1434,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","07/09/07 00:00:00","28.5",
1435,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","07/09/07 00:00:00","25.9",
1436,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","07/09/07 00:00:00","8.5",
1437,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","07/09/07 00:00:00","9.2",
1438,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","07/09/07 00:00:00","5.8",
1439,"R20","Verde River at Tangle","verde","verde abv horseshoe","07/09/07 00:00:00","30.2",
1440,"Havasu 1","Havasu lake Sample",,"Havasu 1","07/09/07 00:00:00","2.7",
1441,"Havasu 2","Havasu lake Sample",,"Havasu 2","07/09/07 00:00:00",,
1442,"R3","Waddell Canal","cap","waddell canal","08/06/07 00:00:00","3.4",
1443,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","08/06/07 00:00:00","6.3",
1444,"R11","CAP Canal at Cross-connect","cap","cap @ x con","08/06/07 00:00:00","3.4",
1445,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","08/06/07 00:00:00","6.4",
1446,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","08/06/07 00:00:00","6.5",
1447,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","08/06/07 00:00:00","7.1",
1448,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","08/06/07 00:00:00","0.7",
1449,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","08/06/07 00:00:00","6.9",
1450,"R17","Deer Valley WTP treated water","srp","deer valley-treated","08/06/07 00:00:00","1.7",
1451,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","08/06/07 00:00:00","7.0",
1452,"R19","Val Vista WTP treated water","srp","val vista-treated","08/06/07 00:00:00","1.3",
1453,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","08/06/07 00:00:00","1.0",
1454,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/06/07 00:00:00","5.2",
1455,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/06/07 00:00:00","6.0",
1456,"R25","verde river at beeline highway","verde","verde @ beeline","08/06/07 00:00:00","15.4",
1457,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/06/07 00:00:00","5.2",
1458,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/06/07 00:00:00","5.5",
1459,"UH In","Union Hills Inlet","cap","Union Hills Inlet","08/06/07 00:00:00","3.8",
1460,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","08/06/07 00:00:00","0.0",
1461,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","08/06/07 00:00:00","6.8",
1462,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","08/06/07 00:00:00","1.6",
1463,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","08/06/07 00:00:00","5.3",
1464,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","08/06/07 00:00:00","4.9",
1465,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","08/06/07 00:00:00","7.7",
1466,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","08/06/07 00:00:00","2.6",
1467,"Green In","Greenway WTP Inlet","srp","Green In","08/06/07 00:00:00","6.5",
1468,"Green Out","Greenway WTP Outlet","srp","Green Out","08/06/07 00:00:00","2.8",
1469,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","08/06/07 00:00:00","4.1",
1470,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","08/06/07 00:00:00","3.4",
1471,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","08/06/07 00:00:00","25.5",
1472,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","08/06/07 00:00:00","15.5",
1473,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","08/06/07 00:00:00","6.7",
1474,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","08/06/07 00:00:00","6.3",
1475,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","08/06/07 00:00:00","5.9",
1476,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/06/07 00:00:00","28.9",
1477,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/06/07 00:00:00","1.7",
1478,"Havasu 2","Havasu lake Sample",,"Havasu 2","08/06/07 00:00:00",,
1479,"R3","Waddell Canal","cap","waddell canal","09/10/07 00:00:00","3.7",
1480,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/10/07 00:00:00","6.4",
1481,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/10/07 00:00:00","2.7",
1482,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/10/07 00:00:00",,
1483,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/10/07 00:00:00","5.3",
1484,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/10/07 00:00:00","5.2",
1485,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/10/07 00:00:00","0.5",
1486,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/10/07 00:00:00","4.9",
1487,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/10/07 00:00:00","0.2",
1488,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/10/07 00:00:00","6.3",
1489,"R19","Val Vista WTP treated water","srp","val vista-treated","09/10/07 00:00:00","0.8",
1490,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","09/10/07 00:00:00","1.0",
1491,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/10/07 00:00:00","5.2",
1492,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/10/07 00:00:00","6.0",
1493,"R25","verde river at beeline highway","verde","verde @ beeline","09/10/07 00:00:00","14.4",
1494,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/10/07 00:00:00","5.2",
1495,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/10/07 00:00:00","5.5",
1496,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/10/07 00:00:00","2.9",
1497,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/10/07 00:00:00","0.1",
1498,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/10/07 00:00:00","6.5",
1499,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/10/07 00:00:00","2.1",
1500,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/10/07 00:00:00","6.5",
1501,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/10/07 00:00:00","5.8",
1502,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/10/07 00:00:00","6.9",
1503,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/10/07 00:00:00","2.2",
1504,"Green In","Greenway WTP Inlet","srp","Green In","09/10/07 00:00:00",,
1505,"Green Out","Greenway WTP Outlet","srp","Green Out","09/10/07 00:00:00",,
1506,"Glen In","Glendale WTP Inlet","srp","Glen In","09/10/07 00:00:00","5.2",
1507,"Glen Out","Glendale WTP Outlet","srp","Glen Out","09/10/07 00:00:00","2.0",
1508,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/10/07 00:00:00","4.8",
1509,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/10/07 00:00:00","2.8",
1510,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/10/07 00:00:00","25.7",
1511,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/10/07 00:00:00","19.2",
1512,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/10/07 00:00:00","5.8",
1513,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/10/07 00:00:00","6.6",
1514,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/10/07 00:00:00","5.9",
1515,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/10/07 00:00:00","32.6",
1516,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/10/07 00:00:00","1.7",
1517,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/10/07 00:00:00",,
1518,"R3","Waddell Canal","cap","waddell canal","10/08/07 00:00:00","2.7",
1519,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/08/07 00:00:00","5.2",
1520,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/08/07 00:00:00","2.7",
1521,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/08/07 00:00:00","8.2",
1522,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/08/07 00:00:00","7.6",
1523,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/08/07 00:00:00","7.9",
1524,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/08/07 00:00:00","0.0",
1525,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/08/07 00:00:00","12.8",
1526,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/08/07 00:00:00","5.2",
1527,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/08/07 00:00:00",,
1528,"R19","Val Vista WTP treated water","srp","val vista-treated","10/08/07 00:00:00",,
1529,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","10/08/07 00:00:00",,
1530,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/08/07 00:00:00","10.7",
1531,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/08/07 00:00:00","9.1",
1532,"R25","verde river at beeline highway","verde","verde @ beeline","10/08/07 00:00:00","8.5",
1533,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/08/07 00:00:00","13.5",
1534,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/08/07 00:00:00","9.1",
1535,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/08/07 00:00:00","3.0",
1536,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/08/07 00:00:00","0.0",
1537,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/08/07 00:00:00","7.9",
1538,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/08/07 00:00:00","0.9",
1539,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/08/07 00:00:00",,
1540,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/08/07 00:00:00",,
1541,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/08/07 00:00:00",,
1542,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/08/07 00:00:00",,
1543,"Green In","Greenway WTP Inlet","srp","Green In","10/08/07 00:00:00",,
1544,"Green Out","Greenway WTP Outlet","srp","Green Out","10/08/07 00:00:00",,
1545,"Glen In","Glendale WTP Inlet","srp","Glen In","10/08/07 00:00:00","17.6",
1546,"Glen Out","Glendale WTP Outlet","srp","Glen Out","10/08/07 00:00:00","12.0",
1547,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/08/07 00:00:00","3.7",
1548,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/08/07 00:00:00","3.4",
1549,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/08/07 00:00:00","22.6",
1550,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/08/07 00:00:00","22.1",
1551,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/08/07 00:00:00","5.1",
1552,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/08/07 00:00:00","5.4",
1553,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/08/07 00:00:00","5.4",
1554,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/08/07 00:00:00","22.0",
1555,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/08/07 00:00:00","3.4",
1556,"Havasu 2","Havasu lake Sample",,"Havasu 2","10/08/07 00:00:00",,
1557,"R3","Waddell Canal","cap","waddell canal","11/12/07 00:00:00","2.0",
1558,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","11/12/07 00:00:00","6.6",
1559,"R11","CAP Canal at Cross-connect","cap","cap @ x con","11/12/07 00:00:00","2.2",
1560,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","11/12/07 00:00:00","20.3",
1561,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","11/12/07 00:00:00","8.3",
1562,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","11/12/07 00:00:00","5.7",
1563,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","11/12/07 00:00:00","0.8",
1564,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","11/12/07 00:00:00","4.3",
1565,"R17","Deer Valley WTP treated water","srp","deer valley-treated","11/12/07 00:00:00","0.5",
1566,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","11/12/07 00:00:00",,
1567,"R19","Val Vista WTP treated water","srp","val vista-treated","11/12/07 00:00:00",,
1568,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","11/12/07 00:00:00",,
1569,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","11/12/07 00:00:00","4.5",
1570,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","11/12/07 00:00:00","4.5",
1571,"R25","verde river at beeline highway","verde","verde @ beeline","11/12/07 00:00:00","21.6",
1572,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","11/12/07 00:00:00","7.2",
1573,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","11/12/07 00:00:00","5.7",
1574,"UH In","Union Hills Inlet","cap","Union Hills Inlet","11/12/07 00:00:00","3.0",
1575,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","11/12/07 00:00:00","0.4",
1576,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","11/12/07 00:00:00","4.7",
1577,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","11/12/07 00:00:00","1.8",
1578,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","11/12/07 00:00:00","4.6",
1579,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","11/12/07 00:00:00","5.0",
1580,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","11/12/07 00:00:00",,
1581,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","11/12/07 00:00:00",,
1582,"Green In","Greenway WTP Inlet","srp","Green In","11/12/07 00:00:00",,
1583,"Green Out","Greenway WTP Outlet","srp","Green Out","11/12/07 00:00:00",,
1584,"Glen In","Glendale WTP Inlet","srp","Glen In","11/12/07 00:00:00","1.9",
1585,"Glen Out","Glendale WTP Outlet","srp","Glen Out","11/12/07 00:00:00","1.9",
1586,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","11/12/07 00:00:00","4.4",
1587,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","11/12/07 00:00:00","3.8",
1588,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","11/12/07 00:00:00","26.2",
1589,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","11/12/07 00:00:00","25.0",
1590,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","11/12/07 00:00:00","6.3",
1591,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","11/12/07 00:00:00","6.5",
1592,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","11/12/07 00:00:00","6.1",
1593,"R20","Verde River at Tangle","verde","verde abv horseshoe","11/12/07 00:00:00","30.0",
1594,"Havasu 1","Havasu lake Sample",,"Havasu 1","11/12/07 00:00:00","2.9",
1595,"Havasu 2","Havasu lake Sample",,"Havasu 2","11/12/07 00:00:00",,
1596,"R3","Waddell Canal","cap","waddell canal","12/03/07 00:00:00","2.5",
1597,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","12/03/07 00:00:00","7.1",
1598,"R11","CAP Canal at Cross-connect","cap","cap @ x con","12/03/07 00:00:00","2.9",
1599,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","12/03/07 00:00:00","7.6",
1600,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","12/03/07 00:00:00","6.5",
1601,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","12/03/07 00:00:00","5.1",
1602,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","12/03/07 00:00:00","0.2",
1603,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","12/03/07 00:00:00","7.4",
1604,"R17","Deer Valley WTP treated water","srp","deer valley-treated","12/03/07 00:00:00","0.9",
1605,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","12/03/07 00:00:00","7.6",
1606,"R19","Val Vista WTP treated water","srp","val vista-treated","12/03/07 00:00:00","0.5",
1607,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","12/03/07 00:00:00","1.2",
1608,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","12/03/07 00:00:00","6.4",
1609,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","12/03/07 00:00:00","5.8",
1610,"R25","verde river at beeline highway","verde","verde @ beeline","12/03/07 00:00:00","17.2",
1611,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","12/03/07 00:00:00","5.1",
1612,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","12/03/07 00:00:00","6.6",
1613,"UH In","Union Hills Inlet","cap","Union Hills Inlet","12/03/07 00:00:00","1.6",
1614,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","12/03/07 00:00:00","0.0",
1615,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","12/03/07 00:00:00","8.0",
1616,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","12/03/07 00:00:00","0.6",
1617,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","12/03/07 00:00:00","7.3",
1618,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","12/03/07 00:00:00","7.4",
1619,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","12/03/07 00:00:00","6.2",
1620,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","12/03/07 00:00:00","1.3",
1621,"Green In","Greenway WTP Inlet","srp","Green In","12/03/07 00:00:00",,
1622,"Green Out","Greenway WTP Outlet","srp","Green Out","12/03/07 00:00:00",,
1623,"Glen In","Glendale WTP Inlet","srp","Glen In","12/03/07 00:00:00","7.3",
1624,"Glen Out","Glendale WTP Outlet","srp","Glen Out","12/03/07 00:00:00","0.9",
1625,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","12/03/07 00:00:00","4.6",
1626,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","12/03/07 00:00:00","2.9",
1627,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","12/03/07 00:00:00","26.9",
1628,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","12/03/07 00:00:00","26.1",
1629,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","12/03/07 00:00:00","6.3",
1630,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","12/03/07 00:00:00","5.1",
1631,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","12/03/07 00:00:00","6.2",
1632,"R20","Verde River at Tangle","verde","verde abv horseshoe","12/03/07 00:00:00",,
1633,"Havasu 1","Havasu lake Sample",,"Havasu 1","12/03/07 00:00:00","2.0",
1634,"Havasu 2","Havasu lake Sample",,"Havasu 2","12/03/07 00:00:00",,
1667,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","01/07/08 00:00:00","3.6",
1668,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/07/08 00:00:00","4.1",
1669,"R20","Verde River at Tangle","verde","verde abv horseshoe","01/07/08 00:00:00",,
1670,"Havasu 1","Havasu lake Sample",,"Havasu 1","01/07/08 00:00:00",,
1671,"Havasu 2","Havasu lake Sample",,"Havasu 2","01/07/08 00:00:00",,
1672,"R3","Waddell Canal","cap","waddell canal","02/04/08 00:00:00","0.0",
1673,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","02/04/08 00:00:00","3.2",
1674,"R11","CAP Canal at Cross-connect","cap","cap @ x con","02/04/08 00:00:00",,
1675,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","02/04/08 00:00:00","8.3",
1676,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","02/04/08 00:00:00","8.1",
1677,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","02/04/08 00:00:00","8.3",
1678,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","02/04/08 00:00:00","0.0",
1679,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","02/04/08 00:00:00","7.7",
1680,"R17","Deer Valley WTP treated water","srp","deer valley-treated","02/04/08 00:00:00","0",
1681,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","02/04/08 00:00:00","9.2",
1682,"R19","Val Vista WTP treated water","srp","val vista-treated","02/04/08 00:00:00","0.0",
1683,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","02/04/08 00:00:00",,
1684,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","02/04/08 00:00:00","8.6",
1685,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","02/04/08 00:00:00","8.4",
1686,"R25","verde river at beeline highway","verde","verde @ beeline","02/04/08 00:00:00","8.3",
1687,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","02/04/08 00:00:00","8.5",
1688,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","02/04/08 00:00:00","8.4",
1689,"UH In","Union Hills Inlet","cap","Union Hills Inlet","02/04/08 00:00:00","0.0",
1690,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","02/04/08 00:00:00","0.0",
1691,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","02/04/08 00:00:00",,
1692,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","02/04/08 00:00:00",,
1693,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","02/04/08 00:00:00","8.9",
1694,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","02/04/08 00:00:00","8.9",
1695,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","02/04/08 00:00:00","7.4",
1696,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","02/04/08 00:00:00","0",
1697,"Glen In","Glendale WTP Inlet","srp","Glen In","02/04/08 00:00:00","7.6",
1698,"Glen Out","Glendale WTP Outlet","srp","Glen Out","02/04/08 00:00:00","0.0",
1699,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","02/04/08 00:00:00","2.8",
1700,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","02/04/08 00:00:00","2.8",
1701,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","02/04/08 00:00:00","9.7",
1702,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","02/04/08 00:00:00","9.6",
1703,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","02/04/08 00:00:00","3.8",
1704,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","02/04/08 00:00:00","3.8",
1705,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","02/04/08 00:00:00","3.4",
1706,"R20","Verde River at Tangle","verde","verde abv horseshoe","02/04/08 00:00:00",,
1707,"Havasu 1","Havasu lake Sample",,"Havasu 1","02/04/08 00:00:00",,
1708,"Havasu 2","Havasu lake Sample",,"Havasu 2","02/04/08 00:00:00",,
1973,"R19","Val Vista WTP treated water","srp","val vista-treated","10/07/08 00:00:00","0.5",
1974,"R19","Val Vista WTP treated water-West","srp","val vista-treated-West","10/07/08 00:00:00","0.6",
1975,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","10/07/08 00:00:00","4.5",
1976,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","10/07/08 00:00:00","4.4",
1977,"R25","verde river at beeline highway","verde","verde @ beeline","10/07/08 00:00:00","8.3",
1978,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","10/07/08 00:00:00","4.4",
1979,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","10/07/08 00:00:00","3.6",
1980,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/07/08 00:00:00","1.9",
1981,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/07/08 00:00:00","0.1",
1982,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/07/08 00:00:00","4.2",
1983,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/07/08 00:00:00","1.5",
1984,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/07/08 00:00:00","4.6",
1985,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/07/08 00:00:00","4.1",
1986,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","SPT In","10/07/08 00:00:00","4.9",
1987,"SPT Out","Tempe's South Plant treated water","tempe","SPT Out","10/07/08 00:00:00","1.7",
1988,"Glen In","Glen In","srp","Glen In","10/07/08 00:00:00","4.1",
1989,"Glen Out","Glendale WTP Outlet","srp","Glen Out","10/07/08 00:00:00","1.7",
1990,"Green In","Greenway WTP Inlet","srp","Green In","10/07/08 00:00:00","4.5",
1991,"Green Out","Greenway WTP Outlet","srp","Green Out","10/07/08 00:00:00","1.7",
1992,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/07/08 00:00:00","2.3",
1993,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/07/08 00:00:00","2.9",
1994,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/07/08 00:00:00","9.0",
1995,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/07/08 00:00:00","7.9",
1996,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/07/08 00:00:00","3.8",
1997,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","10/07/08 00:00:00","3.8",
1998,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","10/07/08 00:00:00","3.5",
1999,"R20","Verde River at Tangle","verde","verde abv horseshoe","10/07/08 00:00:00","30.7",
2000,"Havasu 1","Havasu lake Sample",,"Havasu 1","10/07/08 00:00:00","1.6",
